year,month,line,station,04-05 (on),04-05 (off),05-06 (on),05-06 (off),06-07 (on),06-07 (off),07-08 (on),07-08 (off),08-09 (on),08-09 (off),09-10 (on),09-10 (off),10-11 (on),10-11 (off),11-12 (on),11-12 (off),12-13 (on),12-13 (off),13-14 (on),13-14 (off),14-15 (on),14-15 (off),15-16 (on),15-16 (off),16-17 (on),16-17 (off),17-18 (on),17-18 (off),18-19 (on),18-19 (off),19-20 (on),19-20 (off),20-21 (on),20-21 (off),21-22 (on),21-22 (off),22-23 (on),22-23 (off),23-24 (on),23-24 (off),00-01 (on),00-01 (off),01-02 (on),01-02 (off),02-03 (on),02-03 (off),03-04 (on),03-04 (off),total(on),total(off)
2016,9,경의선,일산,7,2,6282,992,23170,3764,50429,7978,32811,18392,21686,9229,15183,7914,14464,8041,13758,9816,12182,10417,10840,12670,11727,12826,14448,16946,16055,18568,13569,28517,8634,34647,6159,22583,6388,19206,5599,16843,2042,13054,375,3985,3,31,0,0,0,0,276421,287820
2016,9,경의선,야당,19,0,2092,324,6922,3026,13453,2418,12574,5162,6758,3109,5490,2017,4842,2396,4613,2930,4090,3126,3807,3417,4239,4374,4844,5318,6325,6930,5500,9519,2988,9816,2005,6912,2177,6144,1540,5667,665,4179,67,1891,2,17,0,0,0,0,88692,97009
2016,9,경의선,운정,11,1,3058,334,11122,3531,23644,5076,21047,7439,11259,3753,8845,3152,7560,3271,6900,4026,6041,4458,5565,4961,5470,6552,6160,8134,7916,10404,8461,12960,4423,16725,2965,11156,2621,10198,1900,8783,616,5409,76,2956,0,22,0,0,0,0,133301,147665
2016,9,경의선,금릉,50,1,3378,317,7686,1883,19479,4688,14841,9217,10108,5632,8218,4105,7700,4567,7732,4878,7315,5867,6547,6840,6255,7530,7320,10163,8325,13053,10148,15056,6051,16076,4868,9843,5246,8524,3972,8942,1702,5706,213,3628,1,14,0,0,0,0,146530,149121
2016,9,경의선,금촌,103,3,3935,377,9489,3706,25068,11392,23641,14314,15704,9548,12952,8153,12233,9113,12662,8840,12675,9778,11480,9990,11239,11318,12439,14442,13555,17139,17106,19153,10647,19978,7120,12764,7004,12995,3737,11048,1514,7397,210,4001,3,13,0,0,0,0,215462,226429
2016,9,경의선,월롱,23,1,560,67,1203,3079,2625,9498,3193,15284,2983,7606,2400,3947,2766,2633,4166,3485,4058,3114,3274,2025,5870,2225,7241,3034,8633,3428,10982,4162,4713,3597,3525,3292,3231,3621,1391,3118,335,3032,14,1196,0,7,0,0,0,0,81451,75179
2016,9,경의선,파주,51,0,728,2,1256,981,3376,2093,3727,7813,2711,4040,2378,3060,2871,1486,3726,1979,2964,2181,3023,1404,4427,1567,5676,1811,6343,2047,4669,2309,2576,1661,1740,1466,1607,1298,585,1340,163,1090,16,525,0,4,0,0,0,0,40157,56578
2016,9,경인선,개봉,1362,14,17945,4860,39266,10702,102632,17966,95764,28805,58587,21708,41799,19669,37407,22518,38485,27069,37462,28174,31785,30709,30097,35803,31207,47397,34303,59069,36002,81482,24513,86309,18234,56502,16564,48459,13214,46725,5756,31233,227,4474,1,10,0,2,0,0,709659,713266
2016,9,경의선,문산,1170,1,3755,18,10525,2555,21154,7910,17566,14452,14383,8128,12009,7739,10717,7483,10401,11592,11022,8408,10730,9967,11518,11826,12521,12580,14359,13425,13084,15272,7996,17323,5720,12521,4715,9701,2727,9253,465,7389,3,4543,0,22,0,0,0,0,192108,197386
2016,9,경의선,검암,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
2016,9,경인선,오류동,640,2,11148,2608,17531,5981,50009,7434,47363,19314,27566,11333,20644,11084,17907,10175,19495,11620,18910,12515,15159,13251,15057,16794,15705,21022,16616,24735,20711,32739,13688,38119,8686,24179,8170,21784,5793,20228,2808,14177,145,3459,1,41,0,0,0,0,322594,355128
2016,9,경인선,역곡,968,16,23229,4222,45654,12384,129434,14838,126304,44998,69377,44040,47845,29917,43482,32816,44659,31098,42931,36695,38104,36005,39584,40632,46650,50729,52958,65131,49683,98132,34017,103561,26529,68419,24803,61380,21904,60701,11431,40878,845,8132,0,134,0,1,0,0,884859,921439
2016,9,경인선,부천,1936,31,34568,5583,50925,16248,136576,29057,133905,69531,76281,49610,61088,45443,60567,44696,64643,57733,63922,62436,59763,61713,62916,65556,72644,74967,77346,96979,77670,135660,61004,139663,48788,89655,48471,79029,43568,70043,23421,50963,2190,9913,8,155,0,2,0,0,1254666,1262280
2016,9,경인선,송내,1398,10,17223,10330,45220,25490,129800,45084,107597,96375,65152,48731,46756,29097,43202,28281,47131,29209,43240,33465,37713,34481,38633,37714,47296,48407,63800,63870,84501,90217,50089,104193,36562,67962,31902,62543,26565,58089,13730,41762,1645,8579,7,99,0,0,0,0,963988,979780
2016,9,경인선,부평,5300,23,23597,5943,42558,15341,108790,25037,99397,36262,56959,44759,46389,41301,48668,50007,56063,58627,57362,69674,56692,71167,59792,76443,67545,92135,75430,109651,74645,150445,64587,147809,61959,94813,62186,72794,54813,61894,30090,42467,4736,13938,50,203,0,0,0,0,1280733,1154324
2016,9,경인선,동암,550,36,22687,5686,38697,12919,89194,21704,81665,24230,48331,19776,37442,19012,34193,20031,34642,23716,32405,23969,28250,26611,27762,32879,29774,39190,34326,53475,35059,64765,24979,72379,20094,53159,17438,48818,12558,44118,6605,32683,531,9965,5,118,0,0,0,0,649239,658653
2016,9,경인선,백운,111,2,8050,1870,16906,4231,38020,8292,37120,16614,21687,10044,16832,7660,15555,8683,15161,10567,14957,11316,12572,12209,12914,13633,13546,18910,15661,21787,13557,27805,9451,29503,6882,20381,6981,19314,5372,17286,2572,13457,300,4086,1,35,0,0,0,0,277685,286113
2016,9,경인선,주안,1306,69,15978,4713,34214,12659,86344,32374,78149,51249,45553,42200,38389,30266,38677,27775,43658,33071,41591,29852,38896,33243,43641,32527,47314,43555,58220,53142,58402,67406,41195,74329,34197,55842,32758,49245,28819,45379,16840,34205,1129,10464,4,126,0,3,0,0,763694,825984
2016,9,경인선,제물포,745,4,5837,2372,12056,5609,31853,15935,29228,42889,16597,20124,13740,14220,14226,10449,16042,11974,16768,13239,14803,12106,20796,11622,29408,15445,29431,19654,27297,22340,14706,22850,10067,17418,8987,15496,6836,15027,3005,11570,103,4272,1,43,0,0,0,0,304658,323803
2016,9,경인선,동인천,2309,12,9474,2042,21498,12360,56750,30490,43301,43780,28591,25804,26479,24615,26835,26703,30133,26310,28869,29212,29238,28559,36762,25976,37073,30627,45225,34395,56182,40724,32724,42101,21747,32297,18582,27547,11917,27057,4544,19410,33,7585,2,54,0,0,0,0,537660,567975
2016,9,경인선,인천,257,2,1420,743,3185,3596,6950,7858,6174,9601,4502,7099,3955,8661,5209,13573,8265,14809,10907,13144,13287,11634,15271,10204,17632,8305,18615,7013,17849,6785,11800,4513,8707,3413,7028,3125,3501,2271,1065,1814,24,1355,0,39,0,0,0,0,139557,167362
2016,9,경인선,구일,276,13,3441,1407,9906,3403,29104,8683,23641,17991,12259,9678,8919,7027,8725,6063,9040,10833,9189,16644,8128,10773,9453,11972,15405,19327,21477,18900,14298,23613,10313,24505,10739,13656,9114,11921,15528,11725,6655,7662,106,1245,1,6,0,0,0,0,237047,237457
2016,9,경인선,소사,792,6,17676,3294,19632,10179,46839,14568,44309,23026,29722,15278,23841,15139,21916,14436,21990,16626,20198,18300,18390,17581,18695,18434,21616,21845,24363,27389,22548,34725,15535,37919,11529,26946,10117,24434,7080,25644,3245,17842,284,4184,1,67,0,1,0,0,387863,401542
2016,9,경인선,도원,684,14,2592,1338,3872,2587,9252,10158,7529,33871,5836,6880,5218,4874,5458,4912,6940,4899,6741,5227,5626,5922,8937,5743,17496,7030,17927,8995,10237,8018,5493,6642,6823,5366,3989,4814,1824,4027,739,3234,29,2004,1,22,0,0,0,0,136577,134575
2016,9,경인선,간석,430,3,5716,1209,12692,2685,30556,5023,24940,9919,13884,6876,11053,5801,10328,5819,10822,6779,10621,7686,8590,8460,8459,9855,9802,13069,10793,16654,11050,19764,7635,20511,6269,15349,5303,13253,4155,12410,2272,8794,156,3691,1,46,0,0,0,0,193656,207113
2016,9,1호선,종각,81,0,3896,4744,5161,26946,8765,105223,14875,257835,18117,137467,24398,73939,34435,66848,42955,64050,55379,65642,62566,59854,74335,52124,82142,52157,110826,62024,217729,81340,131108,60063,106486,23412,122821,14094,103736,9660,50227,5995,4656,1592,40,33,0,0,0,0,1225042,1276669
2016,9,경인선,부개,1721,7,9395,2404,19681,3694,50073,6873,44385,16412,25794,9076,17818,7366,16022,8625,16703,10662,15929,11149,13001,12439,12494,14852,14010,19275,14681,23099,15165,32357,10064,33614,7528,23349,6740,22243,4827,21310,2628,13541,304,4184,1,36,0,0,0,0,296567,319259
2016,9,2호선,을지로입구,94,1,3577,2923,3573,29169,8183,132692,15698,306635,21734,154378,29411,88566,39648,95481,45754,74215,60260,76257,71192,70285,83364,68451,94197,67087,122815,68382,259489,78034,168166,53474,150776,27716,131013,21605,90822,17659,44137,11430,5478,5076,41,1097,0,54,0,0,1450667,1451344
2016,9,2호선,을지로3가,13,0,1188,1445,2500,18326,5056,60062,10289,142011,14618,70956,17722,34493,20773,27374,22690,23160,25865,25370,29586,23475,32251,21037,36962,20278,52391,20636,111052,21727,65212,14975,38079,7844,36028,7000,26191,6439,13308,4805,2455,1452,7,90,1,3,0,0,552958,566240
2016,9,2호선,신당,32,1,6731,1452,12379,10917,28118,19564,38602,45331,24903,26958,20203,21637,21006,21671,22550,22209,24248,24342,24363,25197,25559,25849,28613,27801,33373,32067,40881,39432,27783,34052,19572,21312,17539,19957,13444,20743,7290,13643,1189,4570,36,117,0,0,0,0,458822,440398
2016,9,2호선,을지로4가,11,0,905,776,1565,8540,3385,23133,5964,74642,10226,42991,13814,25590,16373,24550,18975,21901,20982,21162,24037,21325,26292,18878,29069,16925,36372,14393,65378,12482,42138,7954,18553,4720,13970,4613,9170,4488,4471,3384,912,1080,9,51,0,2,0,0,353580,364576
2016,9,2호선,동대문역사문화공원,275,3,9241,999,6314,8131,9117,25024,13617,59006,15257,42138,16044,36479,19748,34929,23178,35399,26139,39253,30705,38798,37641,36360,45707,36021,48284,37831,59415,44167,47154,54402,36829,36586,36550,27868,33747,23268,23172,16162,4447,5797,46,160,0,2,0,0,638783,544368
2016,9,2호선,상왕십리,13,1,5229,981,10910,9503,30504,10056,42345,32832,22747,15597,16300,10555,15210,9909,14918,10468,15529,11623,13704,12102,14097,13772,15940,16680,20784,19436,23774,26922,16181,24231,10204,16740,8480,16258,6924,16896,3010,10792,546,3955,7,63,0,0,0,0,289372,309359
2016,9,2호선,왕십리(성동구청),627,1,7825,1262,12686,6860,32850,16239,49371,32819,31187,23110,22937,17041,23324,17335,26504,20074,28691,21525,27557,21809,29787,23216,37485,26605,45442,35044,51045,53297,35551,46560,32133,29319,35612,26142,36814,27333,24180,19050,4215,7953,52,160,0,9,0,0,472763,597264
2016,9,2호선,한양대,10,0,1344,496,2821,6568,6321,18431,9168,79257,6981,69161,8117,58008,11766,20056,16780,32419,17013,26172,22527,21488,29972,16151,43608,13755,53143,16010,42290,22161,23009,13444,19779,7956,23681,6853,17924,6865,10235,4706,2111,1661,18,38,0,0,0,0,441656,370624
2016,9,2호선,뚝섬,34,1,4803,1867,10337,12857,27330,27828,34968,98218,22267,42155,17047,21020,17650,16516,18124,18327,20773,18956,20017,18658,22198,20530,26309,22959,32388,27392,71650,40161,42613,30424,23274,18765,24876,18010,17591,18060,7029,11506,1110,4318,18,139,0,0,0,0,488667,464388
2016,9,2호선,건대입구,433,6,21435,1789,28333,16809,69833,29877,110596,74300,71631,55928,45964,53863,45603,53976,52843,64342,58647,69513,59514,71764,66281,76290,74056,89766,86100,118830,100169,176562,83892,160177,82308,95189,92727,83951,94068,79503,59978,50685,10563,16907,277,1524,4,53,0,0,1441604,1316838
2016,9,2호선,성수,48,6,5888,3481,12082,23740,26954,67476,33634,221735,26897,70392,22595,31696,23189,26329,25086,25435,30745,28008,31747,27147,33128,28241,36024,29644,50080,33853,143392,39433,82950,33180,41369,21299,37507,18764,28703,17940,13492,13094,2119,7905,23,1305,0,27,0,0,770130,709620
2016,9,2호선,구의,35,0,12701,1452,25726,12919,70909,16769,105776,45978,60495,31063,37478,23866,33884,22103,32651,23622,33443,28087,31427,30190,30562,35359,33276,39488,39640,47932,50101,71767,28264,68848,21001,46382,19584,45559,16886,45286,9218,27799,1650,9226,25,251,0,25,0,0,673971,696713
2016,9,2호선,강변,63,10,10447,4894,31657,41654,102197,46650,147372,64658,107161,59198,88454,57493,83143,59627,80990,70409,83159,76621,77629,82284,79428,93640,84337,101508,95483,112608,99275,145203,85256,133591,75170,93113,69504,85358,49194,78817,19565,44500,2911,10194,62,262,0,23,0,0,1462315,1474410
2016,9,2호선,잠실나루,17,0,3424,1802,16693,9926,55385,22878,62010,43297,37175,27993,28311,22463,27894,19559,26986,23300,25739,24904,25926,24715,27167,24176,31346,25500,34807,30482,39333,44186,22609,43081,17504,28058,14785,26215,10162,27297,4676,17677,800,5637,7,249,0,11,0,0,493406,514755
2016,9,2호선,잠실,68,1,13651,6212,48679,64934,137818,89676,195273,149690,132912,143903,90440,103846,89049,114586,97356,116370,111249,125497,111499,127146,127401,136258,148038,150287,192753,174511,226130,238697,198635,204178,198065,124550,191128,109495,159395,103236,55495,63739,5900,16815,126,835,0,53,0,0,2364515,2533008
2016,9,2호선,신천,20,2,7104,1184,21377,9723,71767,20567,87813,33487,54959,32544,37946,25433,36277,27189,36464,31462,36754,35877,32487,38400,34322,41584,39568,49588,42969,62943,50283,90077,39924,85879,32969,52290,35233,44776,34845,43380,22597,25649,3924,8443,126,441,1,13,0,0,760931,761725
2016,9,2호선,종합운동장,13,0,2751,1246,9056,14117,25175,30509,34569,43530,24576,34314,17290,24554,18681,21950,19079,31979,20609,54122,22410,27565,22334,26354,39060,40456,56388,49538,46879,73674,25227,45285,29998,21495,56851,19462,54050,20561,8082,12882,605,3721,19,329,0,23,0,0,597666,535705
2016,9,2호선,역삼,49,1,4521,7360,10008,32298,17273,116219,25144,324185,25796,228879,27273,91164,36257,66324,41419,53288,53848,61411,57695,55035,71121,50393,81703,47027,121171,50985,248759,59075,141720,45090,81908,25487,85703,19674,61613,17410,28925,11597,4788,4064,26,112,0,3,0,0,1367081,1228687
2016,9,2호선,삼성,134,2,4800,5157,9742,36333,22786,115982,29323,301260,28192,223649,29109,99403,41545,87028,51959,77298,65949,83984,74467,76170,93436,67225,105171,65910,139393,67937,255100,78949,172805,57510,127984,28075,113502,21378,85643,20452,26053,10864,3576,6567,40,2171,0,60,0,0,1533364,1482591
2016,9,2호선,선릉,101,3,6193,6040,13502,37783,26606,108549,36099,270225,36920,196759,40441,80143,51808,59159,58021,52685,69817,61976,74344,55645,92241,50029,114267,49626,146401,54090,265379,58616,155210,46414,91627,27154,94717,22918,81663,21525,32533,12726,5198,6294,34,280,0,9,0,0,1278648,1495037
2016,9,2호선,강남,198,8,15065,11493,24780,57436,48716,164365,73007,317320,62197,301255,60844,159284,80010,132668,102301,132498,134565,158540,135690,144997,161294,135319,180102,140946,222493,172443,335548,239101,245129,202232,197240,97130,242747,72585,255685,62470,113010,38589,20937,11774,378,335,2,19,0,0,2752807,2713756
2016,9,2호선,교대,20,0,3016,6816,14708,30012,29765,75105,41779,162814,35461,146032,34565,74156,41966,63821,44305,57794,55192,64613,59461,61257,66196,56084,68084,55232,90292,65782,153535,84382,85173,61582,64531,35148,70889,31086,80025,31044,26951,17909,4964,4980,52,89,0,12,0,0,1185750,1072926
2016,9,2호선,서초,25,1,1420,5640,7268,22757,15752,55404,24590,119436,26264,84341,20576,42423,29801,36049,26511,27546,35879,29647,36418,31216,39796,25261,50084,27070,59638,27649,103207,32140,50279,25786,32863,13429,35982,12645,33079,12632,9349,7594,1522,2042,14,21,0,9,0,0,640738,642308
2016,9,2호선,방배,56,4,3503,3001,11411,12082,31874,31511,43331,82557,31822,60556,23140,38288,24433,29126,27121,29289,30004,32154,30391,29837,34537,28845,43008,33597,48537,38626,79776,44528,46574,38797,32800,25445,36064,23113,29173,25825,12656,15250,2292,4893,17,78,0,19,0,0,627421,624480
2016,9,경인선,온수,300,3,5104,1371,8794,4673,25480,12136,23741,18199,15534,11064,11359,7315,11123,7883,13663,7920,12137,8781,11051,9102,12150,10270,15456,11980,16123,14308,15304,19827,9566,21736,6953,14121,7339,13024,6252,12708,3288,8881,302,1981,3,20,0,0,0,0,217303,232738
2016,9,경인선,도화,343,5,3722,919,6308,2635,14604,4777,13805,10359,7647,3760,6944,4003,6069,4044,5832,4416,5742,4842,4975,5027,6210,5900,9344,7269,8115,7674,7316,8109,4294,8160,2732,6731,2338,6690,1501,5513,714,4362,45,1742,0,15,0,0,0,0,106952,120273
2016,9,경인선,중동,856,1,10607,1422,19231,4042,46056,6924,38947,16817,22704,10503,17810,8502,15513,9545,15802,10947,15293,11261,12572,11780,12066,13570,13663,16589,15071,21212,14974,28242,10200,32709,7484,22301,7184,19620,5449,18819,2042,13939,225,3886,1,39,0,0,0,0,282670,304910
2016,9,경춘선,신내,49,0,475,226,1178,801,2299,3393,2238,2132,1360,1356,1068,870,1062,743,1047,1137,998,868,1037,1052,953,1090,1565,1401,1403,1976,1587,2153,1175,1569,866,1167,782,924,686,654,361,400,7,146,0,0,0,0,0,0,24058,24163
2016,9,경춘선,갈매,1,0,720,1200,1457,4216,5815,2786,4108,2186,2473,824,1658,680,1437,868,1575,1102,1414,951,1353,980,1461,1380,3509,1357,4084,2021,2639,2515,1305,2842,545,2069,371,1802,233,1251,113,997,3,189,0,0,0,0,0,0,32216,38289
2016,9,경춘선,별내,17,1,1073,628,2544,1603,8860,2905,7405,6330,4536,3955,3692,2670,3367,3037,3333,3034,3127,3214,3132,3397,3516,3809,4695,4076,5385,5455,5292,7167,3311,6378,2400,4539,2542,3093,2382,3282,1261,2154,145,229,0,0,0,0,0,0,70956,74014
2016,9,경춘선,퇴계원,7,0,2533,656,4801,1331,19284,3074,13317,5285,9189,2452,6427,2363,5316,2768,5225,3116,4739,3777,3871,3791,3900,5420,4060,5646,4843,7144,6009,11596,3889,11383,2399,7511,2080,5491,1383,6004,840,4371,37,634,0,0,0,0,0,0,93813,106158
2016,9,경춘선,사릉,11,0,1961,767,5767,2366,20979,5383,16479,6933,9154,2649,5994,3239,5274,2651,5480,2625,4694,3749,3868,3499,4012,3925,4352,7099,5844,7269,7091,10203,3724,14738,2282,9311,1927,6072,1359,7062,544,4459,33,728,0,0,0,0,0,0,104727,112834
2016,9,경춘선,금곡,10,0,1528,425,2258,1019,5613,2158,5772,4152,3587,2247,2840,1884,2608,1811,2766,1887,2354,2130,2066,2107,2757,2094,2058,3296,2750,3352,3187,4130,1756,4222,1073,2337,840,1903,566,1696,245,2121,14,353,0,0,0,0,0,0,45324,48654
2016,9,경춘선,마석,11,0,1332,570,5701,3243,15097,6679,11588,9075,9080,5299,7265,4971,6781,5015,6514,4956,6190,5869,5517,5183,5421,7442,7620,6345,6804,9274,8209,9638,4069,11500,2871,8591,2475,5067,1769,5815,829,3928,41,1404,0,0,0,0,0,0,119864,117189
2016,9,경춘선,대성리,1,0,248,36,2531,523,1720,962,1684,1575,1969,1102,2422,1315,3402,1174,2025,1460,1380,2616,1480,2905,1565,2900,1784,2147,1880,1975,1725,2485,971,2635,620,1531,443,700,278,653,150,382,5,13,0,0,0,0,0,0,29089,30298
2016,9,경춘선,청평,5,0,666,213,2268,928,4712,2680,5789,4928,4376,3987,4608,3979,5856,4345,4647,4205,3797,4326,4460,4757,4815,4326,5650,5358,6023,5663,6226,4951,3067,4152,1559,2656,1481,2711,966,2322,317,1613,25,57,0,0,0,0,0,0,68157,73324
2016,9,경춘선,상천,0,0,95,80,571,397,705,832,1090,1060,743,1996,860,2081,1039,1468,1010,959,1118,614,1595,906,2160,706,2102,800,1940,739,1181,668,556,637,218,515,218,524,64,400,32,310,0,70,0,0,0,0,0,0,15762,19313
2016,9,경춘선,가평,0,0,544,153,1327,1200,3357,3428,3831,6653,3186,6027,3512,6798,6474,7779,4574,9941,4452,6034,5214,6567,6756,5252,7793,3823,9235,4159,8343,3814,4475,3835,2402,2215,1962,1879,2073,1628,477,1414,17,494,0,0,0,0,0,0,83093,82020
2016,9,경춘선,굴봉산,0,0,69,4,70,33,251,293,232,385,342,615,338,962,958,1086,614,765,754,601,830,726,986,522,1043,359,891,362,414,253,218,257,91,183,58,117,62,114,38,79,0,25,0,0,0,0,0,0,7741,10275
2016,9,경춘선,강촌,0,0,168,23,189,164,439,644,591,3552,809,2661,1096,3054,1992,2616,2168,1428,2081,1746,2927,1208,3705,1389,4574,1215,3232,954,2485,862,1294,810,772,536,494,510,190,387,70,370,30,79,0,0,0,0,0,0,24208,31322
2016,9,경춘선,백양리,0,0,6,22,42,84,66,323,99,340,134,277,231,587,354,694,378,453,365,440,377,283,578,309,622,315,755,211,537,132,242,170,109,125,64,130,36,70,8,92,2,11,0,0,0,0,0,0,5068,7021
2016,9,경춘선,김유정,4,0,88,43,209,92,622,357,441,1055,422,1789,557,3505,797,3178,1179,2472,1670,1716,2033,1718,2064,1325,2509,1208,1795,752,1526,614,782,386,369,321,170,232,81,218,8,132,7,36,0,0,0,0,0,0,21149,19345
2016,9,경춘선,남춘천,376,4,1758,12,2998,774,4303,3400,5488,8000,5692,5877,5598,6100,5918,7728,5912,10688,7349,5708,7904,6756,7904,5539,8624,5323,8047,8849,7579,4821,5151,8641,4143,5187,3737,3500,2894,4724,728,2677,14,2030,0,0,0,0,0,0,106338,103757
2016,9,경춘선,춘천,263,3,651,5,1338,473,2136,1928,2651,6804,3413,5385,3258,5405,3635,6660,3855,5397,5179,6029,6450,3934,9711,4566,9859,3498,9232,4516,8115,2782,4926,3788,3509,2571,2274,2184,1354,1964,242,1024,7,1132,0,2,0,0,0,0,70050,83811
2016,9,공항철도 1호선,서울역,391,2,4379,960,3413,8552,7374,14916,12207,21539,11292,16450,12574,16521,15188,14132,17722,14337,18836,13935,16455,13945,23298,15756,24742,15506,24131,13569,31331,18014,22228,14870,17199,9405,18837,8532,15594,9857,8051,4849,276,2825,20,66,0,0,0,0,248538,307163
2016,9,공항철도 1호선,공덕,53,0,1208,110,2165,1024,4168,2227,4110,6378,2590,2688,2053,1705,2030,1507,1934,1802,2017,2073,1888,2027,1988,2181,1967,2836,2603,3505,4149,5999,3066,5220,1942,3291,1771,3029,1355,2916,905,2408,101,1165,0,12,0,0,0,0,54103,46026
2016,9,공항철도 1호선,홍대입구,185,8,4491,484,6172,2714,10854,6178,11816,19603,9421,15651,9522,12059,9815,11438,9897,13431,10371,15306,11001,13572,12662,14634,15011,15635,18117,17816,24089,25216,19915,21315,17872,12968,22252,11206,24965,10789,13304,8519,1304,2556,20,66,0,0,0,0,251164,264887
2016,9,공항철도 1호선,계양,51,0,8716,650,23745,2765,60957,4512,50586,5829,29118,5137,19769,4495,17554,4425,15843,6251,13775,7672,11285,9179,10740,12461,11483,15863,11885,21067,11162,37075,6920,41081,4836,31355,3776,24260,2919,29745,1448,21802,243,5494,1,77,0,0,0,0,291195,318777
2016,9,경춘선,평내호평,380,5,5217,907,8529,2447,24796,4527,21877,9566,13474,7254,10588,5364,9036,5523,9412,6558,8058,6657,7229,8105,7559,7938,7811,9864,8958,16345,8911,17175,5987,17943,4845,13469,4560,10217,3848,8280,2159,9362,38,2622,0,0,0,0,0,0,170128,174908
2016,9,공항철도 1호선,검암,218,14,12499,899,21864,5436,49324,8878,33519,14785,19635,7915,15146,5889,15514,7045,14715,7370,12853,9232,11379,10127,11234,12945,12372,16068,14550,17485,18336,28531,10582,35981,7567,27102,6460,21909,5671,25793,2597,16315,514,9431,4,114,0,0,0,0,289264,298351
