year,month,line,station,04-05 (on),04-05 (off),05-06 (on),05-06 (off),06-07 (on),06-07 (off),07-08 (on),07-08 (off),08-09 (on),08-09 (off),09-10 (on),09-10 (off),10-11 (on),10-11 (off),11-12 (on),11-12 (off),12-13 (on),12-13 (off),13-14 (on),13-14 (off),14-15 (on),14-15 (off),15-16 (on),15-16 (off),16-17 (on),16-17 (off),17-18 (on),17-18 (off),18-19 (on),18-19 (off),19-20 (on),19-20 (off),20-21 (on),20-21 (off),21-22 (on),21-22 (off),22-23 (on),22-23 (off),23-24 (on),23-24 (off),00-01 (on),00-01 (off),01-02 (on),01-02 (off),02-03 (on),02-03 (off),03-04 (on),03-04 (off),total(on),total(off)
2017,9,우이신설선,솔밭공원,16,0,1341,253,2725,813,7712,1041,7793,2333,5039,1956,4256,2124,3821,2523,4065,3057,3852,3858,3746,4182,4003,4596,4061,4975,3662,5213,3269,6441,1892,6823,1285,4684,877,3944,688,3733,265,3035,66,941,0,32,0,0,0,0,66557,66435
2017,9,우이신설선,4.19민주묘지,2,0,998,82,2302,766,6168,1545,6892,8827,4773,5425,4289,6033,4597,5810,5217,5725,6288,4799,6764,5123,7308,4782,8466,5115,8770,5487,7966,7040,4047,7348,3114,4843,2355,4131,1324,3867,543,2949,139,852,0,26,0,0,0,0,90575,94337
2017,9,우이신설선,가오리,1,0,1674,254,4684,925,12819,1632,12710,2749,8543,2580,6724,2652,5772,3274,6049,3982,5998,4173,5211,4573,4690,6221,4709,7961,5176,7854,4159,10367,2724,11394,1829,7577,1512,6389,853,6152,501,4211,101,1192,1,19,1,0,0,0,96131,98457
2017,9,우이신설선,화계,7,2,1308,281,3048,843,8259,1374,9789,3041,5930,2785,4959,3008,4491,2891,5176,3102,4936,3554,4629,3732,4223,4375,4398,5268,4028,5813,3475,8082,2474,8250,1747,5393,1312,4666,802,4435,439,3067,91,748,0,6,0,0,0,0,74716,77531
2017,9,우이신설선,삼양,2,1,771,192,1918,635,5879,1055,6348,2221,3980,1707,3365,1913,3080,1891,3263,2333,3228,2725,2984,3223,2930,3716,2728,4330,2750,4586,2380,5879,1833,6568,1127,3795,1013,3171,729,3137,312,2019,91,613,0,2,0,0,0,0,55712,52726
2017,9,우이신설선,삼양사거리,0,0,892,270,1989,536,5503,1313,6416,2612,4354,2181,3889,2351,3561,2335,3916,2682,3836,3115,3518,3581,3567,4173,3264,4957,3164,5319,3097,6840,2571,6703,1694,4087,1275,3405,1021,2976,461,1770,67,557,0,1,0,0,0,0,61764,60072
2017,9,우이신설선,솔샘,2,1,1789,234,7452,1049,21260,2054,21446,2282,12115,2208,8530,2437,7375,2754,7193,3611,7051,4354,5879,5353,5170,6840,5425,8777,5926,10406,4707,15883,3145,17474,2188,11711,1559,10491,1120,10487,496,6194,149,2153,2,11,0,0,0,0,126764,131994
2017,9,우이신설선,북한산보국문,6,2,1348,260,4815,1676,15050,4014,17754,5571,11779,4161,8946,4243,8319,4603,7902,4688,7897,5513,7621,6482,6854,7704,9300,9180,9201,10599,9295,14984,5217,15279,3337,10302,2787,9505,2149,8795,1288,5801,378,1816,0,0,0,0,0,0,135178,143254
2017,9,우이신설선,정릉,2,0,1467,316,3786,1063,10230,2155,11988,3775,8579,2722,6865,3052,6509,3221,6505,3967,6169,4589,5796,5275,5389,6498,5644,7488,5908,8405,6355,11224,3765,10176,2536,6827,1971,6125,1501,5243,902,3098,225,995,0,0,0,0,0,0,96214,104107
2017,9,우이신설선,성신여대입구(돈암),9,3,627,218,1084,1064,2863,4485,4735,7130,3516,4910,4358,4652,4733,5191,5757,5720,6229,6288,6427,6405,7302,6587,8157,7045,8791,8682,9814,10063,7980,7975,7431,4361,7903,3473,8362,2569,3818,2034,879,652,0,3,0,0,0,0,99510,112783
2017,9,우이신설선,보문,0,0,265,82,636,698,1314,2183,2376,3834,2494,2139,2403,1882,2165,1629,2387,1843,2527,1972,2353,1956,2448,2242,2950,2517,2704,2731,3077,2849,2225,2476,1553,1619,1407,1423,1435,1424,680,968,170,388,0,2,0,0,0,0,36857,39586
2017,9,우이신설선,신설동,5,3,306,310,536,1035,829,4197,1280,9254,1464,4252,1650,2897,2084,2712,2290,2832,2750,3002,2820,2827,3209,2492,3306,2488,4441,2344,6017,1970,3838,1386,2519,908,2406,699,1953,644,978,597,242,450,0,53,0,0,0,0,47352,46935
