line,station,year,04-05 (on),04-05 (off),05-06 (on),05-06 (off),06-07 (on),06-07 (off),07-08 (on),07-08 (off),08-09 (on),08-09 (off),09-10 (on),09-10 (off),10-11 (on),10-11 (off),11-12 (on),11-12 (off),12-13 (on),12-13 (off),13-14 (on),13-14 (off),14-15 (on),14-15 (off),15-16 (on),15-16 (off),16-17 (on),16-17 (off),17-18 (on),17-18 (off),18-19 (on),18-19 (off),19-20 (on),19-20 (off),20-21 (on),20-21 (off),21-22 (on),21-22 (off),22-23 (on),22-23 (off),23-24 (on),23-24 (off),00-01 (on),00-01 (off),01-02 (on),01-02 (off),02-03 (on),02-03 (off),03-04 (on),03-04 (off),Total(on),Total(off),X(WGS),Y(WGS)
2호선,건대입구,2016.0,457.1666666666667,11.666666666666666,23168.583333333332,1999.25,30687.25,17869.75,72554.91666666667,31015.0,116869.75,79537.16666666667,76507.66666666667,59374.25,47959.333333333336,55069.833333333336,47072.416666666664,57782.833333333336,55461.666666666664,69670.83333333333,62243.25,77658.0,62552.083333333336,77313.83333333333,68592.08333333333,81962.91666666667,77005.25,94594.33333333333,89299.83333333333,123764.58333333333,104227.83333333333,185160.58333333334,88021.66666666667,168251.0,87915.5,99733.66666666667,100877.91666666667,87220.58333333333,104745.83333333333,82016.41666666667,65060.333333333336,52159.5,10854.583333333334,18066.75,74.0,1429.75,1.0,19.666666666666668,0.0,0.0,1521682.1666666667,1393768.75,37.54069299999997,127.07023000000004
2호선,교대,2016.0,20.77777777777778,0.3333333333333333,3572.1111111111113,6880.111111111111,15187.777777777777,32856.22222222222,31330.0,77510.0,43829.11111111111,171596.66666666666,37190.22222222222,156200.33333333334,36907.0,78968.11111111111,44634.77777777778,69466.0,46862.0,63080.77777777778,60097.0,70015.0,64232.666666666664,66297.22222222222,70901.66666666667,60582.555555555555,72386.44444444444,59684.77777777778,96293.22222222222,67172.66666666667,162567.11111111112,87535.22222222222,91520.0,66280.11111111111,67856.0,37299.88888888889,76354.33333333333,33022.444444444445,85916.33333333333,32353.333333333332,28631.88888888889,18625.333333333332,5031.666666666667,5148.444444444444,10.222222222222221,46.666666666666664,0.0,1.6666666666666667,0.0,0.0,1260623.888888889,1143327.5555555555,37.493415,127.01407999999995
2호선,구로디지털단지,2016.0,232.83333333333334,5.5,42334.166666666664,6704.25,61041.583333333336,23111.416666666668,162850.41666666666,79854.33333333333,203597.33333333334,281616.5,128594.58333333333,161503.66666666666,81821.33333333333,68764.25,73526.83333333333,57773.333333333336,76976.91666666667,57606.25,81058.91666666667,70874.75,72765.5,76802.16666666667,74214.58333333333,79936.25,84061.41666666667,87676.41666666667,110651.83333333333,115566.5,232549.08333333334,165798.58333333334,156301.0,165194.33333333334,94236.08333333333,110617.0,83444.16666666667,108764.58333333333,68543.08333333333,119347.66666666667,33944.75,74746.25,5314.916666666667,20186.25,34.0,429.6666666666667,1.0,21.0,0.0,0.0,1932900.9166666667,1929879.5,37.485266,126.90140100000002
2호선,구의,2016.0,20.0,2.3333333333333335,12989.555555555555,1573.7777777777778,27143.666666666668,13149.222222222223,72658.11111111111,17199.777777777777,112329.33333333333,49923.666666666664,64882.555555555555,32858.666666666664,38742.333333333336,25150.11111111111,35625.88888888889,23236.222222222223,34325.77777777778,25147.333333333332,35980.333333333336,29752.222222222223,33016.444444444445,32000.222222222223,32359.333333333332,36983.11111111111,34161.555555555555,40794.77777777778,41242.333333333336,49863.88888888889,52544.666666666664,75122.55555555556,30122.666666666668,73688.77777777778,22896.11111111111,50087.0,21254.444444444445,48678.666666666664,18303.333333333332,49122.88888888889,9567.444444444445,29502.777777777777,1580.111111111111,9873.333333333334,7.0,146.33333333333334,0.1111111111111111,4.888888888888889,0.0,0.0,713862.5555555555,733749.1111111111,37.537077000000004,127.085916
2호선,낙성대,2016.0,83.75,7.833333333333333,12835.083333333334,2379.0833333333335,30241.166666666668,14200.666666666666,100972.83333333333,25158.166666666668,141543.33333333334,55805.083333333336,84449.66666666667,43729.0,46477.25,35101.333333333336,41539.833333333336,27836.25,44938.25,32047.5,46185.166666666664,34628.166666666664,40977.583333333336,35750.333333333336,42244.166666666664,40254.583333333336,45879.083333333336,45923.166666666664,54529.416666666664,57336.083333333336,65414.583333333336,91626.75,42893.25,100389.0,31824.0,68111.58333333333,32556.333333333332,66572.83333333333,25205.25,70818.25,13775.333333333334,48352.916666666664,2276.0833333333335,14968.0,14.5,365.0833333333333,0.75,15.083333333333334,0.0,0.0,911376.75,948788.9166666666,37.47692999999999,126.96369299999998
2호선,당산,2016.0,49.083333333333336,3.5833333333333335,7490.583333333333,3721.4166666666665,18815.0,14422.583333333334,59095.083333333336,36135.083333333336,67031.16666666667,95511.75,42752.75,46106.916666666664,30662.25,25645.5,29629.583333333332,25105.666666666668,30064.75,26671.0,30811.916666666668,31124.916666666668,27353.416666666668,29922.666666666668,27860.25,31512.083333333332,32275.25,36243.25,45784.083333333336,45497.916666666664,73257.0,67721.16666666667,45631.75,64348.416666666664,28804.833333333332,42435.583333333336,26832.416666666668,42066.166666666664,23535.166666666668,42023.25,11612.333333333334,28925.5,2031.25,8524.916666666666,14.25,296.0,0.16666666666666666,7.333333333333333,0.0,0.0,743972.6666666666,663361.25,37.534380000000034,126.90228099999992
2호선,대림,2016.0,436.6666666666667,11.88888888888889,37429.77777777778,4590.888888888889,38898.444444444445,14714.0,89296.66666666667,27859.0,120330.11111111111,72912.66666666667,84455.22222222222,47455.666666666664,50121.88888888889,38983.77777777778,44159.666666666664,41925.333333333336,47431.88888888889,42065.88888888889,47139.0,43144.666666666664,42047.555555555555,42880.0,42345.0,49904.555555555555,45998.666666666664,56061.77777777778,53376.77777777778,76080.77777777778,73247.0,94591.11111111111,46648.0,85706.44444444444,34997.333333333336,59817.22222222222,29262.11111111111,68067.66666666667,22236.555555555555,79114.88888888889,11291.333333333334,41059.77777777778,1723.7777777777778,11080.111111111111,11.555555555555555,316.6666666666667,0.6666666666666666,4.0,0.0,0.0,998348.7777777778,964465.0,37.49297000000001,126.89580100000005
2호선,도림천,2016.0,0.5,0.16666666666666666,352.5833333333333,334.9166666666667,1154.6666666666667,804.4166666666666,2705.6666666666665,6080.416666666667,2671.0833333333335,5358.083333333333,1850.5833333333333,1751.75,1655.0833333333333,1323.6666666666667,1350.0,1127.0,1757.3333333333333,1458.5,1442.25,1133.5,1694.9166666666667,1332.4166666666667,2048.75,1378.6666666666667,2487.9166666666665,1546.25,2263.4166666666665,1677.6666666666667,3371.3333333333335,2303.0,1610.6666666666667,2318.0833333333335,1225.5833333333333,1584.8333333333333,928.8333333333334,1435.8333333333333,557.5833333333334,1331.5833333333333,218.58333333333334,1026.6666666666667,39.666666666666664,335.3333333333333,0.25,9.0,0.0,0.0,0.0,0.0,35651.75,33402.75,37.51428700000001,126.88276799999996
2호선,동대문역사문화공원,2016.0,337.5,3.0833333333333335,10873.0,1110.5833333333333,6769.5,9543.25,8979.833333333334,28245.166666666668,14211.916666666666,65039.916666666664,15844.333333333334,43513.666666666664,17388.083333333332,39530.583333333336,21504.916666666668,37036.833333333336,25415.25,37736.166666666664,28557.583333333332,41611.083333333336,33422.583333333336,41298.416666666664,40719.5,37994.416666666664,48478.583333333336,36022.0,53142.75,38091.166666666664,62557.666666666664,42951.166666666664,48563.083333333336,52698.5,37835.083333333336,36875.25,36919.0,28627.0,34619.5,23166.0,22751.583333333332,16579.75,4129.416666666667,5709.5,18.75,192.08333333333334,0.08333333333333333,5.333333333333333,0.08333333333333333,0.0,663580.9166666666,574718.0833333334,37.56513799999996,127.0078959999997
2호선,뚝섬,2016.0,20.083333333333332,0.8333333333333334,4969.416666666667,1900.75,11230.666666666666,13569.916666666666,28464.333333333332,29989.25,37703.166666666664,106990.08333333333,23858.75,45383.333333333336,18215.166666666668,22148.916666666668,18772.5,17747.833333333332,19803.25,19078.5,21905.916666666668,20750.5,21249.75,19861.416666666668,23918.25,21309.916666666668,27230.5,23774.833333333332,34454.833333333336,27635.333333333332,77698.91666666667,38774.75,45429.25,31749.25,24839.5,20156.583333333332,24570.25,19258.416666666668,17276.666666666668,19452.75,7217.916666666667,13042.083333333334,1082.5,4522.916666666667,5.833333333333333,122.08333333333333,0.0,1.3333333333333333,0.0,0.0,517221.5833333333,491913.3333333333,37.54718400000001,127.04736699999997
2호선,문래,2016.0,14.416666666666666,0.4166666666666667,4207.333333333333,1934.5,14798.166666666666,9530.166666666666,46148.833333333336,32395.0,47342.666666666664,112488.33333333333,29218.0,48931.083333333336,22198.25,23024.833333333332,22432.0,22141.25,25477.416666666668,23718.666666666668,26992.75,25594.5,25640.833333333332,24309.666666666668,27358.166666666668,24097.166666666668,29522.5,25629.5,39935.166666666664,28795.166666666668,86844.5,42201.5,42626.166666666664,42631.5,26904.166666666668,25705.083333333332,25076.583333333332,24005.083333333332,19046.75,22446.5,9261.166666666666,15384.166666666666,1416.0833333333333,5106.416666666667,7.833333333333333,174.33333333333334,0.5,3.9166666666666665,0.0,0.0,580248.75,574471.8333333334,37.51793299999999,126.89475999999998
2호선,방배,2016.0,43.083333333333336,1.5833333333333333,3779.1666666666665,3129.3333333333335,12006.416666666666,12133.5,32184.5,31833.75,45961.416666666664,86546.25,34927.583333333336,60171.083333333336,25447.333333333332,37259.75,26518.583333333332,28808.25,28875.083333333332,30140.083333333332,32291.25,33259.583333333336,32349.916666666668,31795.5,36210.75,30735.75,41473.416666666664,33433.75,48253.416666666664,38898.666666666664,81106.16666666667,46720.166666666664,47035.583333333336,40973.0,33781.5,27083.166666666668,35370.75,24757.833333333332,28951.0,27198.666666666668,13001.333333333334,16587.916666666668,2325.3333333333335,5121.25,9.166666666666666,63.166666666666664,0.16666666666666666,4.333333333333333,0.0,0.0,646656.3333333334,643875.8333333334,37.481426,126.99759599999999
2호선,봉천,2016.0,58.916666666666664,1.5,17486.0,1690.1666666666667,31732.416666666668,7727.333333333333,86680.0,14986.416666666666,113943.16666666667,30026.916666666668,67459.5,26538.583333333332,39383.916666666664,23282.0,33805.666666666664,23542.416666666668,35535.666666666664,24693.833333333332,37112.416666666664,27693.0,31870.75,29040.833333333332,31233.083333333332,36133.25,33333.75,41752.0,35321.666666666664,51211.083333333336,38774.0,74288.83333333333,25995.25,72888.75,20483.916666666668,48350.583333333336,18361.5,46644.916666666664,14699.166666666666,48369.083333333336,5997.75,29159.416666666668,963.6666666666666,8655.75,10.166666666666666,343.5,0.08333333333333333,4.666666666666667,0.0,0.0,667024.8333333334,722199.5,37.48236200000001,126.94189200000004
2호선,사당,2016.0,74.25,3.6666666666666665,13139.0,3843.0833333333335,26036.75,32895.166666666664,77321.83333333333,63978.583333333336,108515.25,90188.83333333333,76351.83333333333,68715.0,52392.416666666664,51580.583333333336,50961.083333333336,58517.666666666664,56005.416666666664,60710.916666666664,64311.666666666664,61697.416666666664,67280.25,60403.666666666664,67201.91666666667,67688.91666666667,71147.75,83821.83333333333,80105.58333333333,115707.33333333333,106361.16666666667,179030.0,84514.75,155395.58333333334,76820.5,91183.5,88109.91666666667,84644.0,90418.0,87846.5,52838.916666666664,57685.75,9369.5,18610.666666666668,52.166666666666664,1224.6666666666667,0.5,14.166666666666666,0.0,0.0,1495387.5,1321272.1666666667,37.476529999999975,126.98168499999997
