year,month,line,station,04-05 (on),04-05 (off),05-06 (on),05-06 (off),06-07 (on),06-07 (off),07-08 (on),07-08 (off),08-09 (on),08-09 (off),09-10 (on),09-10 (off),10-11 (on),10-11 (off),11-12 (on),11-12 (off),12-13 (on),12-13 (off),13-14 (on),13-14 (off),14-15 (on),14-15 (off),15-16 (on),15-16 (off),16-17 (on),16-17 (off),17-18 (on),17-18 (off),18-19 (on),18-19 (off),19-20 (on),19-20 (off),20-21 (on),20-21 (off),21-22 (on),21-22 (off),22-23 (on),22-23 (off),23-24 (on),23-24 (off),00-01 (on),00-01 (off),01-02 (on),01-02 (off),02-03 (on),02-03 (off),03-04 (on),03-04 (off),Total(on),Total(off),X(WGS),Y(WGS)
2016,4,경춘선,가평,2,0,554,105,1423,1102,3680,3075,4122,7024,3468,6573,3495,7223,4974,9347,4249,9566,4502,5409,5375,5678,7457,4881,9557,3652,9577,4858,8671,3422,3845,3969,2184,2232,1537,1883,1042,1696,306,1371,8,601,0,0,0,0,0,0,83667,82042,37.814536,127.51073899999999
2016,4,과천선,정부과천청사,12,0,1923,1606,6956,7517,22687,27467,22585,76142,19177,26168,15420,17316,16234,16845,17179,13897,21345,16354,23720,16374,20437,15194,21071,15945,30407,19668,55015,24239,25341,24922,19390,14581,17303,11955,13044,11478,4525,7644,706,2233,1,1,0,0,0,0,367546,376482,37.426513,126.98978000000001
2016,4,분당선,수서,50,4,3297,1667,8139,7238,22654,17650,27782,35401,19421,15782,13175,10088,12341,9073,12264,8978,12598,10702,11678,10014,11811,11308,14244,13237,18133,16547,28348,21392,14494,21769,9443,15593,9531,14653,6615,14567,2827,9787,147,1692,1,1,0,0,0,0,267143,260959,37.487371,127.10188000000001
2016,4,분당선,수서,50,4,3297,1667,8139,7238,22654,17650,27782,35401,19421,15782,13175,10088,12341,9073,12264,8978,12598,10702,11678,10014,11811,11308,14244,13237,18133,16547,28348,21392,14494,21769,9443,15593,9531,14653,6615,14567,2827,9787,147,1692,1,1,0,0,0,0,267143,260959,37.487371,127.10188000000001
2016,4,분당선,수서,50,4,3297,1667,8139,7238,22654,17650,27782,35401,19421,15782,13175,10088,12341,9073,12264,8978,12598,10702,11678,10014,11811,11308,14244,13237,18133,16547,28348,21392,14494,21769,9443,15593,9531,14653,6615,14567,2827,9787,147,1692,1,1,0,0,0,0,267143,260959,37.487371,127.10188000000001
2016,4,분당선,수서,50,4,3297,1667,8139,7238,22654,17650,27782,35401,19421,15782,13175,10088,12341,9073,12264,8978,12598,10702,11678,10014,11811,11308,14244,13237,18133,16547,28348,21392,14494,21769,9443,15593,9531,14653,6615,14567,2827,9787,147,1692,1,1,0,0,0,0,267143,260959,37.487371,127.10188000000001
2016,4,3호선,수서,115,2,4535,964,14866,9432,35304,25999,36400,46335,25933,21317,20176,15982,19023,14040,19528,13869,19705,14602,18096,15836,18244,17097,23386,19444,26464,23112,37566,30239,20055,31915,13189,22864,12535,20575,8143,22834,3103,13484,359,6108,2,369,0,0,0,0,386419,378628,37.487371,127.10188000000001
2016,4,3호선,수서,115,2,4535,964,14866,9432,35304,25999,36400,46335,25933,21317,20176,15982,19023,14040,19528,13869,19705,14602,18096,15836,18244,17097,23386,19444,26464,23112,37566,30239,20055,31915,13189,22864,12535,20575,8143,22834,3103,13484,359,6108,2,369,0,0,0,0,386419,378628,37.487371,127.10188000000001
2016,4,3호선,수서,115,2,4535,964,14866,9432,35304,25999,36400,46335,25933,21317,20176,15982,19023,14040,19528,13869,19705,14602,18096,15836,18244,17097,23386,19444,26464,23112,37566,30239,20055,31915,13189,22864,12535,20575,8143,22834,3103,13484,359,6108,2,369,0,0,0,0,386419,378628,37.487371,127.10188000000001
2016,4,3호선,수서,115,2,4535,964,14866,9432,35304,25999,36400,46335,25933,21317,20176,15982,19023,14040,19528,13869,19705,14602,18096,15836,18244,17097,23386,19444,26464,23112,37566,30239,20055,31915,13189,22864,12535,20575,8143,22834,3103,13484,359,6108,2,369,0,0,0,0,386419,378628,37.487371,127.10188000000001
