line,station,year,04-05 (on),04-05 (off),05-06 (on),05-06 (off),06-07 (on),06-07 (off),07-08 (on),07-08 (off),08-09 (on),08-09 (off),09-10 (on),09-10 (off),10-11 (on),10-11 (off),11-12 (on),11-12 (off),12-13 (on),12-13 (off),13-14 (on),13-14 (off),14-15 (on),14-15 (off),15-16 (on),15-16 (off),16-17 (on),16-17 (off),17-18 (on),17-18 (off),18-19 (on),18-19 (off),19-20 (on),19-20 (off),20-21 (on),20-21 (off),21-22 (on),21-22 (off),22-23 (on),22-23 (off),23-24 (on),23-24 (off),00-01 (on),00-01 (off),01-02 (on),01-02 (off),02-03 (on),02-03 (off),03-04 (on),03-04 (off),Total(on),Total(off),X(WGS),Y(WGS)
1호선,동대문,2015.0,476.3333333333333,13.5,14205.083333333334,2352.4166666666665,12333.666666666666,9098.166666666666,20977.0,16418.0,26467.75,35518.166666666664,26088.666666666668,34554.0,23332.25,34676.916666666664,24805.416666666668,39595.166666666664,30872.666666666668,40572.5,33439.916666666664,39859.0,35369.333333333336,39614.666666666664,36450.833333333336,37376.25,36668.416666666664,34627.75,37242.333333333336,33515.75,37002.25,34467.083333333336,27120.25,36127.666666666664,21079.333333333332,27611.0,19405.666666666668,21993.0,17218.416666666668,20349.666666666668,9214.583333333334,16084.25,1012.0833333333334,5291.916666666667,11.583333333333334,79.33333333333333,0.08333333333333333,2.4166666666666665,0.0,0.0,559798.5833333334,492332.5833333333,37.571419999999996,127.00974500000005
1호선,동묘앞,2015.0,135.25,2.25,2655.3333333333335,789.5833333333334,3578.5,3774.4166666666665,7414.583333333333,10641.25,9145.75,30375.416666666668,8491.666666666666,19164.416666666668,9376.5,17600.333333333332,12990.083333333334,23108.75,17924.666666666668,26829.583333333332,24118.916666666668,30665.75,27553.916666666668,32009.5,32257.166666666668,27766.25,34877.0,21859.25,32636.5,16936.333333333332,30083.916666666668,13041.416666666666,16473.666666666668,9749.666666666666,9385.25,6642.916666666667,7923.333333333333,6380.166666666667,5476.5,6722.916666666667,2466.0,4659.083333333333,284.25,3561.8333333333335,3.1666666666666665,311.0833333333333,0.25,9.416666666666666,1.1666666666666667,0.0,312601.5833333333,297133.0833333333,37.572627000000004,127.01642900000002
1호선,시청,2015.0,72.16666666666667,2.0,2319.3333333333335,4557.5,3707.4166666666665,23619.083333333332,7421.0,80417.41666666667,9712.333333333334,178465.08333333334,12350.333333333334,76713.33333333333,16078.75,43844.833333333336,22464.083333333332,42736.25,25015.083333333332,40115.666666666664,31313.666666666668,42075.166666666664,38038.416666666664,39255.083333333336,46737.25,34393.416666666664,53177.25,30041.583333333332,68905.5,30018.75,133528.0,31988.666666666668,81535.58333333333,20525.0,63839.166666666664,10325.916666666666,65091.5,8250.833333333334,45939.25,6562.75,17070.0,3868.3333333333335,1393.9166666666667,1259.5833333333333,24.75,30.0,0.3333333333333333,0.75,0.0,0.0,749067.0,747677.9166666666,37.56471800000002,126.97710800000003
1호선,신설동,2015.0,199.66666666666666,9.083333333333334,7640.25,2708.6666666666665,10755.25,9569.25,24169.583333333332,31749.083333333332,31223.25,82314.08333333333,22906.666666666668,45928.416666666664,21685.166666666668,27482.666666666668,25577.75,25419.666666666668,27823.083333333332,24401.166666666668,30336.916666666668,25802.083333333332,29566.0,24102.0,32703.666666666668,24496.666666666668,34742.25,23804.25,42933.833333333336,27324.166666666668,66023.58333333333,30580.916666666668,36827.166666666664,26543.583333333332,22447.166666666668,17557.75,20150.416666666668,16486.0,16160.5,16811.666666666668,6341.0,11319.583333333334,508.5,2700.9166666666665,4.583333333333333,25.833333333333332,0.16666666666666666,0.16666666666666666,0.0,0.0,497137.6666666667,512541.75,37.57529699999995,127.025087
1호선,제기동,2015.0,297.6666666666667,3.5,4616.833333333333,2905.1666666666665,9778.25,10712.166666666666,25097.5,19582.416666666668,32293.833333333332,49410.416666666664,24914.666666666668,37292.916666666664,27025.083333333332,42511.583333333336,35500.416666666664,53758.583333333336,42657.666666666664,56762.0,49025.583333333336,60077.083333333336,54437.25,55315.833333333336,60653.666666666664,48543.0,61142.25,39508.083333333336,53732.5,31451.416666666668,48978.666666666664,28878.0,26886.25,24620.0,15629.583333333334,14340.5,13065.333333333334,12813.75,8469.25,12550.833333333334,3389.1666666666665,8609.833333333334,227.66666666666666,2072.8333333333335,4.5,15.0,0.0,0.0,0.0,0.0,611734.9166666666,599540.9166666666,37.578103000000006,127.034893
1호선,종각,2015.0,143.5,8.583333333333334,4789.833333333333,4884.75,5543.833333333333,30655.833333333332,9725.666666666666,120685.91666666667,15193.5,266242.4166666667,18310.0,149756.75,24971.833333333332,78366.91666666667,36909.916666666664,74601.75,46688.916666666664,70244.5,62654.5,74603.58333333333,70598.5,65347.916666666664,81800.5,57232.0,91151.66666666667,57216.5,120668.5,68093.33333333333,226247.41666666666,92750.41666666667,144538.08333333334,69341.16666666667,118378.16666666667,27438.916666666668,140180.16666666666,16020.75,127518.83333333333,10835.75,61011.416666666664,6782.25,5914.083333333333,1701.4166666666667,152.83333333333334,20.5,1.3333333333333333,1.75,0.0,0.0,1342833.6666666667,1414964.5,37.57016099999999,126.98292300000001
1호선,종로3가,2015.0,145.5,5.833333333333333,5375.833333333333,2192.0833333333335,4869.75,13875.333333333334,8087.5,33374.666666666664,13401.583333333334,96597.58333333333,17358.166666666668,105029.66666666667,28322.5,87550.91666666667,44171.083333333336,87344.5,56471.666666666664,88796.91666666667,72686.66666666667,93294.25,80695.0,83673.83333333333,90428.25,69539.91666666667,100089.08333333333,60719.583333333336,105531.16666666667,58322.333333333336,128500.0,68310.25,105474.0,49359.5,75694.25,19525.583333333332,83007.25,13175.0,74438.16666666667,10056.0,32055.916666666668,6761.083333333333,3617.0,3122.0,51.916666666666664,64.5,0.5833333333333334,3.9166666666666665,0.0,0.0,1050695.25,1132342.3333333333,37.57160699999994,126.99180600000001
1호선,종로5가,2015.0,54.416666666666664,1.5,2340.8333333333335,3346.1666666666665,3543.4166666666665,14169.75,6069.25,50954.75,10321.416666666666,127298.0,14366.25,86068.83333333333,22357.75,62163.333333333336,33675.416666666664,64572.25,43254.916666666664,63395.416666666664,55137.916666666664,59934.583333333336,63754.75,58529.166666666664,70834.33333333333,52604.833333333336,70793.08333333333,45715.833333333336,83632.16666666667,41988.416666666664,120861.0,41722.5,83550.83333333333,28563.083333333332,52283.416666666664,12789.833333333334,44858.916666666664,8924.833333333334,34322.833333333336,6779.0,13605.083333333334,4357.0,910.4166666666666,1316.75,8.583333333333334,9.166666666666666,0.08333333333333333,0.9166666666666666,0.0,0.0,835205.9166666666,832497.6666666666,37.57092599999999,127.00184899999999
2호선,강남,2015.0,335.1666666666667,7.5,17509.333333333332,14545.5,29164.416666666668,71310.66666666667,57809.5,207109.5,90097.0,372824.1666666667,75494.58333333333,343695.3333333333,73272.58333333333,175406.41666666666,95395.16666666667,152720.91666666666,117526.75,152696.91666666666,156747.5,182592.33333333334,154356.66666666666,161493.0,181490.83333333334,151167.0,200123.0,156482.41666666666,249360.66666666666,187518.33333333334,366672.0,267665.75,274456.0833333333,223980.41666666666,220199.75,107091.08333333333,275114.6666666667,81102.41666666667,294071.25,67506.16666666667,134624.75,43134.75,23777.916666666668,12498.416666666666,77.33333333333333,191.91666666666666,2.9166666666666665,15.0,0.0,0.0,3132755.9166666665,3089359.6666666665,37.49717499999998,127.02792599999998
2호선,강변,2015.0,52.083333333333336,2.25,10836.583333333334,4881.916666666667,34027.416666666664,40908.333333333336,108890.0,48455.083333333336,161022.25,72179.16666666667,114102.66666666667,67642.0,94936.66666666667,62416.416666666664,91376.75,65109.25,88301.5,68822.16666666667,88522.16666666667,80071.83333333333,83992.25,87707.41666666667,84964.25,97225.75,88989.25,107877.75,99636.83333333333,119078.41666666667,104508.5,156814.16666666666,91227.58333333333,142496.5,76663.83333333333,99275.16666666667,67262.83333333333,89063.83333333333,51747.583333333336,85701.0,21583.5,49037.916666666664,3074.75,12274.416666666666,18.916666666666668,122.66666666666667,0.08333333333333333,2.5833333333333335,0.0,0.0,1557166.0,1567701.1666666667,37.535095000000005,127.09468100000002
2호선,건대입구,2015.0,483.5,10.166666666666666,24191.916666666668,2079.6666666666665,32388.416666666668,18122.083333333332,75081.66666666667,32708.416666666668,120746.75,83345.0,77853.33333333333,60298.333333333336,48142.583333333336,52971.833333333336,47376.166666666664,56701.833333333336,55737.75,67717.5,61776.583333333336,76944.83333333333,61555.833333333336,76318.08333333333,67769.41666666667,80340.25,75257.41666666667,93121.25,87119.91666666667,121476.5,103076.58333333333,183738.75,87328.66666666667,170633.16666666666,87720.41666666667,101859.91666666667,100048.08333333333,89812.25,104216.33333333333,84764.0,66015.08333333333,54095.833333333336,11178.0,18990.916666666668,67.91666666666667,1447.25,0.5,13.833333333333334,0.0,0.0,1527511.6666666667,1396664.3333333333,37.54069299999997,127.07023000000004
2호선,교대,2015.0,17.666666666666668,0.8333333333333334,3713.9166666666665,6149.75,15470.75,31485.5,32966.583333333336,75427.08333333333,45857.0,168036.58333333334,39186.583333333336,152516.58333333334,38735.75,79758.91666666667,46557.25,71267.75,48656.583333333336,64825.0,61205.583333333336,72124.41666666667,65995.33333333333,68785.16666666667,72230.83333333333,63830.583333333336,75172.83333333333,63458.916666666664,97045.16666666667,71294.75,156776.25,91357.66666666667,89621.33333333333,70128.0,67806.0,39983.916666666664,79323.75,35378.666666666664,86699.08333333333,33888.083333333336,31035.0,19877.75,5516.333333333333,5603.25,18.583333333333332,38.666666666666664,1.0833333333333333,7.166666666666667,0.0,0.0,1285225.0,1161606.5833333333,37.49341499999998,127.01407999999994
2호선,구로디지털단지,2015.0,169.0,5.416666666666667,44090.833333333336,6125.583333333333,61322.0,24636.416666666668,165316.33333333334,84152.41666666667,206517.33333333334,294397.3333333333,128423.58333333333,155147.0,82168.08333333333,67199.58333333333,73894.16666666667,57974.416666666664,76447.41666666667,57796.083333333336,82024.83333333333,69191.0,73719.5,74774.25,74510.58333333333,79114.83333333333,82484.83333333333,87116.5,109162.83333333333,113185.08333333333,230135.75,167112.58333333334,154110.66666666666,165839.66666666666,93358.0,110903.58333333333,85226.0,109568.0,71740.66666666667,122134.16666666667,35514.25,76096.83333333333,5326.916666666667,21298.166666666668,21.25,300.9166666666667,0.0,7.833333333333333,0.0,0.0,1944077.6666666667,1937530.8333333333,37.485266,126.90140100000002
