year,month,line,station,04-05 (on),04-05 (off),05-06 (on),05-06 (off),06-07 (on),06-07 (off),07-08 (on),07-08 (off),08-09 (on),08-09 (off),09-10 (on),09-10 (off),10-11 (on),10-11 (off),11-12 (on),11-12 (off),12-13 (on),12-13 (off),13-14 (on),13-14 (off),14-15 (on),14-15 (off),15-16 (on),15-16 (off),16-17 (on),16-17 (off),17-18 (on),17-18 (off),18-19 (on),18-19 (off),19-20 (on),19-20 (off),20-21 (on),20-21 (off),21-22 (on),21-22 (off),22-23 (on),22-23 (off),23-24 (on),23-24 (off),00-01 (on),00-01 (off),01-02 (on),01-02 (off),02-03 (on),02-03 (off),03-04 (on),03-04 (off),Total(on),Total(off),X(WGS),Y(WGS)
2015,6,1호선,시청,62,1,2256,4601,3575,23260,7361,86602,9164,185043,10933,70493,13759,36646,18859,34760,20103,31126,25683,32106,29893,30410,36890,26952,42231,23190,58104,22175,131172,24228,77868,15427,58239,7986,57599,6317,40326,5090,15534,2981,1157,1024,2,18,0,0,0,0,670436,662723,37.564718,126.977108
2015,6,1호선,시청,62,1,2256,4601,3575,23260,7361,86602,9164,185043,10933,70493,13759,36646,18859,34760,20103,31126,25683,32106,29893,30410,36890,26952,42231,23190,58104,22175,131172,24228,77868,15427,58239,7986,57599,6317,40326,5090,15534,2981,1157,1024,2,18,0,0,0,0,670436,662723,37.564718,126.977108
2015,6,1호선,시청,62,1,2256,4601,3575,23260,7361,86602,9164,185043,10933,70493,13759,36646,18859,34760,20103,31126,25683,32106,29893,30410,36890,26952,42231,23190,58104,22175,131172,24228,77868,15427,58239,7986,57599,6317,40326,5090,15534,2981,1157,1024,2,18,0,0,0,0,670436,662723,37.564718,126.977108
2015,6,1호선,시청,62,1,2256,4601,3575,23260,7361,86602,9164,185043,10933,70493,13759,36646,18859,34760,20103,31126,25683,32106,29893,30410,36890,26952,42231,23190,58104,22175,131172,24228,77868,15427,58239,7986,57599,6317,40326,5090,15534,2981,1157,1024,2,18,0,0,0,0,670436,662723,37.564718,126.977108
2015,6,2호선,시청,53,5,1373,1806,2796,23444,6055,114800,9490,219501,11812,75319,16130,29331,21349,28210,21796,25348,28321,28414,31641,28040,35994,25422,40667,22695,65094,22957,161149,24829,93562,15823,56549,8364,53924,6511,35921,6129,15979,4424,2214,1539,0,77,0,0,0,0,712988,713831,37.564718,126.977108
2015,6,2호선,시청,53,5,1373,1806,2796,23444,6055,114800,9490,219501,11812,75319,16130,29331,21349,28210,21796,25348,28321,28414,31641,28040,35994,25422,40667,22695,65094,22957,161149,24829,93562,15823,56549,8364,53924,6511,35921,6129,15979,4424,2214,1539,0,77,0,0,0,0,712988,713831,37.564718,126.977108
2015,6,2호선,시청,53,5,1373,1806,2796,23444,6055,114800,9490,219501,11812,75319,16130,29331,21349,28210,21796,25348,28321,28414,31641,28040,35994,25422,40667,22695,65094,22957,161149,24829,93562,15823,56549,8364,53924,6511,35921,6129,15979,4424,2214,1539,0,77,0,0,0,0,712988,713831,37.564718,126.977108
2015,6,2호선,시청,53,5,1373,1806,2796,23444,6055,114800,9490,219501,11812,75319,16130,29331,21349,28210,21796,25348,28321,28414,31641,28040,35994,25422,40667,22695,65094,22957,161149,24829,93562,15823,56549,8364,53924,6511,35921,6129,15979,4424,2214,1539,0,77,0,0,0,0,712988,713831,37.564718,126.977108
2015,6,1호선,종각,105,11,4469,5100,5198,32393,9695,130171,14344,279326,17026,140729,22474,68378,32018,60824,39133,55151,52158,60190,57094,52062,64985,44888,70268,45888,98961,54066,219445,75614,133635,57334,103824,22793,123591,13021,109788,8848,53142,5271,4388,1425,1,1,0,0,0,0,1213484,1237652,37.570161,126.982923
2015,6,5호선,종로3가,21,1,1776,454,2301,6298,3720,18062,5407,53059,5770,38610,7654,29077,10390,26518,15313,26009,18528,24903,19741,22801,22068,20304,26251,18515,31650,18408,53380,23001,40311,15780,26695,7717,27572,6095,22594,5220,11271,3234,1575,1204,0,3,0,0,0,0,365273,355982,37.571607,126.99180600000001
2015,6,5호선,종로3가,21,1,1776,454,2301,6298,3720,18062,5407,53059,5770,38610,7654,29077,10390,26518,15313,26009,18528,24903,19741,22801,22068,20304,26251,18515,31650,18408,53380,23001,40311,15780,26695,7717,27572,6095,22594,5220,11271,3234,1575,1204,0,3,0,0,0,0,365273,355982,37.571607,126.99180600000001
2015,6,5호선,종로3가,21,1,1776,454,2301,6298,3720,18062,5407,53059,5770,38610,7654,29077,10390,26518,15313,26009,18528,24903,19741,22801,22068,20304,26251,18515,31650,18408,53380,23001,40311,15780,26695,7717,27572,6095,22594,5220,11271,3234,1575,1204,0,3,0,0,0,0,365273,355982,37.571607,126.99180600000001
2015,6,5호선,종로3가,21,1,1776,454,2301,6298,3720,18062,5407,53059,5770,38610,7654,29077,10390,26518,15313,26009,18528,24903,19741,22801,22068,20304,26251,18515,31650,18408,53380,23001,40311,15780,26695,7717,27572,6095,22594,5220,11271,3234,1575,1204,0,3,0,0,0,0,365273,355982,37.571607,126.99180600000001
2015,6,5호선,종로3가,21,1,1776,454,2301,6298,3720,18062,5407,53059,5770,38610,7654,29077,10390,26518,15313,26009,18528,24903,19741,22801,22068,20304,26251,18515,31650,18408,53380,23001,40311,15780,26695,7717,27572,6095,22594,5220,11271,3234,1575,1204,0,3,0,0,0,0,365273,355982,37.571607,126.99180600000001
2015,6,5호선,종로3가,21,1,1776,454,2301,6298,3720,18062,5407,53059,5770,38610,7654,29077,10390,26518,15313,26009,18528,24903,19741,22801,22068,20304,26251,18515,31650,18408,53380,23001,40311,15780,26695,7717,27572,6095,22594,5220,11271,3234,1575,1204,0,3,0,0,0,0,365273,355982,37.571607,126.99180600000001
2015,6,5호선,종로3가,21,1,1776,454,2301,6298,3720,18062,5407,53059,5770,38610,7654,29077,10390,26518,15313,26009,18528,24903,19741,22801,22068,20304,26251,18515,31650,18408,53380,23001,40311,15780,26695,7717,27572,6095,22594,5220,11271,3234,1575,1204,0,3,0,0,0,0,365273,355982,37.571607,126.99180600000001
