year,month,line,station,04-05 (on),04-05 (off),05-06 (on),05-06 (off),06-07 (on),06-07 (off),07-08 (on),07-08 (off),08-09 (on),08-09 (off),09-10 (on),09-10 (off),10-11 (on),10-11 (off),11-12 (on),11-12 (off),12-13 (on),12-13 (off),13-14 (on),13-14 (off),14-15 (on),14-15 (off),15-16 (on),15-16 (off),16-17 (on),16-17 (off),17-18 (on),17-18 (off),18-19 (on),18-19 (off),19-20 (on),19-20 (off),20-21 (on),20-21 (off),21-22 (on),21-22 (off),22-23 (on),22-23 (off),23-24 (on),23-24 (off),00-01 (on),00-01 (off),01-02 (on),01-02 (off),02-03 (on),02-03 (off),03-04 (on),03-04 (off),total(on),total(off),X(WGS),Y(WGS)
2015,9,1호선,시청,77,1,2263,4436,3549,23369,7643,80646,9807,176642,12282,74118,15704,41825,22557,41427,24646,38738,31143,39770,36854,35877,44941,31198,51679,27280,66284,26877,132521,29301,76320,17991,59081,8694,59101,7218,40691,5688,15192,3480,1191,1201,1,27,0,1,0,0,715805,715465,37.564718,126.977108
2015,9,1호선,시청,77,1,2263,4436,3549,23369,7643,80646,9807,176642,12282,74118,15704,41825,22557,41427,24646,38738,31143,39770,36854,35877,44941,31198,51679,27280,66284,26877,132521,29301,76320,17991,59081,8694,59101,7218,40691,5688,15192,3480,1191,1201,1,27,0,1,0,0,715805,715465,37.564718,126.977108
2015,9,1호선,시청,77,1,2263,4436,3549,23369,7643,80646,9807,176642,12282,74118,15704,41825,22557,41427,24646,38738,31143,39770,36854,35877,44941,31198,51679,27280,66284,26877,132521,29301,76320,17991,59081,8694,59101,7218,40691,5688,15192,3480,1191,1201,1,27,0,1,0,0,715805,715465,37.564718,126.977108
2015,9,1호선,시청,77,1,2263,4436,3549,23369,7643,80646,9807,176642,12282,74118,15704,41825,22557,41427,24646,38738,31143,39770,36854,35877,44941,31198,51679,27280,66284,26877,132521,29301,76320,17991,59081,8694,59101,7218,40691,5688,15192,3480,1191,1201,1,27,0,1,0,0,715805,715465,37.564718,126.977108
2015,9,2호선,시청,46,1,1261,1632,2813,21968,5592,104374,9886,204102,11989,77175,16699,31997,23060,30486,24264,28342,30239,31862,34189,29094,41104,26442,47527,24582,73760,24967,157893,27751,86128,17322,54004,8620,52654,7329,34950,6816,14987,4672,2255,1702,6,83,0,1,0,0,711320,727275,37.564718,126.977108
2015,9,2호선,시청,46,1,1261,1632,2813,21968,5592,104374,9886,204102,11989,77175,16699,31997,23060,30486,24264,28342,30239,31862,34189,29094,41104,26442,47527,24582,73760,24967,157893,27751,86128,17322,54004,8620,52654,7329,34950,6816,14987,4672,2255,1702,6,83,0,1,0,0,711320,727275,37.564718,126.977108
2015,9,2호선,시청,46,1,1261,1632,2813,21968,5592,104374,9886,204102,11989,77175,16699,31997,23060,30486,24264,28342,30239,31862,34189,29094,41104,26442,47527,24582,73760,24967,157893,27751,86128,17322,54004,8620,52654,7329,34950,6816,14987,4672,2255,1702,6,83,0,1,0,0,711320,727275,37.564718,126.977108
2015,9,2호선,시청,46,1,1261,1632,2813,21968,5592,104374,9886,204102,11989,77175,16699,31997,23060,30486,24264,28342,30239,31862,34189,29094,41104,26442,47527,24582,73760,24967,157893,27751,86128,17322,54004,8620,52654,7329,34950,6816,14987,4672,2255,1702,6,83,0,1,0,0,711320,727275,37.564718,126.977108
2015,9,1호선,종각,96,4,4211,4531,5128,30360,9747,113619,15019,244785,18290,137679,24716,71821,34865,66493,43061,63244,56455,66488,64827,58994,74734,51439,84409,51732,113273,61705,209958,84852,129160,63035,104207,24445,124006,14121,109001,9435,50649,5538,4278,1579,19,31,0,0,0,0,1225930,1282028,37.570161,126.982923
2015,9,3호선,종로3가,21,0,805,792,1205,4064,1819,12628,2775,43512,4196,40935,6621,28947,8417,22540,10127,23916,11797,28029,14196,25827,17667,20293,22521,16891,27520,15809,38105,16172,33264,10670,16891,5392,14662,4338,10527,3684,4877,2407,728,876,7,24,0,0,0,0,327746,250742,37.571607,126.99180600000001
2015,9,3호선,종로3가,21,0,805,792,1205,4064,1819,12628,2775,43512,4196,40935,6621,28947,8417,22540,10127,23916,11797,28029,14196,25827,17667,20293,22521,16891,27520,15809,38105,16172,33264,10670,16891,5392,14662,4338,10527,3684,4877,2407,728,876,7,24,0,0,0,0,327746,250742,37.571607,126.99180600000001
2015,9,3호선,종로3가,21,0,805,792,1205,4064,1819,12628,2775,43512,4196,40935,6621,28947,8417,22540,10127,23916,11797,28029,14196,25827,17667,20293,22521,16891,27520,15809,38105,16172,33264,10670,16891,5392,14662,4338,10527,3684,4877,2407,728,876,7,24,0,0,0,0,327746,250742,37.571607,126.99180600000001
2015,9,3호선,종로3가,21,0,805,792,1205,4064,1819,12628,2775,43512,4196,40935,6621,28947,8417,22540,10127,23916,11797,28029,14196,25827,17667,20293,22521,16891,27520,15809,38105,16172,33264,10670,16891,5392,14662,4338,10527,3684,4877,2407,728,876,7,24,0,0,0,0,327746,250742,37.571607,126.99180600000001
2015,9,3호선,종로3가,21,0,805,792,1205,4064,1819,12628,2775,43512,4196,40935,6621,28947,8417,22540,10127,23916,11797,28029,14196,25827,17667,20293,22521,16891,27520,15809,38105,16172,33264,10670,16891,5392,14662,4338,10527,3684,4877,2407,728,876,7,24,0,0,0,0,327746,250742,37.571607,126.99180600000001
2015,9,3호선,종로3가,21,0,805,792,1205,4064,1819,12628,2775,43512,4196,40935,6621,28947,8417,22540,10127,23916,11797,28029,14196,25827,17667,20293,22521,16891,27520,15809,38105,16172,33264,10670,16891,5392,14662,4338,10527,3684,4877,2407,728,876,7,24,0,0,0,0,327746,250742,37.571607,126.99180600000001
2015,9,3호선,종로3가,21,0,805,792,1205,4064,1819,12628,2775,43512,4196,40935,6621,28947,8417,22540,10127,23916,11797,28029,14196,25827,17667,20293,22521,16891,27520,15809,38105,16172,33264,10670,16891,5392,14662,4338,10527,3684,4877,2407,728,876,7,24,0,0,0,0,327746,250742,37.571607,126.99180600000001
2015,9,3호선,종로3가,21,0,805,792,1205,4064,1819,12628,2775,43512,4196,40935,6621,28947,8417,22540,10127,23916,11797,28029,14196,25827,17667,20293,22521,16891,27520,15809,38105,16172,33264,10670,16891,5392,14662,4338,10527,3684,4877,2407,728,876,7,24,0,0,0,0,327746,250742,37.571607,126.99180600000001
2015,9,3호선,종로3가,21,0,805,792,1205,4064,1819,12628,2775,43512,4196,40935,6621,28947,8417,22540,10127,23916,11797,28029,14196,25827,17667,20293,22521,16891,27520,15809,38105,16172,33264,10670,16891,5392,14662,4338,10527,3684,4877,2407,728,876,7,24,0,0,0,0,327746,250742,37.571607,126.99180600000001
2015,9,5호선,종로3가,15,0,1693,365,2205,5874,3694,16949,6053,46045,6342,37144,8570,30235,11799,28709,17442,28950,20390,28753,23301,26663,25279,23074,31161,21602,36434,21415,51851,24770,39169,16600,27621,8170,27512,6787,22666,5808,11228,3750,1578,1373,48,42,1,1,0,0,383079,378052,37.571607,126.99180600000001
2015,9,5호선,종로3가,15,0,1693,365,2205,5874,3694,16949,6053,46045,6342,37144,8570,30235,11799,28709,17442,28950,20390,28753,23301,26663,25279,23074,31161,21602,36434,21415,51851,24770,39169,16600,27621,8170,27512,6787,22666,5808,11228,3750,1578,1373,48,42,1,1,0,0,383079,378052,37.571607,126.99180600000001
2015,9,5호선,종로3가,15,0,1693,365,2205,5874,3694,16949,6053,46045,6342,37144,8570,30235,11799,28709,17442,28950,20390,28753,23301,26663,25279,23074,31161,21602,36434,21415,51851,24770,39169,16600,27621,8170,27512,6787,22666,5808,11228,3750,1578,1373,48,42,1,1,0,0,383079,378052,37.571607,126.99180600000001
2015,9,5호선,종로3가,15,0,1693,365,2205,5874,3694,16949,6053,46045,6342,37144,8570,30235,11799,28709,17442,28950,20390,28753,23301,26663,25279,23074,31161,21602,36434,21415,51851,24770,39169,16600,27621,8170,27512,6787,22666,5808,11228,3750,1578,1373,48,42,1,1,0,0,383079,378052,37.571607,126.99180600000001
2015,9,5호선,종로3가,15,0,1693,365,2205,5874,3694,16949,6053,46045,6342,37144,8570,30235,11799,28709,17442,28950,20390,28753,23301,26663,25279,23074,31161,21602,36434,21415,51851,24770,39169,16600,27621,8170,27512,6787,22666,5808,11228,3750,1578,1373,48,42,1,1,0,0,383079,378052,37.571607,126.99180600000001
2015,9,5호선,종로3가,15,0,1693,365,2205,5874,3694,16949,6053,46045,6342,37144,8570,30235,11799,28709,17442,28950,20390,28753,23301,26663,25279,23074,31161,21602,36434,21415,51851,24770,39169,16600,27621,8170,27512,6787,22666,5808,11228,3750,1578,1373,48,42,1,1,0,0,383079,378052,37.571607,126.99180600000001
2015,9,5호선,종로3가,15,0,1693,365,2205,5874,3694,16949,6053,46045,6342,37144,8570,30235,11799,28709,17442,28950,20390,28753,23301,26663,25279,23074,31161,21602,36434,21415,51851,24770,39169,16600,27621,8170,27512,6787,22666,5808,11228,3750,1578,1373,48,42,1,1,0,0,383079,378052,37.571607,126.99180600000001
2015,9,5호선,종로3가,15,0,1693,365,2205,5874,3694,16949,6053,46045,6342,37144,8570,30235,11799,28709,17442,28950,20390,28753,23301,26663,25279,23074,31161,21602,36434,21415,51851,24770,39169,16600,27621,8170,27512,6787,22666,5808,11228,3750,1578,1373,48,42,1,1,0,0,383079,378052,37.571607,126.99180600000001
2015,9,5호선,종로3가,15,0,1693,365,2205,5874,3694,16949,6053,46045,6342,37144,8570,30235,11799,28709,17442,28950,20390,28753,23301,26663,25279,23074,31161,21602,36434,21415,51851,24770,39169,16600,27621,8170,27512,6787,22666,5808,11228,3750,1578,1373,48,42,1,1,0,0,383079,378052,37.571607,126.99180600000001
2015,9,1호선,종로3가,108,7,5481,2384,5049,14397,8562,33291,14082,91124,17570,97895,27309,78978,41424,79767,52237,81515,65660,83297,73811,75874,82910,63526,91882,56469,98633,55901,122507,65664,99533,46879,70656,17458,77124,12174,67421,8926,29061,6409,2987,2964,41,86,0,0,0,0,974985,1055955,37.571607,126.99180600000001
2015,9,1호선,종로3가,108,7,5481,2384,5049,14397,8562,33291,14082,91124,17570,97895,27309,78978,41424,79767,52237,81515,65660,83297,73811,75874,82910,63526,91882,56469,98633,55901,122507,65664,99533,46879,70656,17458,77124,12174,67421,8926,29061,6409,2987,2964,41,86,0,0,0,0,974985,1055955,37.571607,126.99180600000001
2015,9,1호선,종로3가,108,7,5481,2384,5049,14397,8562,33291,14082,91124,17570,97895,27309,78978,41424,79767,52237,81515,65660,83297,73811,75874,82910,63526,91882,56469,98633,55901,122507,65664,99533,46879,70656,17458,77124,12174,67421,8926,29061,6409,2987,2964,41,86,0,0,0,0,974985,1055955,37.571607,126.99180600000001
2015,9,1호선,종로3가,108,7,5481,2384,5049,14397,8562,33291,14082,91124,17570,97895,27309,78978,41424,79767,52237,81515,65660,83297,73811,75874,82910,63526,91882,56469,98633,55901,122507,65664,99533,46879,70656,17458,77124,12174,67421,8926,29061,6409,2987,2964,41,86,0,0,0,0,974985,1055955,37.571607,126.99180600000001
2015,9,1호선,종로3가,108,7,5481,2384,5049,14397,8562,33291,14082,91124,17570,97895,27309,78978,41424,79767,52237,81515,65660,83297,73811,75874,82910,63526,91882,56469,98633,55901,122507,65664,99533,46879,70656,17458,77124,12174,67421,8926,29061,6409,2987,2964,41,86,0,0,0,0,974985,1055955,37.571607,126.99180600000001
2015,9,1호선,종로3가,108,7,5481,2384,5049,14397,8562,33291,14082,91124,17570,97895,27309,78978,41424,79767,52237,81515,65660,83297,73811,75874,82910,63526,91882,56469,98633,55901,122507,65664,99533,46879,70656,17458,77124,12174,67421,8926,29061,6409,2987,2964,41,86,0,0,0,0,974985,1055955,37.571607,126.99180600000001
2015,9,1호선,종로3가,108,7,5481,2384,5049,14397,8562,33291,14082,91124,17570,97895,27309,78978,41424,79767,52237,81515,65660,83297,73811,75874,82910,63526,91882,56469,98633,55901,122507,65664,99533,46879,70656,17458,77124,12174,67421,8926,29061,6409,2987,2964,41,86,0,0,0,0,974985,1055955,37.571607,126.99180600000001
2015,9,1호선,종로3가,108,7,5481,2384,5049,14397,8562,33291,14082,91124,17570,97895,27309,78978,41424,79767,52237,81515,65660,83297,73811,75874,82910,63526,91882,56469,98633,55901,122507,65664,99533,46879,70656,17458,77124,12174,67421,8926,29061,6409,2987,2964,41,86,0,0,0,0,974985,1055955,37.571607,126.99180600000001
2015,9,1호선,종로3가,108,7,5481,2384,5049,14397,8562,33291,14082,91124,17570,97895,27309,78978,41424,79767,52237,81515,65660,83297,73811,75874,82910,63526,91882,56469,98633,55901,122507,65664,99533,46879,70656,17458,77124,12174,67421,8926,29061,6409,2987,2964,41,86,0,0,0,0,974985,1055955,37.571607,126.99180600000001
2015,9,1호선,종로5가,46,2,2340,3284,3486,13624,6048,50200,10039,124088,14329,82727,21714,58741,32777,59513,41418,58135,51064,52909,58778,53499,64173,47775,64642,42140,77148,39208,115419,38764,77763,26423,47858,11196,40781,7983,30125,6117,11220,3939,826,1273,1,17,0,0,0,0,781557,773964,37.570926,127.00184899999999
2015,9,2호선,신설동,11,0,787,217,1516,1403,3010,6230,4618,14201,3478,9471,4128,7942,5585,7595,6530,7173,7627,7530,8190,6984,8864,6612,9262,5399,10976,5880,14262,5190,7447,4029,3690,2476,2907,2198,2824,2234,955,1613,102,526,3,124,0,2,0,0,105029,108776,37.575297,127.02508700000001
2015,9,2호선,신설동,11,0,787,217,1516,1403,3010,6230,4618,14201,3478,9471,4128,7942,5585,7595,6530,7173,7627,7530,8190,6984,8864,6612,9262,5399,10976,5880,14262,5190,7447,4029,3690,2476,2907,2198,2824,2234,955,1613,102,526,3,124,0,2,0,0,105029,108776,37.575297,127.02508700000001
2015,9,2호선,신설동,11,0,787,217,1516,1403,3010,6230,4618,14201,3478,9471,4128,7942,5585,7595,6530,7173,7627,7530,8190,6984,8864,6612,9262,5399,10976,5880,14262,5190,7447,4029,3690,2476,2907,2198,2824,2234,955,1613,102,526,3,124,0,2,0,0,105029,108776,37.575297,127.02508700000001
2015,9,2호선,신설동,11,0,787,217,1516,1403,3010,6230,4618,14201,3478,9471,4128,7942,5585,7595,6530,7173,7627,7530,8190,6984,8864,6612,9262,5399,10976,5880,14262,5190,7447,4029,3690,2476,2907,2198,2824,2234,955,1613,102,526,3,124,0,2,0,0,105029,108776,37.575297,127.02508700000001
2015,9,2호선,신설동,11,0,787,217,1516,1403,3010,6230,4618,14201,3478,9471,4128,7942,5585,7595,6530,7173,7627,7530,8190,6984,8864,6612,9262,5399,10976,5880,14262,5190,7447,4029,3690,2476,2907,2198,2824,2234,955,1613,102,526,3,124,0,2,0,0,105029,108776,37.575297,127.02508700000001
2015,9,2호선,신설동,11,0,787,217,1516,1403,3010,6230,4618,14201,3478,9471,4128,7942,5585,7595,6530,7173,7627,7530,8190,6984,8864,6612,9262,5399,10976,5880,14262,5190,7447,4029,3690,2476,2907,2198,2824,2234,955,1613,102,526,3,124,0,2,0,0,105029,108776,37.575297,127.02508700000001
2015,9,2호선,신설동,11,0,787,217,1516,1403,3010,6230,4618,14201,3478,9471,4128,7942,5585,7595,6530,7173,7627,7530,8190,6984,8864,6612,9262,5399,10976,5880,14262,5190,7447,4029,3690,2476,2907,2198,2824,2234,955,1613,102,526,3,124,0,2,0,0,105029,108776,37.575297,127.02508700000001
