stopNo,x,y
08304,127.029458235,37.5858303361
08305,127.016715,37.591444
08306,127.0167018454,37.5919710492
08307,127.01817,37.589376
08308,127.0175710536,37.5899335613
08309,127.0195479788,37.5891673248
08310,127.0191459598,37.589049348
08311,127.0222304909,37.5889812257
08312,127.022276944,37.5890695237
08313,127.0229774528,37.5876943273
08314,127.0231483316,37.5873563855
08315,127.0233961765,37.5869202094
08316,127.0235207338,37.586923789
08318,127.0122536117,37.5910822203
08320,127.004254241,37.6082493969
08321,127.004703,37.608522
08322,127.0050597014,37.6103867411
08323,127.005238,37.610417
08324,127.0070840346,37.6127700085
08325,127.0072777201,37.6126699762
08326,127.019202,37.585933
08327,127.0293808251,37.6078214049
08328,127.008999909,37.6164526131
08329,127.029292,37.608328
08330,127.013386,37.601461
08332,127.0654245016,37.6137162476
08333,127.0653598395,37.613606351
08334,127.0421137145,37.5972243698
08335,127.0663167033,37.6107223439
08336,127.024315,37.60221
08338,127.0089068708,37.6151911012
08339,127.0657671238,37.6143251907
08340,127.0672119645,37.6149830698
08341,127.0651640027,37.611154606
08342,127.065628,37.611267
08344,127.000797,37.617689
08347,126.9997745738,37.6176703216
08348,127.007432,37.617339
08349,127.0065602305,37.6201174851
08350,127.006424,37.618938
08353,127.0478487259,37.6062348572
08355,127.0055357424,37.5993330895
08356,127.0065063028,37.5992582498
08357,127.0075017438,37.5988572067
08358,127.0073998099,37.5987761153
08359,127.0056794425,37.5976300271
08360,127.0092741974,37.5994698203
08361,127.0094554943,37.6002114009
08363,127.0121089813,37.6014914182
08364,127.0122269985,37.6014510424
08365,127.0142549313,37.5990277909
08366,127.0137864938,37.6013175096
08367,127.0063633771,37.5965730161
08368,127.006386249,37.5991744552
08369,127.0036633229,37.599483255
08370,127.0056342632,37.5992258555
08371,127.013145,37.612945
08372,127.011423,37.61546
08373,127.011687,37.615626
08380,127.015877,37.60757
08381,127.0157040433,37.6074068143
08382,127.013476,37.611633
08390,127.0044096525,37.6122826515
08391,127.0040415091,37.6120682063
08392,127.0000838196,37.6112753201
08393,127.0000339808,37.6110094999
08394,126.9991946966,37.6097773522
08395,126.9995106864,37.6094614333
08396,127.0411797776,37.599937874
08400,127.0181336142,37.6029875372
08401,127.0328337687,37.609277551
08402,127.0345110882,37.6064773977
08403,127.0360244691,37.6045305985
08404,127.056327,37.610303
08405,127.0049812637,37.5891634318
08406,127.0390305016,37.6137313245
08408,127.0079858233,37.612293899
08409,127.008329146,37.6120835499
08448,127.0111939108,37.6000959096
08449,127.0272458091,37.5985623481
08450,127.0484023045,37.6232885677
08451,127.0437263808,37.6165854246
08452,127.0405010899,37.6119090424
08453,127.0164202375,37.6142243316
08454,127.0101775182,37.6129436918
08455,126.9979440805,37.6139199881
08456,127.0110779295,37.6046085645
08457,127.0164516544,37.5922918719
08458,127.0136124802,37.5848555447
08459,127.0112286496,37.5825625217
08460,127.0085997586,37.5943426813
08462,127.0105670837,37.5802666048
08463,127.0109908191,37.5975863998
08464,127.0348752977,37.5932844701
08465,127.0359004829,37.5939933193
08466,127.027767923,37.598640621
08467,127.0422464541,37.6156695604
08468,127.0404315108,37.6110151894
08469,127.0167960192,37.6129402321
08470,127.0091703259,37.6113037986
08471,127.0109779802,37.6026973686
08473,127.0133577822,37.5852412402
08474,127.0111699073,37.5834681227
08475,127.0092873052,37.5955879331
08477,127.0127098361,37.596978894
08478,127.0344613329,37.5943749086
08479,127.0356653798,37.5925498469
08480,127.0292269396,37.5995314443
08482,127.041354229,37.6143344683
08483,127.0474093545,37.6081543482
08484,127.0394708753,37.6086618783
08485,127.0176158808,37.6119651381
08487,126.9997043527,37.6146057316
08488,127.0094842148,37.6034192688
08489,127.0197375056,37.590765825
08490,127.0109450153,37.5864120039
08491,127.0110840203,37.5845881855
08492,127.0141174417,37.5966164967
08493,127.0343689551,37.5954238021
08494,127.0330195331,37.5913557733
08495,127.0293309418,37.5990484356
08497,127.0432920552,37.6138183526
08498,127.0476777016,37.6097861067
08499,127.0403853901,37.6074171689
08500,127.0181310205,37.6109657561
08502,127.001466925,37.6154094907
08503,127.008736811,37.6042591394
08504,127.02006663,37.5892753684
08505,127.0162095823,37.5935074738
08506,127.0334881714,37.5960223777
08507,127.030584842,37.5912582105
08508,127.0297868295,37.5977570629
08510,127.0455235372,37.6138039967
08511,127.0482277397,37.610855472
08512,127.0410729085,37.6074286458
08513,127.019928561,37.6108023697
08514,127.0201863337,37.6090235824
08516,127.0036146965,37.6165925691
08517,127.0082440902,37.6038644988
08519,127.0088742018,37.5881107312
08521,127.0326607185,37.5968921594
08522,127.0278066095,37.5930412509
08523,127.0310202081,37.5979829182
08526,127.0489730694,37.6126113808
08527,127.0408425427,37.6066240557
08528,127.0216763929,37.6111129362
08529,127.0217123832,37.6063362724
08532,127.0078193261,37.6034392147
08534,127.0067691679,37.5880973543
08535,127.0091097341,37.5881449546
08536,127.0383227067,37.6137524896
08537,127.0143711251,37.5966624215
08538,127.0330031027,37.59774179
08539,127.0264561677,37.594558093
08540,127.0319702953,37.5978024471
08541,127.0510945469,37.617804507
08542,127.0500348524,37.6133087107
08543,127.0402905965,37.605962848
08544,127.0226562581,37.6113884844
08545,127.0222749362,37.6051269094
08546,127.0243523151,37.6022105821
08548,127.0082621961,37.6037248291
08550,127.0089721171,37.5925548942
08551,127.0430066211,37.6177787253
08552,127.0126588906,37.5970744148
08553,127.0318038598,37.5978989085
08554,127.0248944002,37.5941781735
08555,127.0327766528,37.5978526869
08557,127.0529124982,37.6139775278
08558,127.0392307477,37.6043412492
08559,127.0238853806,37.6118369827
08560,127.024472987,37.6041046418
08562,127.0053135319,37.6119203778
08563,127.0087719123,37.6041816433
08564,127.025042317,37.586127814
08566,127.0051556693,37.5894788054
08567,127.0082620546,37.5922035215
08568,127.0451511821,37.6199450324
08569,127.0110067037,37.5977882419
08570,127.0297528957,37.5978597954
08571,127.0235199391,37.5951930807
08572,127.0342980595,37.5988695825
08574,127.0541544376,37.6146086251
08575,127.0376201027,37.6041462378
08576,127.0255414558,37.6120078422
08580,127.0091705015,37.6035085012
08581,127.0271631411,37.5861138287
08584,127.0220507277,37.5976127854
08585,127.0328514477,37.5979671042
08586,127.0569015699,37.6163806677
08587,127.0553083192,37.6156127998
08588,127.0454308643,37.6061632167
08589,127.0274932778,37.612454342
08590,127.0227410113,37.6032940101
08591,127.0437305066,37.6050107137
08592,127.0058966843,37.6094883196
08593,127.0108058347,37.6027307247
08594,127.0297799559,37.5861924934
08596,127.0051635639,37.5890165464
08597,127.0477971194,37.6229337873
08598,127.0203012928,37.5985817686
08599,127.0319114484,37.5979024838
08600,127.0581116015,37.6152176785
08601,127.050517872,37.6174666984
08602,127.0563241001,37.6167062363
08657,127.0298458519,37.6122627404
08662,127.0226202832,37.6048051558
08714,127.0072943908,37.6093936275
08715,127.048192117,37.6135767647
08716,127.032286944,37.5862774378
08718,127.0067963836,37.5885307766
08721,127.0068903011,37.5877945813
08722,127.0288153961,37.6013301158
08727,127.0179956906,37.5993246388
08728,127.0309919428,37.5980964627
08729,127.0355075064,37.6106284056
08731,127.0222829921,37.605554924
08733,127.007874243,37.6086862377
08734,126.9958836268,37.5934247138
08744,127.0092820358,37.5896344415
08745,127.0086669439,37.5877791457
08748,127.0297680319,37.6017407751
08749,127.0170331603,37.599802358
08750,127.0293255215,37.6083206204
08751,127.0218415618,37.6065398941
08757,127.0093640245,37.6113614529
08758,127.0098053714,37.6082706923
08759,126.9948588415,37.5925307938
08760,127.0100292895,37.5888116861
08765,127.0101254524,37.5881655969
08766,127.0304477445,37.6021839366
08767,127.0152065619,37.6006018719
08768,127.0619957539,37.613764955
08769,127.0278026247,37.6066792098
08770,127.020692544,37.6086973016
08771,126.9925917473,37.5925495961
08772,127.010448131,37.5878763191
08773,127.0116236224,37.5886421351
08775,127.0309496021,37.6025063952
08780,127.0588113942,37.6148983478
08781,127.0649529415,37.6146248019
08783,127.024158,37.60424
08786,127.0197436999,37.609922941
08787,127.0482091911,37.6137056129
08788,126.9927207864,37.5931263008
08789,127.0109053037,37.5858614419
08790,127.0147162769,37.5896248782
08791,127.0303644793,37.6035229732
08795,127.0141314532,37.5988466872
08796,127.0276682695,37.5986595673
08797,127.0573852011,37.6162975337
08798,127.0183054636,37.6109999704
08800,127.0130512405,37.6129632328
08801,126.9909757805,37.5926486034
08807,127.0109979664,37.5845908968
08808,127.0272103996,37.6039526599
08809,126.9972123529,37.5959526063
08810,126.9968838263,37.596027983
08814,127.0149974252,37.5968650884
08815,127.0329450077,37.5995439814
08819,127.0176895841,37.61229132
08821,126.9990668657,37.5945628564
08822,126.9990193044,37.5944574287
08823,126.9922226001,37.5923603438
08824,126.9978154943,37.5952521724
08825,126.9977271656,37.5951593586
08826,126.9966104959,37.5967146098
08827,126.9964972539,37.5965911574
08828,127.0110533004,37.5835870776
08829,127.0123873098,37.5915399594
08830,127.0256430693,37.6044477074
08831,126.9949423033,37.5975084085
08832,127.0510640189,37.6179481574
08833,126.9949241912,37.5973948706
08834,127.0561269978,37.6167081324
08835,127.0168877975,37.6130627667
08836,126.9947886382,37.5924406819
08837,126.9938901546,37.5983184366
08838,127.0102797636,37.5904336247
08839,126.9936715857,37.5982724696
08840,127.0113900969,37.6017926382
08841,127.0332401701,37.6011334167
08842,127.0112632525,37.6018034634
08843,127.0114966535,37.6024197844
08844,127.0113766099,37.6024729602
08845,127.0106755504,37.6024586083
08846,127.0096787759,37.6015476952
08847,127.0104874457,37.601753074
08848,127.0112969776,37.6001400531
08849,127.0114210812,37.5989723777
08850,127.0112279622,37.5989766279
08854,127.0276800879,37.6061043455
08855,126.992278147,37.5997911402
08856,126.9902565437,37.6007092867
08858,126.9920635703,37.5997231372
08866,127.0450989969,37.6198207027
08868,127.0552994399,37.6158597012
08872,126.9959968718,37.5933823665
08873,127.0074486831,37.5891741149
08874,127.0291417258,37.6075367209
08876,127.0544842868,37.6149094357
08881,127.0311141214,37.6059394924
08882,127.0163681685,37.5937183065
08883,127.0458394179,37.6189838031
08884,127.0529204963,37.6140748414
08885,127.0365465594,37.6067714402
08886,127.0270499904,37.5863373249
08888,127.0082088116,37.5920233074
08889,127.031525069,37.6027999972
08890,127.0154944915,37.5964207879
08892,127.0505764271,37.6134406042
08893,127.0378090878,37.6038353025
08894,127.0097442213,37.608370718
08895,127.0459402566,37.6205394615
08896,127.0469648604,37.6191542749
08897,127.0302914603,37.602206504
08898,127.0143670046,37.5987916924
08899,127.0459891532,37.6139038366
08900,127.0393382553,37.6041727102
08901,127.0080441437,37.608704248
08904,127.0298303694,37.6018588018
08905,127.0137942625,37.6004560693
08908,127.0487837637,37.6123942977
08909,127.0427144806,37.6041273834
08910,127.0074065362,37.6095053552
08911,127.0229254672,37.5880268394
08912,127.0284325466,37.6012022543
08913,127.0147909048,37.6005190247
08914,127.0414527557,37.614294786
08915,127.0481667022,37.6110537358
08916,127.0438728583,37.6048993942
08917,127.0058854907,37.6111778561
08919,127.0107232511,37.5954940982
08920,127.0291748905,37.5996513018
08921,127.0164193819,37.6000277168
08922,127.0423211874,37.6156181717
08923,127.0476291248,37.6099870685
08924,127.0461343399,37.6068870252
08925,127.0055480005,37.6118951367
08926,127.0202580181,37.5893438185
08927,127.0145993366,37.5822593867
08928,127.0176785796,37.5992976541
08930,127.0472756242,37.6080318541
08931,127.0471292345,37.6075912815
08932,127.0461819889,37.6054342453
08934,127.0134834289,37.5913019518
08935,127.0127354927,37.5813963581
08936,127.02029673,37.5984610236
08937,127.0478038236,37.6068638336
08938,127.0461798986,37.6091289096
08939,127.0034685688,37.616608793
08940,127.0424162658,37.60437753
08941,127.0175977286,37.5878015805
08942,127.0089861462,37.5962151136
08943,127.0103598878,37.5802801396
08944,127.0316611406,37.5978403761
08945,127.022078987,37.5974334637
08946,127.0487721586,37.606765219
08947,127.0454756183,37.6113791943
08948,127.0013581804,37.6154320192
08949,127.0149048675,37.5870414318
08950,127.009196701,37.5955284683
08951,127.0328694828,37.5977742664
08952,127.0230545241,37.595269765
08953,127.0448959944,37.6119083534
08954,126.9997383348,37.6146859282
08955,127.0412387761,37.6058734878
08956,127.0138720583,37.5863747515
08957,127.0085261637,37.5944634325
08958,127.0325169289,37.596973297
08959,127.0250868706,37.5940465738
08960,127.0439311044,37.612208778
08961,127.0130747196,37.5853169634
08962,127.0084060347,37.5936632746
08963,127.0388917216,37.6052005472
08964,127.0333330207,37.596016114
08965,127.0261062172,37.5944860839
08966,127.043044981,37.6116143881
08967,127.036034544,37.5948925645
08969,127.0342670319,37.5954193263
08970,127.0278065619,37.5929132964
08971,127.0414141194,37.6120303721
08972,127.0343480838,37.5943641285
08973,127.029975612,37.5912538614
08975,127.0347676921,37.5932304366
08976,127.0331735065,37.5912827419
08977,127.0356891028,37.5924290939
08979,127.0105659012,37.5879222642
08980,127.0456216446,37.6208195823
08981,127.0294147509,37.5990565246
08982,127.0293639897,37.5995701571
08983,127.0613211365,37.6129858688
08984,127.0090683722,37.5925539857
08985,127.0094569142,37.5935334384
08986,127.010411688,37.5945110389
08987,127.0106667452,37.5963140934
08988,127.0096905631,37.5963754516
08989,127.0096939479,37.5962781338
08990,127.0105784107,37.5963014861
08991,127.0103765912,37.5945759203
08992,127.0094354095,37.5936244501
08993,127.0357662987,37.6117546845
08997,127.0142590636,37.5910090068
08998,127.0056289687,37.5890777992
09001,127.0290427051,37.6412417798
09002,127.0286651472,37.640674191
09003,127.0241165419,37.6366590882
09004,127.0252317763,37.6374887513
09005,127.0241719892,37.6312262117
09006,127.0245722894,37.6305307337
09007,127.0266493048,37.6248696784
09008,127.0271350445,37.6241099542
09009,127.028719403,37.6197140913
09010,127.0292480892,37.6188372063
09011,127.0299325391,37.6137621245
09012,127.0302131064,37.6128943078
09013,127.0261000734,37.6384770489
09102,127.012688,37.66275
09103,127.0133837718,37.6607682874
09104,127.013357,37.662045
09105,127.0137598307,37.659690941
09106,127.012832,37.654607
09107,127.0126091716,37.6513809333
09108,127.0137114618,37.6491109904
09109,127.014019,37.649113
09110,127.013448,37.648147
09111,127.0136727234,37.6479810406
09112,127.010438,37.64653
09113,127.0106931578,37.6463224596
09114,127.0106566466,37.644587883
09115,127.0109421731,37.644309423
09116,127.010828591,37.6425036675
09117,127.0110529305,37.6423108154
09118,127.0117234252,37.6401391452
09119,127.0121608062,37.6400805307
09120,127.0155272484,37.6450333774
09121,127.0159997041,37.6445998945
09122,127.0165777635,37.6418977929
09123,127.0168113608,37.6416805827
09124,127.01746,37.646853
09125,127.0170948735,37.6467578286
09126,127.019428906,37.6450886664
09127,127.020202,37.644893
09128,127.0218795295,37.6433419431
09129,127.0218558263,37.6436618312
09130,127.0136267756,37.6383971504
09131,127.0138284749,37.6384286647
09132,127.0129353925,37.6373231389
09133,127.0130723558,37.6365184578
09134,127.0171140536,37.6365089299
09135,127.017357,37.63681
09136,127.0137109313,37.6338944344
09137,127.0139522376,37.6337259037
09138,127.015551,37.63408
09139,127.0149108072,37.6338204001
09140,127.0168584626,37.6342289715
09141,127.0168721385,37.6339931438
09142,127.0189955726,37.6344334502
09143,127.0189887124,37.6341901591
09144,127.0225953553,37.6347139534
09145,127.0212163361,37.6343871166
09146,127.02602,37.640412
09147,127.0263693203,37.6404566648
09148,127.0286868166,37.6351433469
09149,127.0293042635,37.6349629787
09150,127.0320158492,37.6353812772
09151,127.0322808941,37.6351685497
09152,127.0353145764,37.6361813979
09153,127.0354017155,37.6359542991
09154,127.0359187296,37.6342925477
09155,127.0352743398,37.6349568396
09156,127.0174696835,37.6333403549
09157,127.0177047638,37.6332538827
09158,127.017765125,37.629858846
09159,127.017982,37.630007
09160,127.0182240004,37.6252947897
09161,127.0184845716,37.6253019578
09162,127.0191278845,37.6230732149
09163,127.019088,37.623407
09164,127.0202509203,37.6216450698
09165,127.0205867332,37.62151722
09166,127.0213079919,37.6180883036
09167,127.0214576496,37.6185334123
09168,127.0221103696,37.6154596915
09169,127.0223138592,37.6140963114
09170,127.0218339637,37.6192920564
09171,127.0219030025,37.6190766845
09172,127.0252762472,37.618243408
09173,127.0255230955,37.6179423926
09174,127.0285496755,37.6172649846
09175,127.028487,37.61706
09176,127.0391467629,37.6320982865
09177,127.0385729384,37.633285201
09178,127.0391048561,37.632126234
09179,127.039233,37.632478
09180,127.0399848073,37.6313780406
09181,127.04109,37.63111
09182,127.0434628856,37.6290195783
09183,127.044375,37.628652
09184,127.048129578,37.6255071471
09185,127.047227,37.627015
09186,127.0479843518,37.6234130879
09187,127.0442546555,37.6191713406
09188,127.0379534336,37.6137499056
09189,127.0360394945,37.6121979355
09190,127.0320911144,37.6101518086
09194,127.0069421038,37.6456469297
09195,127.006716,37.645766
09196,127.0089956337,37.6467731414
09197,127.008957,37.64695
09198,127.0235480508,37.6448419212
09199,127.0371118268,37.6342894752
09200,127.0229920646,37.6425235501
09201,127.0231023914,37.643844513
09203,127.0227228438,37.6403601066
09205,127.0230968645,37.6369737697
09206,127.0248073406,37.6355100656
09207,127.028315436,37.6388225533
09208,127.0285953685,37.6389603513
09209,127.0313717256,37.6367835337
09210,127.0316539386,37.6369600703
09211,127.0136369244,37.6319282812
09212,127.0138249491,37.6316309021
09213,127.013001965,37.6292133906
09214,127.0131039217,37.6291530067
09215,127.0123860255,37.6247738195
09216,127.012504,37.62492
09217,127.013138,37.623368
09218,127.0130269844,37.6232608308
09219,127.0182419347,37.6198720636
09220,127.0189069254,37.6199530566
09221,127.0163558042,37.6200029974
09222,127.0161949742,37.6201498963
09223,127.0127409714,37.6201710447
09224,127.012798,37.620315
09225,127.0111968544,37.6197323732
09226,127.0113418872,37.6199369055
09227,127.0090035793,37.6187080279
09228,127.0401242648,37.6294532806
09229,127.0410671451,37.6299007943
09230,127.0398418797,37.6289388579
09231,127.0380771189,37.6275022131
09232,127.037812026,37.6275338363
09233,127.0370411722,37.6266239867
09234,127.0370707854,37.6269402576
09235,127.037324769,37.625086649
09236,127.0367598428,37.6258878896
09237,127.0377556282,37.6235474611
09238,127.0374543779,37.623740389
09239,127.0375263014,37.6225842756
09240,127.0360503582,37.6182766519
09241,127.0356786465,37.6181962878
09242,127.0343015939,37.6164317517
09243,127.0345815068,37.6166848748
09244,127.0314118544,37.6163658759
09245,127.0316486841,37.6165541394
09246,127.0275793554,37.6400256713
09247,127.0282173413,37.6401084199
09248,127.0269455685,37.6390157055
09249,127.0250607476,37.6376933332
09253,127.025544449,37.627378539
09260,127.0297349566,37.6153850288
09261,127.0304822371,37.6117741893
09263,127.0130710226,37.635375886
09266,127.0242314521,37.6346136086
09267,127.024706274,37.6348342753
09269,127.0333691522,37.6160580688
09270,127.0340849359,37.6132978404
09271,127.0378333766,37.6227175379
09272,127.0260514034,37.6386311446
09273,127.0154491214,37.6179801848
09274,127.0152813623,37.6174683906
09275,127.0188312494,37.616347829
09276,127.0185491927,37.6163649943
09277,127.0307561737,37.614709413
09278,127.0123580949,37.6476640054
09279,127.0358638935,37.6121340119
09283,127.0089356216,37.6187999437
09286,127.012730028,37.6631049128
09289,127.012021,37.662987
09290,127.035297,37.634618
09291,127.013707,37.632628
09292,127.0114223247,37.6199801498
09293,127.0111164185,37.6196972385
09294,127.012302,37.663158
09295,127.0166880013,37.6161778465
09297,127.0126575413,37.6625975559
09298,127.0164422295,37.616358098
09302,127.021646769,37.6144208264
09303,127.02135904,37.6143803299
09304,127.03269,37.611477
09305,127.01343,37.633257
09306,127.0302283114,37.6140792311
09307,127.0150405579,37.6198526912
09308,127.0152489814,37.6197697647
09310,127.00794393,37.6462100417
09311,127.007842,37.646323
09312,127.0453126023,37.6208649775
09313,127.0223875946,37.6408936108
09314,127.0228226363,37.6369053409
09500,127.0122904688,37.6634309704
09501,127.0127201301,37.6241772665
09502,127.0395643313,37.6289921152
09503,127.0303510091,37.6289011321
09504,127.0099596933,37.6273628619
09505,127.0063793815,37.6381013089
09506,127.0020125009,37.6420400906
09507,127.0133146729,37.6610007734
09508,127.0311467828,37.6163605397
09510,127.0378426735,37.627648264
09511,127.0376907504,37.6274338548
09512,127.0310972055,37.6278746042
09513,127.011473359,37.6277213555
09514,127.0074920993,37.6381868463
09515,127.003531011,37.6435025092
09516,127.0333691747,37.6161085295
09517,127.0129139934,37.6249774078
09518,127.036646366,37.6278189463
09519,127.03695745,37.6268555914
09520,127.0321221868,37.6270885851
09521,127.0122018705,37.6278825764
09522,127.0077503725,37.6374641621
09523,127.0045157924,37.6441927035
09524,127.0340973852,37.6132744086
09525,127.0138350809,37.6251665309
09526,127.0356513173,37.6271497463
09527,127.0368209489,37.6257427961
09528,127.0323276996,37.6255143363
09529,127.0134900802,37.6281347394
09530,127.0079055539,37.6369676558
09531,127.0070203007,37.6456973855
09532,127.015405311,37.6252573458
09533,127.0345282908,37.6265355415
09534,127.0374657868,37.6238998772
09535,127.0321493948,37.6244988638
09536,127.0152620644,37.6283525856
09537,127.0098045717,37.6366827714
09538,127.0079065319,37.6461956269
09539,127.0246386377,37.6461780008
09540,127.01654052,37.625406772
09541,127.032482888,37.6254665363
09542,127.0375262611,37.6225040791
09543,127.0321875376,37.6236275055
09544,127.0168518466,37.6294309656
09545,127.0110169731,37.6366961807
09547,127.023286184,37.6445347047
09548,127.0174161828,37.6250705419
09550,127.0323753581,37.623077793
09551,127.0175250022,37.6301526349
09552,127.0104381934,37.6464107883
09553,127.023056642,37.6424802856
09554,127.0180165771,37.6248776198
09555,127.0342948887,37.6166308934
09556,127.0326717873,37.6221991545
09557,127.0179523198,37.6309112824
09558,127.0126565535,37.6367446746
09559,127.0106441991,37.6447122333
09560,127.0259840261,37.6403810594
09561,127.0188481065,37.6247891837
09563,127.0329273916,37.62124033
09564,127.0186380913,37.6321483624
09565,127.0130823366,37.6352812712
09566,127.0107834163,37.6435561341
09567,127.0249677991,37.6375906296
09568,127.0459678973,37.6235355369
09569,127.0211399902,37.6248635854
09570,127.0307733556,37.6145548633
09571,127.0331749954,37.6201373335
09572,127.019526826,37.6338728904
09573,127.0139839635,37.6337304054
09574,127.0107628709,37.642530706
09575,127.0231115609,37.636864736
09576,127.0447499944,37.6253372712
09577,127.0232915478,37.6254173467
09578,127.0466039503,37.6261592427
09579,127.0304396784,37.612961831
09580,127.0334938295,37.6187450681
09581,127.0210316462,37.6343763367
09582,127.0149765253,37.6338294026
09583,127.0115682035,37.6402544989
09585,127.044224785,37.6261160053
09586,127.0253864806,37.625939543
09587,127.0331189134,37.6111832678
09588,127.0339618435,37.616612968
09589,127.0236086128,37.6356860225
09590,127.016816616,37.6339778333
09591,127.0142820851,37.6403416065
09592,127.0344291798,37.6130688648
09593,127.0442392677,37.6276136002
09594,127.02578554,37.6267252012
09595,127.0253881411,37.6374815091
09596,127.0189501886,37.6341892642
09597,127.016284405,37.6406305942
09598,127.0336239934,37.6159868107
09599,127.0245795335,37.6456427714
09600,127.0423068222,37.6282486714
09631,127.0253321368,37.6260467836
09642,127.0378208986,37.6137400363
09656,127.0279469112,37.6350975692
09682,127.0199332209,37.6409823569
09717,127.0409777233,37.6279896285
09718,127.0237538501,37.6256497341
09739,127.0304521035,37.6128762247
09753,127.0380243258,37.6150510498
09754,127.0220299226,37.6422570137
09760,127.0396060775,37.6286650081
09767,127.0444485185,37.6194253735
09769,127.021175147,37.6249933351
09770,127.0380371932,37.6158503081
09771,127.0309148923,37.6144178613
09772,127.0223778071,37.6347076873
09773,127.0223785089,37.6408251303
09774,127.0385973548,37.630107976
09775,127.0188730581,37.624899112
09776,127.0380476824,37.6164279001
09777,127.0193274421,37.6339936682
09778,127.0228282833,37.6368449673
09779,127.0370685406,37.631544792
09780,127.0180743779,37.6249713237
09781,127.0372251142,37.6160812447
09782,127.0340490925,37.616667909
09783,127.0183911221,37.6322619376
09784,127.0248526543,37.6354830236
09785,127.0363141169,37.6318694163
09786,127.0175430845,37.6251390054
09787,127.0371511878,37.6154856509
09788,127.0335980489,37.6187468406
09789,127.0175703804,37.6304022281
09790,127.0246944668,37.6368175591
09791,127.0350081615,37.632733949
09792,127.016582455,37.6254842593
09793,127.0371417568,37.6147440609
09794,127.0333154191,37.620030966
09795,127.016800878,37.6294985541
09796,127.0189559156,37.6344325555
09797,127.0264882739,37.6403827495
09798,127.0343739731,37.6333955299
09799,127.015432518,37.6253402419
09800,127.0371221189,37.6139772435
09801,127.0330531131,37.6211844276
09802,127.0152110945,37.6284174702
09803,127.0169911571,37.6342084853
09804,127.0253984583,37.6411606222
09805,127.0337455976,37.6344085277
09806,127.0137637329,37.625303504
09807,127.0377245997,37.613707628
09808,127.0327828202,37.6222270573
09809,127.013586394,37.6282050128
09810,127.0154796422,37.6340564104
09811,127.0218894421,37.6423669718
09812,127.0340110218,37.6350464176
09813,127.0122245437,37.627969078
09814,127.0135376169,37.634119725
09815,127.0199139997,37.6411409504
09816,127.03198299,37.6353803851
09817,127.012515263,37.6252901267
09818,127.0334019855,37.6109552133
09819,127.0323245882,37.6235616889
09820,127.011483567,37.6277961445
09821,127.0132670716,37.63553896
09822,127.0162289098,37.6407630608
09823,127.0287230772,37.6351505467
09824,127.012449672,37.6259965831
09825,127.0309028649,37.6127265273
09826,127.0322762463,37.6244222371
09827,127.009931381,37.6274475661
09828,127.0126543021,37.6368320798
09829,127.014098535,37.6404389454
09830,127.0123647948,37.6265516594
09831,127.0110124531,37.6367799817
09832,127.0119761285,37.6402256236
09833,127.0134032107,37.6617153182
09834,127.0259230173,37.6376399831
09835,127.0122706768,37.6260353485
09836,127.0322943991,37.6271020543
09837,127.0098102481,37.6367656705
09838,127.0110302548,37.6422279181
09839,127.0290742458,37.634945014
09840,127.0123815069,37.6248522142
09841,127.0326970216,37.6254962129
09842,127.0343378444,37.6164353454
09843,127.0316172752,37.627982596
09844,127.0079384204,37.6370325315
09845,127.011019117,37.6435398929
09847,127.0125898279,37.6240619418
09848,127.0345928361,37.6264670403
09851,127.007845554,37.6374785731
09852,127.0109467023,37.6442850934
09853,127.0110031514,37.619802676
09854,127.0357113281,37.6270767404
09855,127.0378186146,37.6226490603
09856,127.0076881163,37.6380859125
09857,127.0107157988,37.6461584609
09859,127.0367029926,37.6277765778
09860,127.0377522537,37.6235952196
09861,127.0064915618,37.6381346428
09862,127.008996788,37.6469479509
09863,127.0341463204,37.6335857244
09864,127.0111436082,37.6197098512
09865,127.0393340964,37.6285317388
09867,127.0077898187,37.6462839406
09868,127.0347759274,37.6328106097
09870,127.0370107352,37.6258127839
09871,127.0068197297,37.6457956151
09872,127.0364126242,37.6317369268
09873,127.0376226365,37.6316563508
09874,127.038113391,37.6275373436
09875,127.00480365,37.6445864643
09876,127.0373743139,37.6312689643
09877,127.0034868249,37.6436773202
09878,127.0385078133,37.6300386219
09879,127.0390641001,37.6321884222
09880,127.0019309161,37.6421608368
09881,127.0376036568,37.6277177238
09882,127.0410988513,37.627812073
09883,127.0422330792,37.6280702834
09884,127.0440252483,37.6277956991
09885,127.0441737213,37.6259772576
09886,127.0448958911,37.6249236185
09887,127.0460254038,37.6230966867
09888,127.0446457062,37.6252363894
09889,127.0453239476,37.6208929068
09890,127.0466752399,37.6260240521
09891,127.0441310831,37.6190100927
09892,127.0318837788,37.6100230095
09893,127.0304770554,37.610179269
09894,127.0302272316,37.6142098888
09895,127.0227668587,37.6434913546
09896,127.0250915337,37.6348963686
09897,127.0338943188,37.6350509566
09898,127.0336730577,37.6343535824
09899,127.0396898577,37.6285541467
09901,127.0481135421,37.6234779133
09903,127.0356137854,37.6363426016
09905,127.0324443854,37.6255043924
09908,127.0210554967,37.6144948223
09909,127.0217994295,37.6174096971
09910,127.0217297005,37.6191415946
09911,127.0255899223,37.6179180489
09912,127.0283672153,37.6170514715
09913,127.029758625,37.6150849616
09916,127.028466986,37.6172758176
09917,127.025087085,37.6182912059
