year,month,line,station,04-05 (on),04-05 (off),05-06 (on),05-06 (off),06-07 (on),06-07 (off),07-08 (on),07-08 (off),08-09 (on),08-09 (off),09-10 (on),09-10 (off),10-11 (on),10-11 (off),11-12 (on),11-12 (off),12-13 (on),12-13 (off),13-14 (on),13-14 (off),14-15 (on),14-15 (off),15-16 (on),15-16 (off),16-17 (on),16-17 (off),17-18 (on),17-18 (off),18-19 (on),18-19 (off),19-20 (on),19-20 (off),20-21 (on),20-21 (off),21-22 (on),21-22 (off),22-23 (on),22-23 (off),23-24 (on),23-24 (off),00-01 (on),00-01 (off),01-02 (on),01-02 (off),02-03 (on),02-03 (off),03-04 (on),03-04 (off),total(on),total(off)
2015,7,경의선,풍산,1,0,2356,472,9057,1513,17402,3328,15241,7375,10058,5130,7342,3887,6632,4678,6580,4869,6195,4861,5787,5292,6159,5094,5706,7159,7318,7524,7781,12444,4754,13292,3831,11051,4333,8441,3653,8049,1405,7621,208,1533,0,0,0,0,0,0,123613,133813
2015,7,경원선,한남,75,2,2376,707,3388,5489,6736,9917,7963,17497,6387,12468,5938,6773,6523,5670,7088,6241,6858,6256,6781,5785,7607,4864,8442,6799,12213,7692,16498,8934,8844,8704,6716,5565,5672,4969,5556,4305,2175,2829,131,609,0,0,0,0,0,0,132075,135907
2015,7,경부선,의왕,73,0,7006,1798,14070,7037,31765,24660,30063,25553,15566,9692,11304,6394,10652,6481,10908,7085,11005,7925,9361,8622,9585,8998,11227,12197,19264,15233,26916,22470,14877,23304,10180,17145,8860,16852,6378,14084,2676,10802,117,2092,0,0,0,0,0,0,248424,263795
2015,7,수인선,호구포,0,0,1131,491,2514,3314,5746,16318,6126,16399,3220,3980,2831,2474,3011,2698,3310,2748,3610,3441,3700,3241,4020,3198,4648,3266,9050,4582,12291,5192,6584,5497,6653,3797,4179,3455,2773,2789,1269,1874,49,285,0,0,0,0,0,0,89039,88730
2015,7,경부선,진위,7,0,654,179,1842,2214,4585,6621,3141,8541,2664,1923,2091,1309,1900,1190,2046,1239,2756,1400,1647,1408,1866,1488,3158,1868,4681,2452,6920,2743,3426,2676,2328,2325,1689,2223,753,1963,367,1132,7,73,0,0,0,0,0,0,44967,50536
2015,7,수인선,인천논현,0,0,2052,377,5011,3405,12854,8341,11978,14133,7080,8172,6684,6100,6742,6209,7917,7022,7936,8537,7426,7434,7826,8093,9307,8464,11337,12858,12170,13316,8839,12764,7563,8556,7560,8199,5959,6702,3559,3912,82,856,0,0,0,0,0,0,153450,151897
2015,7,경부선,오산대,63,2,1514,933,3570,1656,7606,4301,5620,6998,4422,2959,3424,2077,3242,2500,3214,2768,3323,2689,2843,2671,3890,2930,4145,3563,6618,4027,7245,5978,3626,5480,3050,4846,2186,3789,1478,3484,713,2971,45,130,0,0,0,0,0,0,66752,73789
2015,7,경부선,세마,105,0,1537,405,5192,1134,9673,4027,8259,5537,5885,2020,3985,1674,3700,1808,3608,2272,3698,2415,3055,2574,3239,3035,3660,3753,5212,4641,5556,6994,3261,6268,2110,6057,2054,5385,1527,4355,365,3691,16,150,0,0,0,0,0,0,68195,77607
2015,7,경부선,세류,339,1,2783,1163,7968,5546,18463,8064,12149,6926,6880,4775,5970,4075,5653,4322,5246,4366,4840,4259,4630,4035,5215,5220,6567,5365,9306,7313,9730,11900,6493,11380,5041,8112,4005,7652,2650,6611,1002,4740,32,1639,0,0,0,0,0,0,117464,126638
2015,7,경부선,수원,1960,18,21070,8368,40735,38426,81003,58105,77065,89258,51145,76151,51150,62776,51138,68574,55462,73692,61035,75649,59973,73473,69586,73035,78908,86366,94582,95953,101063,119012,86923,127204,95273,72788,79233,60997,67963,52210,32439,36221,879,10078,0,0,0,0,0,0,1358354,1258640
2015,7,경부선,독산,962,4,8903,1628,19235,10936,49031,41068,43773,105562,25242,32568,17954,15336,16584,12685,18362,12931,18241,15285,16248,15416,16884,17004,19080,19866,38459,24949,68390,37658,40265,41382,22301,27071,19656,26269,13048,24774,4871,15781,176,1307,0,0,0,0,0,0,499480,478718
2015,7,경부선,성균관대,190,2,8959,2153,31817,7369,79056,13290,59892,27651,28972,17010,22216,12494,20835,12184,21207,13171,20599,15820,17710,16522,18398,18835,23567,22857,26707,28815,28971,51922,18298,55482,14838,39471,14685,35854,13242,34301,6788,23215,251,4961,0,0,0,0,0,0,453379,479023
2015,7,경부선,화서,383,3,7495,1235,20746,4426,49162,6635,35556,12368,16572,7534,12802,6949,11832,7021,11326,7537,10797,8578,9473,9202,8931,10462,9805,13142,11814,17625,12969,31560,8487,32973,6472,22351,5984,19939,4962,18551,1888,12759,103,3529,0,0,0,0,0,0,254379,259191
2015,7,경부선,군포,79,2,6189,2114,9744,6397,21901,26655,21002,46275,11219,7613,8155,5009,7841,5206,8217,5770,7607,5721,6926,6010,7064,6983,8357,8554,18803,11064,30459,15402,15352,14883,14231,11337,12150,9314,6069,7743,2442,5922,111,1035,0,0,0,0,0,0,209009,225854
2015,7,분당선,수원,593,1,4494,601,8641,3560,29315,6992,32592,10121,15633,7373,9731,5221,9886,5832,10164,7219,10712,7550,10291,7044,11555,6994,13240,9991,16175,13474,20198,22692,16042,19754,15906,12424,14456,9474,12299,8814,6510,4970,130,3125,0,1,0,0,0,0,173227,269985
2015,7,분당선,서울숲,47,0,2422,407,5447,4360,17060,6628,24785,18555,14350,9959,7865,5765,7289,5886,7439,6517,7531,8073,7626,8022,7992,9044,9873,8868,12822,10772,17881,15940,10402,16601,7059,10848,6240,9620,4235,10393,1790,5322,37,1411,0,0,0,0,0,0,172991,182160
2015,7,분당선,압구정로데오,110,1,2404,691,3284,8399,5563,22044,8168,71385,7234,86335,7990,38046,11378,28755,15268,25133,16204,26545,20276,25720,26084,24497,28579,24878,37255,27041,62816,34304,58915,29832,49534,12850,37557,8557,31006,6630,12905,4205,480,732,0,0,0,0,0,0,506580,444915
2015,7,분당선,강남구청,15,0,1206,804,2828,4309,7761,14539,11035,53900,9276,40441,8573,19124,10014,13739,10084,13979,12494,15209,13220,14738,14723,14072,14639,14434,18785,14666,45169,18979,26862,17071,16275,9254,15032,7198,12472,7777,5125,4874,198,1203,0,0,0,0,0,0,300310,257786
2015,7,분당선,가천대,23,0,5288,1088,7409,3482,20473,5029,29865,22240,15634,14676,8049,8520,8635,7660,11234,11295,10619,11229,9233,9501,9775,9976,14244,11811,17281,13479,14363,23252,8346,23269,6108,17305,5600,16609,4595,18721,2621,13145,170,2139,0,0,0,0,0,0,244426,211557
2015,7,분당선,태평,142,7,14420,2319,24468,6138,55219,8869,78151,16729,49498,12606,25525,11761,22176,13896,21811,14302,21586,16013,18604,17194,17223,23546,17894,27376,19884,32285,22031,47567,13696,47082,10831,35683,9062,34757,6596,37948,3043,21482,287,3108,1,0,0,0,0,0,430668,454021
2015,7,분당선,모란,178,10,14542,3571,27728,13215,70589,27311,96326,39617,62773,28892,38737,27332,38049,29471,40314,30633,39408,33587,35028,33982,35058,40001,37101,45671,43065,50743,51691,69382,35289,65754,24101,49266,21678,45958,17706,43799,9413,26226,759,3220,0,0,0,0,0,0,707641,741370
2015,7,분당선,야탑,197,4,8100,4123,19925,16071,58937,38817,69923,98735,47267,53403,38725,37971,40636,38386,42664,44250,44384,45184,42181,48911,45094,44765,51229,51219,60440,57590,90142,79831,53636,75079,45692,49447,40824,40282,35327,38137,16625,25088,946,5093,0,0,0,0,0,0,892386,854712
2015,7,분당선,서현,390,37,5244,3454,13563,10911,35046,32730,41330,92421,30391,79615,29314,44750,33362,45067,37248,44571,40585,49767,43269,46031,49792,47335,53639,47349,63432,55337,87129,70106,66077,64527,68681,36325,53728,28935,45847,25788,19982,16001,1461,2277,0,0,0,0,0,0,843334,821135
2015,7,분당선,수내,257,3,2740,1688,7171,5548,19311,17616,24605,62439,16767,50137,14995,22820,18028,21873,19140,22079,22079,21629,23809,23846,26497,22060,27295,24433,32450,24423,51298,31067,34233,26635,36286,16110,25137,14125,20689,13834,7371,8082,436,1882,0,0,0,0,0,0,432329,432352
2015,7,분당선,정자,340,3,3972,922,11536,11216,35163,26920,40917,73504,26583,47616,20519,23126,21410,21353,23586,21529,24998,23415,23708,22081,25261,23830,28507,25427,36955,31742,57111,48122,37023,48036,26627,30352,27396,26296,27749,26855,10888,17055,1360,5015,0,0,0,0,0,0,554415,513284
2015,7,분당선,미금,655,5,6325,845,17890,15117,54765,24327,60032,54587,39721,43575,35248,28020,38378,30409,38254,32696,40299,37012,37680,34457,40573,38658,42318,39225,49821,47398,55428,62349,33484,68193,25840,43812,26292,39049,25079,37903,8048,25420,210,6101,0,0,0,0,0,0,709158,677700
2015,7,분당선,오리,689,0,5413,403,18723,9222,49695,18912,54246,40456,34578,26157,27523,17041,25713,16347,24178,18781,24386,18556,23347,20906,24784,20330,26578,23240,32419,24923,42745,35043,23096,39186,17956,26326,19644,22419,15785,22404,5950,14512,322,4783,0,0,0,0,0,0,419947,499096
2015,7,분당선,이매,69,0,2270,1031,5659,2851,15457,9944,16299,14661,10414,7895,8578,5897,8611,5637,9746,7672,8142,8982,7778,6840,7769,7861,10164,8321,13593,12887,12823,19832,6946,22086,5022,8215,5799,7706,9079,8728,16628,5994,67,1065,0,0,0,0,0,0,174105,182859
2015,7,분당선,보정,52,0,1132,166,3815,1289,12542,3400,12345,7331,7661,3226,6629,1902,5156,2058,4629,2607,4348,2865,3648,2936,4207,4067,4104,4568,5666,5075,5130,6840,2911,6768,2017,5052,2017,4692,1564,4336,577,3148,28,852,0,0,0,0,0,0,73178,92141
2015,7,분당선,죽전,1616,6,6156,655,25921,11034,76735,21430,74533,32755,45563,28046,38035,28248,34210,28790,33038,33172,32293,34682,30754,35220,32605,39637,35560,42724,42551,52778,44740,67649,34293,79414,28359,55321,25920,48590,26190,47606,6433,35090,117,16087,0,0,0,0,0,0,738934,676021
2015,7,분당선,구성,51,1,2435,453,9387,3084,26236,6103,26708,6779,15876,3927,10780,3442,8735,4267,7153,4675,7465,4795,6034,6326,5948,8026,6500,10051,8344,11545,8342,19672,4693,19870,3502,13301,3241,12283,2399,12872,705,8472,53,1895,0,0,0,0,0,0,161839,166551
2015,7,분당선,신갈,28,0,2610,215,7419,1223,20192,2547,20743,6440,11370,4370,8807,3975,7920,4394,8248,5182,7735,5533,6505,6967,6372,7346,7173,7504,7157,9973,6858,13699,3776,13988,2702,10940,2203,9774,1908,10142,853,8252,83,1787,0,0,0,0,0,0,134251,142649
2015,7,분당선,기흥,92,0,3673,564,8455,4296,27742,8742,29737,12902,16241,8006,11574,5812,10956,5914,10920,7106,10271,7932,9107,8013,9118,9005,10766,10312,13501,14016,15498,20847,9951,22688,7295,17563,6399,15093,5741,15136,2395,12793,241,2954,0,0,0,0,0,0,209694,221596
2015,7,분당선,상갈,38,0,2572,436,8138,2312,19810,5303,21374,10192,12700,3773,9907,3191,7990,3722,7502,5148,7635,5865,6419,5580,6182,6260,7217,8716,9539,11241,11253,13721,6160,14670,3770,11942,2981,11469,1969,11459,845,8382,82,2027,0,0,0,0,0,0,145409,156060
2015,7,분당선,청명,14,1,1679,668,6335,1710,17823,4740,16401,10553,8339,3901,6129,3318,6290,3178,5927,4183,5649,4807,5342,4578,5138,4799,6779,6892,8588,7718,9955,11202,5779,12528,4204,8797,3410,8474,2850,8620,1110,5578,164,1708,0,0,0,0,0,0,117953,129906
