year,month,line,station,04-05 (on),04-05 (off),05-06 (on),05-06 (off),06-07 (on),06-07 (off),07-08 (on),07-08 (off),08-09 (on),08-09 (off),09-10 (on),09-10 (off),10-11 (on),10-11 (off),11-12 (on),11-12 (off),12-13 (on),12-13 (off),13-14 (on),13-14 (off),14-15 (on),14-15 (off),15-16 (on),15-16 (off),16-17 (on),16-17 (off),17-18 (on),17-18 (off),18-19 (on),18-19 (off),19-20 (on),19-20 (off),20-21 (on),20-21 (off),21-22 (on),21-22 (off),22-23 (on),22-23 (off),23-24 (on),23-24 (off),00-01 (on),00-01 (off),01-02 (on),01-02 (off),02-03 (on),02-03 (off),03-04 (on),03-04 (off),total(on),total(off)
2017,6,9호선,노들,8,0,3490,302,6574,1675,19543,2598,21228,5316,12264,5155,8370,4727,7375,3892,7875,4418,7760,5242,6431,5725,6281,6863,6221,7685,7404,9192,7953,14512,4919,13663,3899,9122,3293,8457,2905,9201,1369,5465,222,1626,0,1,0,0,0,0,124837,147393
2017,6,9호선,흑석(중앙대입구),2,0,4539,1463,7408,6992,19657,14117,23968,29295,16340,20683,13703,19379,15209,14707,16755,15976,16811,16484,17155,16488,19868,14871,22238,15643,26873,20222,25667,29065,16066,24810,13601,16455,13981,14816,13027,15330,8677,10640,1624,3314,0,147,1,0,0,1,320898,315185
2017,6,9호선,신반포,1,0,748,343,2499,2824,9212,8392,11110,10768,7997,7229,5242,5094,5302,4507,5575,4363,5932,5535,5354,5110,6244,5644,7681,6704,8400,7384,10150,9689,6307,9565,4952,5274,4218,4747,3517,5140,1372,2977,197,917,0,0,0,0,0,0,112206,114026
2017,6,9호선,고속터미널,18,0,2562,2262,5449,15180,16972,20515,21823,30101,16324,31563,14669,33703,17175,37868,19860,38830,22844,40510,25555,42771,28195,43887,32160,46603,35085,50047,37000,59239,33849,46850,30864,30484,28703,23739,22764,21848,9053,12565,1232,2933,0,11,0,0,0,0,631509,424155
2017,6,9호선,사평,0,0,640,334,2322,2682,8085,5033,9059,5019,6069,3048,4105,2424,3932,2327,3998,3198,4117,4062,3549,4089,4617,3879,6846,4723,7052,5349,6161,7548,3943,6668,2620,4225,2074,3905,1788,4373,690,2663,119,902,0,0,0,0,0,0,76451,83803
2017,6,9호선,신논현,83,0,6278,1662,14662,26009,36514,48426,42870,95578,30156,74235,24578,42754,27481,39194,33419,37958,38038,43984,40361,40785,44157,39512,53290,44281,69779,54649,100812,86846,77703,80236,59382,38056,64870,31270,64743,27247,35335,18039,6242,5299,2,641,0,0,0,0,876661,872689
2017,6,9호선2단계,언주,17,0,2028,649,3074,6119,6433,13169,9065,42133,8054,35841,8324,16256,9440,11491,10467,10010,11311,12290,12727,11185,13706,10099,15590,10010,22246,10469,41894,13225,24813,11723,13938,7579,12670,6866,9762,6529,4407,5363,584,2159,0,1,0,0,0,0,243166,242550
2017,6,9호선2단계,선정릉,3,0,1214,742,3942,3744,8381,11092,8747,36049,6208,29728,6022,14352,7131,10783,8299,9232,9001,10395,9921,9975,10570,9330,12074,8837,15968,9685,36881,12821,22549,10744,12822,6988,12503,6551,10325,6528,4628,4986,717,1962,0,0,0,0,0,0,214524,209920
2017,6,9호선2단계,삼성중앙,15,1,874,284,2235,2947,5239,9252,5953,29997,5004,20024,4614,9253,4996,5934,5854,5713,6369,6491,6761,6285,7357,5463,8609,6313,10572,6971,28122,9110,17197,8775,8564,5093,7514,4112,5990,4654,2766,2952,394,973,0,0,0,0,0,0,150597,147001
2017,6,9호선2단계,봉은사,5,0,1583,895,4980,7753,9670,21560,9324,66514,8411,46113,8087,25944,10911,23343,14725,21594,18282,22089,19944,19999,23364,17071,27090,16342,37097,18377,68082,21139,40052,17476,27241,9335,26555,7293,19932,6817,6263,4637,837,1278,0,0,0,0,0,0,375569,384447
2017,6,9호선2단계,종합운동장,23,0,2857,690,8590,2541,23537,4403,21384,10141,12688,8488,7801,4946,7456,4813,7631,5119,8136,5781,7279,6236,7928,6743,8681,8048,11388,10097,15566,17323,10142,18728,8397,10579,9267,10323,9235,11294,5681,7774,859,2455,0,70,0,0,0,0,156592,196520
2017,6,경강선,판교,18,2,543,18,1316,2159,3873,6659,3233,17478,2228,12562,2102,4830,2002,4939,2284,3922,2605,3883,3457,3456,4466,3395,5068,3831,6459,4665,13501,4333,10411,3724,9832,1548,7177,1463,4388,1055,1509,656,3,212,0,0,0,0,0,0,84790,88474
2017,6,경강선,이매,9,0,644,24,2109,692,5298,2642,4809,3840,2886,1629,2311,1197,2108,944,2121,1042,1876,1296,2184,1291,2290,1560,2693,1782,3153,2470,3011,3684,2491,2216,1797,1499,2242,1363,2412,1075,606,567,16,204,0,0,0,0,0,0,31017,49074
2017,6,경강선,삼동,0,0,429,146,2512,593,7833,1386,10264,1794,4132,660,2270,562,1721,786,1700,797,1667,909,1333,1227,1151,1363,1447,2026,2166,2938,2301,3998,1251,5011,683,3178,529,3074,394,2303,93,1407,5,22,0,0,0,0,0,0,34180,45898
2017,6,경강선,경기광주,0,0,1408,194,8516,1977,26038,4551,28654,9080,14898,3902,9755,3174,8393,3514,8096,4151,7244,5084,6385,5791,6182,7542,7133,9677,9034,14014,8516,20021,4536,22501,3196,14824,2542,12909,1753,9076,626,7028,0,65,0,0,0,0,0,0,159075,164922
2017,6,경강선,초월,0,0,661,82,3883,852,10331,3055,11488,4148,5989,1579,4054,1469,3539,1400,3402,1662,2845,2023,2620,2488,2602,3087,3462,3946,4062,4749,4791,7494,2448,7226,1562,6688,1128,4184,593,5253,243,3829,0,0,0,0,0,0,0,0,65214,71720
2017,6,경강선,신둔도예촌,2,0,472,85,1280,301,3471,1627,3192,3229,2201,2662,1787,1610,1546,1409,2147,1357,1925,969,2085,1071,2058,1169,3076,1630,4008,2138,2929,2084,1537,2437,1026,1779,741,2062,353,1826,117,1527,0,0,0,0,0,0,0,0,30972,37968
2017,6,경강선,이천,7,0,839,16,2426,920,6483,5724,5949,6757,4900,3931,4491,2921,3800,3502,3844,3205,3868,3465,3647,3538,3963,3986,4670,4574,5486,5410,6438,6594,4044,6311,3079,5423,2602,3260,1620,4476,583,2837,1,6,0,0,0,0,0,0,76856,74750
2017,6,경강선,부발,0,0,607,45,2043,991,4338,4109,4083,5948,3110,1599,2521,1439,2181,1456,2480,1341,2071,1624,2135,1605,2822,2063,3386,2434,4954,3165,5648,3267,2112,4011,2177,2816,1521,2468,1102,2398,372,2032,4,1141,0,0,0,0,0,0,45952,51684
2017,6,경강선,세종대왕릉,1,0,114,1,361,102,763,416,721,546,499,445,543,647,489,859,463,617,594,415,638,648,859,572,661,580,864,558,490,517,310,723,216,296,132,430,47,282,25,306,1,110,0,0,0,0,0,0,9070,10807
2017,6,경강선,여주,10,0,1157,9,2473,475,4437,2302,4646,4124,4172,7801,3918,4139,3816,5121,4396,4612,4471,3531,5534,3404,6642,3559,7437,4507,5849,4060,5058,4003,3152,5641,2328,4476,1618,2421,959,2558,244,2529,0,1063,0,0,0,0,0,0,70335,74324
2017,6,경부선,서울역,5,0,50,150,95,1527,6264,1913,14732,2425,10933,1480,12145,1018,12626,850,8969,1179,10968,982,4240,1008,12671,1319,13352,1633,10910,2093,13430,3078,12554,2132,8620,1118,12663,1168,8429,928,3656,221,1291,31,2,1,0,0,0,0,26254,180617
2017,6,경부선,남영,120,13,3016,1367,6093,10072,15682,29656,21260,76352,14255,36602,12076,19469,14042,16688,14460,16359,16399,16401,17241,14727,19367,14190,25857,15335,29846,17682,53048,24684,25895,20630,19753,13407,19732,12746,15964,12833,7772,7813,461,1729,0,2,0,0,0,0,378757,354236
2017,6,경부선,용산,659,28,5509,6523,6181,60219,21420,87662,35181,142447,43669,103154,34920,71930,43996,70094,48533,61603,56271,62538,52894,62381,78877,61981,83985,64221,110001,64214,144721,69268,106437,52523,93209,40548,82855,31116,53711,19667,26376,6890,1259,2408,2,2,0,0,0,0,1141417,1132024
2017,6,경부선,노량진,692,10,7139,2240,11933,12081,29133,25102,39642,36032,21441,27850,17024,17802,17664,18115,20654,21429,25192,23228,23266,19981,23418,19804,25373,22929,31276,30310,38615,47521,25738,37129,25766,22589,32843,20394,41635,18448,14801,12843,745,3110,0,4,0,0,0,0,438951,475315
2017,6,경부선,대방,501,8,6814,2937,15414,12456,38139,39773,49072,60176,29194,31359,21842,18611,20800,15790,22464,17921,23998,20170,21839,18535,23382,19126,25403,21422,35184,27912,54084,41372,27453,33834,19856,23122,18469,22783,15298,21879,5071,14973,206,3594,0,1,0,0,0,0,467754,475999
2017,6,경강선,곤지암,0,0,488,125,1864,1202,5573,4737,6061,7223,3978,5249,2894,4241,2989,3182,3076,2819,3369,2544,3366,2519,4242,2804,5366,3660,8008,4129,7857,4831,3431,5163,2157,3376,1383,3655,529,2663,200,2042,0,0,0,0,0,0,0,0,66164,68848
2017,6,9호선,동작(현충원),8,0,1263,308,1934,1848,5670,3007,6614,7769,4776,10455,4941,7552,12058,4831,9310,3912,7478,4368,5894,3464,7245,3230,5206,2815,5253,2655,4894,3619,2429,3271,1832,2190,1639,2060,1359,2370,737,1478,133,1162,1,185,0,0,0,0,72549,92683
2017,6,9호선,구반포,0,0,613,296,1836,1764,5951,5516,6440,7757,4677,5503,4244,5811,4514,6165,4998,6086,6458,6642,6552,6030,6241,6601,6473,6641,7619,7156,10442,9678,7081,8870,5098,4429,4821,3873,4989,4058,1366,2447,142,750,0,0,0,0,0,0,106073,102572
2017,6,경부선,신도림,306,1,2657,584,4209,3075,12502,7828,15734,17332,7284,7402,5061,4784,4964,4638,4958,4735,5564,4901,4590,4942,5259,5288,6001,6358,7502,8258,14822,12546,8287,11300,6031,6397,6763,6049,4649,5649,1915,3788,51,1771,0,1,0,0,0,0,127627,130820
2017,6,경부선,신길,872,1,13601,2488,14215,6689,31140,19213,38312,33802,23367,11829,14682,7852,13253,7679,15513,8147,13642,9621,11454,9501,11801,11227,15895,13122,18878,18640,36775,24693,16582,20750,11389,14882,10756,16082,7834,15240,4442,9795,271,2811,0,1,0,0,0,0,264065,325819
2017,6,경부선,구로,9505,45,26809,5425,23523,15109,45786,37208,46347,98028,32724,53197,26189,30710,25862,28083,27894,26439,29928,27489,29080,27499,29733,28715,33510,32427,47617,43228,79883,53843,46464,44802,36120,28723,25306,29387,18502,27405,9226,19905,164,19675,0,1,0,0,0,0,677343,642684
2017,6,경부선,가산디지털단지,1622,10,9288,2077,9646,12167,16799,54571,15678,156437,13057,68976,11711,21783,12148,17596,13205,17538,15449,17439,14482,17081,16304,17433,19166,19341,43363,24757,110938,29570,56316,25814,34640,15260,29699,15329,21874,13906,10638,8582,238,1363,0,0,0,0,0,0,557030,476656
2017,6,경부선,금천구청,862,7,11721,1702,21481,8521,51336,15497,46451,29946,27457,12218,20022,9790,17401,10111,17787,11734,16117,13772,13601,15193,14157,17400,15794,21599,20277,24665,26527,38402,14625,35307,10003,21077,8331,21424,6307,19146,2381,13322,101,1479,0,0,0,0,0,0,342312,363894
2017,6,경부선,석수,410,5,9136,3460,19643,9677,48849,16988,48911,23577,26792,17014,18570,12668,15563,9502,15698,9896,14522,11043,13545,11099,15709,13465,17633,16836,24177,21650,28021,34690,16702,32331,10715,21385,9433,22509,6896,19750,2881,14107,80,1312,0,0,0,0,0,0,322964,365493
2017,6,경부선,관악,265,3,8045,2188,15273,5685,41519,7660,37908,12748,19221,13990,13244,12662,11749,9734,13797,8675,12955,8608,11779,9264,11613,10093,13162,13335,15235,16325,14169,29075,9441,27028,7084,17384,6865,18063,4344,15555,1828,11734,71,1475,0,0,0,0,0,0,251284,271319
2017,6,경부선,안양,432,16,17178,3085,35536,13506,93436,23072,83720,63962,48330,57233,36542,42222,36611,41232,40665,39578,43448,42812,41076,40373,46962,42103,59529,46825,61102,60215,52940,96936,39498,85078,42851,48973,38822,44481,35880,41774,18062,28424,755,4390,0,0,0,0,0,0,866290,874960
2017,6,경부선,명학,194,17,8430,2066,12911,7521,32631,24890,30286,72247,15816,19225,11597,11583,11810,13827,12613,10479,12497,11921,12324,12664,13017,10099,16127,12015,26073,15747,43285,22193,18076,22690,16604,14827,14832,13584,8688,12046,3925,10261,148,1500,0,0,0,0,0,0,321402,323707
2017,6,경부선,금정,339,5,26988,6777,41367,19371,101732,47255,101263,93611,61208,32661,43216,22635,37120,22279,37577,25514,35043,27129,30939,30028,30007,35778,36103,43097,51747,58702,77906,88783,41309,84571,33306,55266,31722,56960,24758,51423,12280,38343,1432,14961,11,758,0,0,0,0,855907,859051
2017,6,경부선,군포,84,0,6641,2548,9456,7594,21974,27597,21296,51996,12557,9293,8917,5787,8245,5268,8727,5589,7976,5800,7356,6306,7514,7385,9402,8848,19871,11783,32774,16288,15368,16126,13767,10449,11319,9179,5493,7470,2043,5608,133,1194,0,0,0,0,0,0,222108,232846
2017,6,경부선,의왕,46,1,7190,2966,13232,7780,31167,26466,31950,25496,16580,10658,12673,7089,10954,7308,11690,7817,10777,8572,10077,8764,10671,10877,13431,13163,22821,16990,26602,23462,14813,23343,10786,15648,8846,16293,6256,13511,2658,10494,144,2430,0,0,0,0,0,0,259128,275335
2017,6,경부선,성균관대,261,1,8743,2532,28747,8065,72885,13235,60416,29798,30141,19823,23065,16471,21409,14465,22355,15173,20921,18305,18312,18277,20030,19704,24843,25102,29675,32163,28565,50782,18649,51910,15422,35372,15611,34085,14812,31197,7422,20386,345,5342,0,0,0,0,0,0,462188,484385
2017,6,경부선,화서,390,3,8081,1254,21572,4285,46872,7128,37442,13424,18976,7650,14716,7266,12494,7389,11727,8164,10809,9557,9261,9855,9313,12080,10620,14943,12208,20366,12451,31837,7638,33327,6217,21270,5652,18708,4675,17044,1715,11548,135,3434,0,0,0,0,0,0,260532,264591
2017,6,경부선,수원,1827,21,22272,7501,43478,35134,79139,58611,80981,90978,57411,86401,53792,67760,55907,73138,59401,80798,62346,80697,64224,78051,76858,80286,89048,95064,100699,109367,103307,124936,89699,125372,92655,73374,78653,60736,69510,49216,30323,33387,932,10649,1,0,0,0,0,0,1421477,1312653
