year,month,line,station,04-05 (on),04-05 (off),05-06 (on),05-06 (off),06-07 (on),06-07 (off),07-08 (on),07-08 (off),08-09 (on),08-09 (off),09-10 (on),09-10 (off),10-11 (on),10-11 (off),11-12 (on),11-12 (off),12-13 (on),12-13 (off),13-14 (on),13-14 (off),14-15 (on),14-15 (off),15-16 (on),15-16 (off),16-17 (on),16-17 (off),17-18 (on),17-18 (off),18-19 (on),18-19 (off),19-20 (on),19-20 (off),20-21 (on),20-21 (off),21-22 (on),21-22 (off),22-23 (on),22-23 (off),23-24 (on),23-24 (off),00-01 (on),00-01 (off),01-02 (on),01-02 (off),02-03 (on),02-03 (off),03-04 (on),03-04 (off),total(on),total(off)
2017,10,경원선,한남,119,1,2076,535,2932,4780,5728,8742,6959,14718,5914,11045,5674,6493,6455,5367,7098,5735,6884,6218,6852,6259,7814,5917,9060,6928,12299,7979,14933,8605,8161,7949,5849,4806,5298,4202,4426,3443,1919,2730,88,605,0,0,0,0,0,0,123057,128436
2017,10,경원선,옥수,2,0,2,4,19,31,26,35,94,292,55,185,26,205,15,242,14,83,21,23,36,20,15,10,307,10,535,37,56,35,456,30,20,9,17,6,40,4,10,0,0,0,0,0,0,0,0,0,1261,3781
2017,10,경원선,응봉,87,0,1399,265,2948,962,7101,2084,7577,3371,5359,2011,4081,1574,4556,1657,3462,1865,3285,2432,3009,2650,2786,3394,3037,3727,3157,4289,2979,5421,1927,4852,1395,3428,1054,2754,840,2650,334,1833,22,477,0,0,0,0,0,0,51696,62325
2017,10,경원선,왕십리(성동구청),711,7,5417,1243,8517,5362,24465,11992,37328,25462,24330,23689,16339,20742,17685,23234,22100,26719,25156,30030,25805,28390,28241,31489,32739,35739,36702,44041,37247,66691,30206,58852,29934,34596,33045,28777,33815,28157,17059,15622,1123,6494,0,1,0,0,0,0,547329,489270
2017,10,경원선,청량리(서울시립대입구),921,3,7308,1114,8314,10849,21199,15701,27221,24527,26792,29897,25066,28178,26676,34489,25457,32503,32923,35109,30317,35696,33978,33455,38293,34182,36154,36743,29579,44330,28698,37579,28055,23465,21132,20261,14801,15850,4362,10877,109,5039,0,0,0,0,0,0,509847,468451
2017,10,경원선,외대앞,897,1,7109,1868,11093,4458,27156,6081,34856,24689,23611,15008,18345,18647,17767,16841,18900,17867,20489,14852,20092,17800,21122,16536,22880,20081,27572,24759,23606,31153,15801,29898,13938,20228,14731,19372,13011,19357,6907,16156,370,4217,0,0,0,0,0,0,339869,361373
2017,10,경원선,신이문,1168,3,8864,1660,15171,3434,40727,4617,42282,8743,27038,5953,19765,6346,16454,7158,16614,8744,15683,10228,13458,11562,11562,14423,11338,18572,11530,22652,11464,29772,7491,28772,5269,19043,3912,17428,2902,17364,1250,12195,70,3002,0,0,0,0,0,0,251671,284861
2017,10,경원선,석계,1477,29,6627,2741,13813,5350,28921,7958,32821,13872,26447,10659,21326,9870,19847,11553,19261,13372,18937,15272,17532,16228,16943,18695,16574,23596,17494,30774,16620,41652,12264,36674,9679,25630,9037,22285,7894,22006,3784,13799,208,3691,0,0,0,0,0,0,345706,318046
2017,10,경원선,광운대,1776,9,6214,2088,13916,3514,35496,6604,31672,19476,19929,12606,15494,12164,14111,14531,14956,11269,14681,12798,14094,13488,14341,13197,16063,16244,18367,19624,15722,24917,9794,24618,8813,17548,8379,15087,7608,14419,4107,11690,342,6347,0,0,0,0,0,0,272238,286116
2017,10,경원선,월계,434,3,4761,1407,5848,2164,14221,7023,16483,12079,12790,16418,11197,8896,10751,6117,11666,8372,11457,10104,9864,8616,10440,8957,16184,11256,14961,12996,11379,13661,6901,12546,5588,8461,5272,6980,4848,6878,1601,4620,162,1200,0,0,0,0,0,0,168754,188391
