year,month,line,station,04-05 (on),04-05 (off),05-06 (on),05-06 (off),06-07 (on),06-07 (off),07-08 (on),07-08 (off),08-09 (on),08-09 (off),09-10 (on),09-10 (off),10-11 (on),10-11 (off),11-12 (on),11-12 (off),12-13 (on),12-13 (off),13-14 (on),13-14 (off),14-15 (on),14-15 (off),15-16 (on),15-16 (off),16-17 (on),16-17 (off),17-18 (on),17-18 (off),18-19 (on),18-19 (off),19-20 (on),19-20 (off),20-21 (on),20-21 (off),21-22 (on),21-22 (off),22-23 (on),22-23 (off),23-24 (on),23-24 (off),00-01 (on),00-01 (off),01-02 (on),01-02 (off),02-03 (on),02-03 (off),03-04 (on),03-04 (off),total(on),total(off)
2017,4,경춘선,마석,23,2,1269,635,5947,3402,17765,6695,12966,10746,9733,5516,8116,4753,6811,5579,7228,4899,5871,5818,5846,6099,5706,7869,7538,6710,7933,9910,8691,10284,4288,12770,3185,8037,2472,6074,1824,5810,925,3862,32,1340,0,0,0,0,0,0,126810,126163
2017,4,경춘선,가평,1,0,695,98,1488,1202,3182,3449,4724,7417,3347,6740,3511,7283,5297,8367,4163,9570,4500,5086,5374,5813,7149,4769,8970,3442,9798,4180,8368,3545,4289,3668,2535,1969,1500,1840,754,1749,328,1249,9,464,0,0,0,0,0,0,81900,81998
2017,4,1호선,서울역,787,27,12315,9306,15963,61034,40271,113648,70486,226324,60100,136834,63211,78585,81430,73850,90631,81280,89426,82905,80022,80209,105073,83004,109770,85112,140828,93371,220543,100326,134560,82273,94003,56334,97921,52674,70277,42875,31486,23395,4528,8039,5,450,0,0,0,0,1571855,1614866
2017,4,1호선,시청,61,2,2318,4614,3999,26595,7836,76512,10365,174309,13603,79471,16527,45751,23150,43602,25425,41239,32073,51436,38728,49910,51815,36866,60276,29345,71793,28277,140959,29096,80556,17702,58376,9526,60924,8397,40423,6717,15322,4240,966,1349,1,24,0,0,0,0,764980,757452
2017,4,1호선,종각,88,2,4424,4791,5534,27688,8766,112582,15704,274463,17946,147180,24086,76591,34736,70462,43159,64826,59034,71468,66763,61087,78630,52993,87459,52935,119747,62316,233863,83088,138402,60274,121210,24895,141339,14864,116178,9617,53024,6451,4181,1734,1,3,0,1,0,0,1280311,1376203
2017,4,1호선,종로3가,199,5,5993,2345,4884,14039,8066,31991,13662,92814,17678,97814,27088,79633,40592,83149,53941,82848,68718,85483,75553,77047,83954,64128,91824,55961,98422,54817,124103,64130,101428,44262,73403,18489,80208,12478,65322,9453,28146,6769,2887,2813,0,18,1,1,0,0,980487,1067890
2017,4,1호선,종로5가,45,1,2364,3334,3838,16053,6264,45920,11036,126616,14658,77726,23113,61486,33702,66631,44229,62671,56382,59874,63852,56873,68855,50109,69026,44171,79931,40622,117925,40241,78304,27177,49156,12971,42891,9218,30875,6537,12364,4410,868,1176,1,0,0,0,0,0,813817,811651
2017,4,1호선,동대문,632,3,15637,2300,12717,9143,20838,18269,26550,37857,25016,34870,23303,35881,24361,40069,30328,39661,33199,40083,35015,38455,36667,35445,35007,34648,35866,33969,36238,35176,27747,36014,21978,27720,19029,21386,16898,19785,9225,16350,1158,5103,0,76,0,0,0,0,562263,488794
2017,4,1호선,신설동,280,10,9443,2319,11720,7847,23144,29798,30821,79143,23961,42896,21480,26925,24190,24275,25284,23245,28424,25207,27533,22757,31217,23591,32957,23200,42362,28903,64978,30056,34038,25569,20407,17680,19049,17224,14024,17332,6146,11439,473,2540,0,2,0,0,0,0,481958,493668
2017,4,1호선,제기동,269,4,4873,2655,10249,10375,26244,21640,34598,53236,26534,39293,28581,43928,37020,53755,44398,55971,49823,58772,54750,53526,60899,47230,59941,38563,50839,31850,48873,30639,27457,24579,15978,15029,13616,13384,9541,13378,3799,9834,267,2097,0,0,0,0,0,0,619738,610297
2017,4,2호선,시청,36,2,1433,1826,2802,21476,6084,82546,9405,188014,12453,80348,16909,31005,23374,29545,25406,27840,31314,36706,35135,34161,43144,27839,50676,24100,70259,23338,158288,24993,82307,16214,50892,9016,49071,7969,33139,7563,14310,5220,1899,1754,4,86,0,0,0,0,681561,720321
2017,4,2호선,을지로입구,124,1,3344,3047,3675,30950,8495,134610,16329,311548,22688,160136,30832,86094,41385,92135,46600,73666,61715,76940,70813,68775,85006,66772,97790,65076,125754,68077,271463,76644,168106,53556,154472,29034,129454,22589,89831,19327,45190,11932,5069,4480,5,1121,0,0,0,0,1456510,1480033
2017,4,2호선,을지로3가,21,1,1243,1607,2650,16447,5745,69677,10782,155916,15665,77157,19013,37614,22119,29994,24366,24722,27911,27784,31308,25047,33803,22432,38600,21481,55197,22805,124168,24569,71741,16787,42763,9465,40113,8724,29567,7989,13588,6211,2486,1662,0,70,0,0,0,0,608161,614845
2017,4,2호선,을지로4가,5,0,964,814,1655,8975,3322,25492,6528,80264,9704,44817,13307,26493,15662,24724,18674,22703,21746,21911,24669,21674,27024,19189,30440,17116,38477,14865,70239,13441,45650,8881,20579,5011,15702,4658,10599,4854,5126,3830,914,906,0,23,0,0,0,0,370641,382998
2017,4,2호선,동대문역사문화공원,279,4,10336,1164,6900,9209,8612,31896,13824,67119,16277,43498,18797,39732,22843,37878,26897,38560,30404,43334,33654,41457,41090,38375,50627,35722,54001,37684,62686,43787,51944,52684,38071,37211,36087,27820,33334,22738,22793,16187,3523,5675,1,132,0,0,0,0,671866,584718
2017,4,2호선,신당,47,0,7637,1498,14031,10257,29830,20640,44137,47621,27932,30225,21250,22896,22234,22947,24755,22937,26339,25394,26191,25757,26701,26221,30301,29343,33855,34450,41493,43319,30256,36729,20986,24293,18867,22601,14068,23248,8254,14992,1114,5086,3,35,0,0,0,0,490489,472251
2017,4,2호선,상왕십리,16,0,5764,727,14996,5722,39816,11500,57332,38643,31477,21603,21534,13343,19706,11932,20183,13509,20278,15685,17752,16035,17938,18217,19752,21859,22391,25564,28180,37225,21164,34336,13314,23727,11798,22809,8988,23770,3897,15070,560,5134,5,21,0,1,0,0,376432,398842
2017,4,2호선,왕십리(성동구청),571,9,8248,1390,13514,8669,33925,16460,52058,33933,33665,25208,24565,18491,24778,18659,29407,21954,31286,23706,30371,22284,32230,24305,39007,27556,47023,36434,51444,56385,36782,48830,33421,30930,37645,27273,38751,28764,25901,19619,4100,8038,4,54,0,0,0,0,498951,630142
2017,4,2호선,한양대,7,1,1870,561,3224,6602,6431,22453,9629,79386,7319,79731,9592,61853,13454,25733,18552,36742,19787,28821,23980,23072,31906,16477,45700,14289,54606,17375,43694,23699,25898,14688,22817,8315,30376,7667,24267,7662,13963,5233,2609,1651,2,6,0,0,0,0,482017,411693
2017,4,2호선,뚝섬,22,2,4993,2010,10901,17451,28216,32297,37486,108008,24555,50477,18935,23108,19488,18992,22483,21619,22516,23135,21986,21900,25767,23467,30914,25569,37117,30335,82768,44877,48771,33286,27245,20607,29712,19229,20149,18980,7956,12619,1112,4116,0,115,0,0,0,0,552199,525087
2017,4,2호선,성수,28,1,6124,3837,12326,28347,28355,72202,36980,243657,29428,83744,24697,35539,26138,30058,27785,28375,32474,33046,33819,32481,37931,33374,44288,34645,58857,37929,164582,45052,93962,38042,48025,23127,43912,20449,32365,19707,14785,14260,2112,8502,2,1350,2,3,0,0,867727,800966
2017,4,2호선,건대입구,460,14,22445,1801,30876,18247,70360,28277,116730,73853,77800,60270,48522,55507,47777,57971,55964,69566,64379,75712,63848,75006,68165,79594,75930,92870,88995,123138,104136,185524,92392,168804,93350,101048,104235,88464,109171,83838,67237,50769,10191,16762,10,1192,0,0,0,0,1508227,1414530
2017,4,2호선,구의(광진구청),10,1,13834,1494,27463,14062,75243,18567,117252,43738,66731,29732,38345,22540,33495,21722,33880,24150,35294,27524,30445,29090,29271,34483,33573,39958,37866,49464,47893,77739,28472,73732,21609,50403,20883,50953,17445,50785,9346,29807,1564,9747,2,166,0,0,0,0,699857,721923
2017,4,2호선,강변(동서울터미널),28,0,10910,4522,33571,36591,107050,46536,153088,64719,115223,60268,91776,55653,87929,56884,84786,63923,84019,75110,77499,79871,76596,91793,78755,104316,90097,115302,98067,150785,85520,136439,69235,96757,62789,88321,49010,82530,18222,44196,2407,10500,8,168,0,2,0,0,1465186,1478574
2017,4,2호선,잠실나루,8,0,3172,1730,17363,9999,57649,23630,66144,45593,40628,32324,30795,23992,29437,21550,30861,24157,27894,26790,27679,25939,28145,25892,32814,27458,35433,31750,39988,46830,24008,45564,17922,30923,19221,27973,10533,28576,4555,18133,676,5710,2,31,0,1,0,0,524545,546936
2017,4,2호선,잠실(송파구청),94,9,15302,6213,55836,51326,154933,101318,216466,175847,153183,176974,102299,128468,102509,150030,115083,150878,135894,165927,142348,169940,166032,174897,195857,184595,234447,198908,293818,264476,229711,228790,212073,145196,219278,117819,167853,115655,60332,70149,5600,17498,5,74,0,1,0,0,2794988,2980876
2017,4,경춘선,백양리,0,0,46,25,84,35,105,292,161,446,271,394,414,621,575,727,459,594,478,542,590,356,759,422,575,337,483,143,403,153,284,118,171,133,107,79,47,67,22,63,0,10,0,0,0,0,0,0,5557,8051
2017,4,경춘선,강촌,0,0,134,34,486,146,517,556,609,3862,810,2964,1495,4150,2319,3111,2246,1628,2130,1799,2778,1277,3838,1320,4504,1306,3748,1013,2682,1090,1328,802,723,546,464,565,257,395,72,297,17,56,0,0,0,0,0,0,26917,33174
2017,4,경춘선,김유정,1,0,69,18,239,104,669,429,477,1101,479,1845,589,4309,887,3968,1332,2483,1872,1593,2437,1843,2612,1364,2848,1062,2290,798,1673,636,939,370,339,211,176,193,46,186,12,142,1,38,0,0,0,0,0,0,22693,22003
2017,4,경춘선,남춘천,333,2,1557,5,3793,995,4332,3226,5848,7932,6457,8702,5702,6233,5544,11830,6058,11370,7493,5675,8315,6692,8625,5543,9384,5229,8428,8704,7294,4757,5519,9154,4179,4822,3732,3194,2866,4718,698,2707,16,1816,0,0,0,0,0,0,113306,107857
2017,4,경춘선,춘천,267,1,531,4,1728,453,2258,1858,2879,6946,3243,6833,2721,5125,3321,8738,3522,5775,5113,5392,6530,3481,10035,4241,10649,3045,10077,4283,7893,2583,4579,4125,3165,2194,2138,1856,1306,1994,283,1032,15,1205,0,0,0,0,0,0,71164,84003
2017,4,공항철도 1호선,서울역,138,0,5533,1101,6341,11379,10342,14998,14710,23417,13871,19009,15904,16428,19204,15837,21284,15315,20296,16029,17837,15309,25145,16175,26126,14879,28054,16336,30298,18688,23289,17025,17296,11691,20588,11099,13596,10400,6442,4885,156,2699,0,0,0,0,0,0,272699,338329
2017,4,공항철도 1호선,공덕,38,0,1418,110,2351,813,4668,2342,4964,7994,3263,3100,2355,2204,2124,2034,2135,2230,2152,2629,2145,2375,2209,2645,2086,3052,2730,4305,5368,7280,3777,6683,2454,3845,2469,3571,1946,3880,1125,2709,97,1206,0,1,0,0,0,0,65008,53853
2017,4,공항철도 1호선,홍대입구,202,11,4585,503,6545,2930,10845,6685,13291,19739,11062,17205,10570,14084,10929,13316,11242,15518,11700,16661,12481,15882,14575,16436,16118,16783,19520,19325,25888,26279,21122,25049,18644,13637,23384,11879,24327,11133,12580,9727,1183,2616,2,5,0,0,0,0,275403,282610
2017,4,공항철도 1호선,디지털미디어시티,51,0,3157,735,6365,5516,16116,20147,16954,91731,10970,32224,8079,14869,8591,11562,10917,12581,12056,13397,12551,11963,13974,10755,16220,10825,25754,12361,84631,16706,37903,15256,23256,9378,23616,7797,19722,7457,7879,4853,953,2143,0,1,0,0,0,0,312257,361681
2017,4,공항철도 1호선,김포공항,15,0,2777,1828,4446,11399,9493,21494,14930,20668,17905,12231,16555,9967,16395,11198,15797,12021,18917,11392,20788,10620,19471,10278,16768,12592,23698,14211,32723,14344,23623,10434,17784,5563,17113,4108,19177,3503,7795,2368,215,1166,0,22,0,0,0,0,201407,318387
2017,4,공항철도 1호선,계양,24,0,9182,655,24095,2530,66702,4750,55378,6864,31255,5840,21564,5472,18653,5126,17385,5677,14818,8471,12160,11204,11236,13520,11926,17586,12747,22591,10875,39357,7008,47144,5253,30088,3872,31114,3222,30768,1499,21236,218,4884,0,0,0,0,0,0,314877,341065
2017,4,공항철도 1호선,검암,56,7,11597,811,20538,4863,45890,8692,33346,16470,18805,8696,14066,5559,14270,6092,13130,7724,11938,8602,10219,8974,10626,11890,11430,14259,13086,17838,17638,27348,10248,35709,6949,23018,6598,22774,5056,23939,2297,15765,607,8037,1,0,0,0,0,0,277067,280352
2017,4,공항철도 1호선,청라국제도시,2,4,3267,183,14690,3474,27523,6713,16856,7371,9732,4350,8138,2878,7541,2945,7102,3061,6143,3821,4984,5131,5343,5458,6431,7687,9058,9274,8924,13088,3625,19721,3175,13782,2535,9943,1793,13227,912,8296,120,2024,0,0,0,0,0,0,142431,149909
2017,4,공항철도 1호선,운서,17,2,4910,409,8282,7264,13959,8034,11620,15179,8610,11689,8654,6378,8453,6431,8837,5073,7868,5573,7816,7163,8429,6209,11311,9627,15157,9891,15439,13471,7719,12480,7365,11976,6945,9693,4890,11267,2636,9446,188,3806,0,0,0,0,0,0,171061,171105
2017,4,1호선,동묘앞,74,2,3281,875,4268,4308,8015,13190,10020,34639,9430,21472,10469,21718,15636,29171,21923,32116,28592,36554,32248,35959,37376,29823,38012,23354,35363,19476,34862,14103,19063,9898,9134,7201,7857,7002,5383,7599,2530,4719,328,3391,1,241,0,0,0,0,356811,335808
2017,4,공항철도 1호선,영종,5,2,1398,71,3909,1575,6992,1620,5547,1698,4164,1889,3761,1541,3319,1881,2974,1901,2694,1996,2465,2265,2681,2707,2975,3138,3622,3754,2739,5331,1755,4275,1403,4944,1120,4075,766,4262,412,3599,65,1056,0,0,0,0,0,0,53580,56778
2017,4,과천선,선바위,4,0,1201,1419,6905,10054,24675,22910,30534,27217,20576,16800,14689,8764,12758,8212,12444,8873,13194,8560,12137,8790,11909,9695,15202,11208,22229,14188,39082,19191,21520,17601,12497,11818,10637,11449,6596,11698,2509,6179,281,2182,2,5,0,0,0,0,236813,293594
2017,4,과천선,경마공원,1,1,349,535,762,4861,1892,8520,3065,21538,2525,39030,2439,50576,3448,32938,5351,29148,7584,27971,12354,22767,17369,13997,28571,8291,49488,4720,104737,4334,20506,3404,7000,1985,3733,1853,1144,1707,343,892,54,343,0,3,0,0,0,0,279414,274731
2017,4,과천선,대공원,3,0,38,566,394,4029,651,5614,1094,29840,1714,42918,2497,43979,8418,35170,17646,30613,18867,32037,25079,30013,34981,18836,41669,10487,43228,4958,41646,3408,23572,2007,13140,973,10066,963,2171,658,344,412,65,118,1,3,0,0,0,0,297602,289298
2017,4,과천선,과천,3,1,1338,344,6050,3461,17796,3831,18818,8724,13244,6083,9325,5509,8577,4598,9262,4799,9250,5677,8311,6094,8099,6722,10676,7484,10100,8243,8576,11766,4900,11395,2963,7596,2288,8372,1861,8745,536,5554,125,1682,1,10,0,0,0,0,126690,154113
2017,4,과천선,정부과천청사,21,2,1760,1926,6620,7568,21459,28022,22222,82197,19099,27225,17405,20221,17021,16165,18331,15036,22058,17981,25541,16767,22857,14851,25120,14342,32543,18364,64550,25973,24990,28781,18265,13390,25898,11680,15062,9668,3900,6570,445,1946,0,8,0,0,0,0,378683,407163
2017,4,공항철도 1호선,공항화물청사,3,0,490,657,1252,6948,1969,17892,2707,25650,2288,5422,959,2154,1009,3307,1327,4917,1879,1917,2453,1298,3369,1093,4994,1485,9201,1518,20492,896,6871,1916,3977,2455,4518,1545,3977,488,904,289,10,81,0,0,0,0,0,0,81928,76663
2017,4,과천선,평촌,36,0,4457,2353,20671,8676,63446,25682,55351,69230,32541,29651,23918,16856,21951,15988,23014,16451,22290,20318,20293,19827,20525,20051,22472,24709,31256,29910,51566,44507,27323,51313,20957,28820,20502,25922,16249,24025,6923,15536,1168,7078,0,13,0,0,0,0,496916,508890
2017,4,과천선,범계,125,14,8275,3251,35560,11799,106069,29504,96324,72052,60121,55630,44553,35481,42875,37924,46942,38856,47335,46126,44599,43854,45025,47314,48901,56113,55567,71134,71562,101801,52007,100534,51443,58248,44240,45745,37964,43536,15856,27356,2264,12355,1,24,0,0,0,0,938651,959500
2017,4,분당선,선릉,14,0,1151,1005,2010,9083,4255,45315,6304,135870,5551,85667,5936,31586,7520,21471,8294,20864,9851,21832,10239,18970,12504,17178,16771,17768,23192,20320,54293,24675,28244,19666,17214,9537,17157,7143,15197,6538,5404,4625,318,1003,0,0,0,0,0,0,520116,253422
2017,4,공항철도 1호선,인천국제공항,30,0,10857,5468,14347,25632,18613,43804,20789,36759,21201,25351,18844,26292,19884,37404,24077,34636,25830,30097,29317,26124,32891,26526,33742,26610,38681,25896,43146,24071,31406,21741,25879,13391,24239,10507,24498,7115,9554,6066,1,5358,0,0,0,0,0,0,458848,469813
2017,4,분당선,도곡,19,0,1146,1326,3443,5561,10481,17123,15806,26956,12157,19471,9607,8766,10145,9048,10174,8747,10744,10016,10805,9245,12046,10219,14469,10853,16258,12451,24146,14445,13739,13444,8576,9245,8034,8630,6492,8438,1843,5681,95,849,0,0,0,0,0,0,210514,202223
2017,4,과천선,인덕원,70,2,8964,2197,29393,11489,96817,32305,89547,105889,59490,45659,43391,27633,38536,24486,39906,24156,40568,28408,35333,30376,34782,32328,39526,38760,49722,50896,81276,77508,42135,79201,28848,46797,29403,44134,21654,42744,8675,31715,1265,10939,2,19,0,0,0,0,787641,821250
2017,4,분당선,한티,21,2,1812,929,7387,6939,23344,24372,28467,47324,21210,47121,16579,24139,18786,19052,23252,22392,22590,25117,19689,22499,22297,23038,25533,25280,31900,31632,41587,33716,29592,28814,34626,18149,21616,15366,24876,15473,5851,9983,242,1198,0,0,0,0,0,0,442535,423253
2017,4,1호선,청량리(서울시립대입구),1600,32,13697,4021,20171,14264,50541,26262,68324,49538,49082,48010,41014,45869,45793,53870,50802,60049,54754,70512,56783,68055,64631,61519,73511,58020,70743,60267,62616,70716,45052,59005,35344,36897,28418,34018,20573,35101,8381,23312,520,7196,1,1,2,2,0,0,886536,862770
2017,4,2호선,잠실새내,45,0,6956,1158,22464,10720,76192,22510,97156,35369,60953,38559,41149,28616,39204,30047,40770,36097,40415,41214,35818,42017,36525,47030,42283,55593,46031,68720,53427,99322,43409,91397,37056,58062,44364,48502,44441,46478,27667,27383,4060,8661,7,23,1,0,0,0,837478,842365
2017,4,2호선,종합운동장,40,2,2878,1284,9667,15046,26696,34210,35738,40285,27273,25406,18896,19090,19506,18382,19396,29068,21321,53131,18544,31503,21714,37747,34343,62332,48995,69338,42050,104991,32338,56999,35934,23171,74640,20878,86020,23135,7908,13229,473,3739,5,155,0,0,0,0,683121,586352
2017,4,2호선,삼성(무역센터),163,1,5507,5536,10067,39900,22971,122792,30697,329189,29648,244392,30369,112397,41962,95764,54338,87990,70676,96157,81330,89282,100482,73975,119567,69196,153921,70312,285359,81839,191353,59400,140304,29037,124927,23164,92393,22058,28256,11603,3799,6512,2,2078,0,0,0,0,1672574,1619945
