"사용일자","호선명","역명","승차총승객수","하차총승객수","등록일자"
"20190416","경부선","금천구청","14892","14546","20190419"
"20190416","경부선","가산디지털단지","21047","24337","20190419"
"20190416","경부선","구로","23850","24325","20190419"
"20190416","경부선","신길","12008","9927","20190419"
"20190416","경부선","신도림","4758","4716","20190419"
"20190416","경부선","영등포","48168","49971","20190419"
"20190416","경부선","대방","17054","17495","20190419"
"20190416","경부선","노량진","13279","12642","20190419"
"20190416","경부선","용산","37138","38568","20190419"
"20190416","경부선","남영","13879","15033","20190419"
"20190416","경부선","서울역","5796","1392","20190419"
"20190416","경강선","여주","2801","2751","20190419"
"20190416","경강선","세종대왕릉","306","318","20190419"
"20190416","경강선","부발","1956","1876","20190419"
"20190416","경강선","이천","2791","2920","20190419"
"20190416","경강선","신둔도예촌","1533","1342","20190419"
"20190416","경강선","곤지암","2656","2602","20190419"
"20190416","경강선","초월","3045","2984","20190419"
"20190416","경강선","경기광주","8021","7615","20190419"
"20190416","경강선","삼동","2616","2188","20190419"
"20190416","경강선","이매","1374","1237","20190419"
"20190416","경강선","판교","4601","4522","20190419"
"20190416","9호선2~3단계","중앙보훈병원","8437","7784","20190419"
"20190416","9호선2~3단계","둔촌오륜","1144","1020","20190419"
"20190416","9호선2~3단계","올림픽공원(한국체대)","5406","5692","20190419"
"20190416","9호선2~3단계","한성백제","2214","1975","20190419"
"20190416","9호선2~3단계","송파나루","3869","3957","20190419"
"20190416","9호선2~3단계","석촌","6978","5625","20190419"
"20190416","9호선2~3단계","석촌고분","5032","5183","20190419"
"20190416","9호선2~3단계","삼전","5709","5560","20190419"
"20190416","9호선2~3단계","종합운동장","4928","4616","20190419"
"20190416","9호선2~3단계","봉은사","17532","17696","20190419"
"20190416","9호선2~3단계","삼성중앙","6915","7114","20190419"
"20190416","9호선2~3단계","선정릉","9924","10782","20190419"
"20190416","9호선2~3단계","언주","10406","10525","20190419"
"20190416","9호선","신논현","35589","35697","20190419"
"20190416","9호선","사평","3860","3746","20190419"
"20190416","9호선","고속터미널","13455","18841","20190419"
"20190416","9호선","신반포","3657","3631","20190419"
"20190416","9호선","구반포","3417","3753","20190419"
"20190416","9호선","동작(현충원)","3063","2503","20190419"
"20190416","9호선","흑석(중앙대입구)","12646","12789","20190419"
"20190416","9호선","노들","5293","4559","20190419"
"20190416","9호선","노량진","31881","32167","20190419"
"20190416","9호선","샛강","6051","6223","20190419"
"20190416","9호선","여의도","27959","27998","20190419"
"20190416","9호선","국회의사당","20920","20817","20190419"
"20190416","9호선","당산","21923","21236","20190419"
"20190416","9호선","선유도","8437","8141","20190419"
"20190416","9호선","신목동","5087","4534","20190419"
"20190416","9호선","염창","19677","19268","20190419"
"20190416","9호선","등촌","11995","12039","20190419"
"20190416","9호선","증미","8115","8150","20190419"
"20190416","9호선","가양","24351","23751","20190419"
"20190416","9호선","양천향교","10338","10654","20190419"
"20190416","9호선","마곡나루","11469","11423","20190419"
"20190416","9호선","신방화","8324","8130","20190419"
"20190416","9호선","공항시장","3248","3742","20190419"
"20190416","9호선","김포공항","9252","11736","20190419"
"20190416","9호선","개화","8348","5381","20190419"
"20190416","8호선","모란","5043","3710","20190419"
"20190416","8호선","수진","5717","5332","20190419"
"20190416","8호선","신흥","4996","5341","20190419"
"20190416","8호선","단대오거리","13736","12737","20190419"
"20190416","8호선","남한산성입구(성남법원.검찰청)","18153","16976","20190419"
"20190416","8호선","산성","6899","6837","20190419"
"20190416","8호선","복정","15043","12491","20190419"
"20190416","8호선","장지","21335","20226","20190419"
"20190416","8호선","문정","23944","24992","20190419"
"20190416","8호선","가락시장","9383","10865","20190419"
"20190416","8호선","송파","11433","10659","20190419"
"20190416","8호선","석촌","9277","11187","20190419"
"20190416","8호선","잠실(송파구청)","16648","19315","20190419"
"20190416","8호선","몽촌토성(평화의문)","7369","7792","20190419"
"20190416","8호선","강동구청","12469","12598","20190419"
"20190416","8호선","천호(풍납토성)","20635","23370","20190419"
"20190416","8호선","암사","22269","19529","20190419"
"20190416","7호선","부평구청","14554","11633","20190419"
"20190416","7호선","굴포천","10675","11242","20190419"
"20190416","7호선","삼산체육관","6590","5893","20190419"
"20190416","7호선","상동","16140","17103","20190419"
"20190416","7호선","부천시청","14300","14335","20190419"
"20190416","7호선","신중동","17500","17411","20190419"
"20190416","7호선","춘의","11263","11125","20190419"
"20190416","7호선","부천종합운동장","6976","6019","20190419"
"20190416","7호선","까치울","9377","8907","20190419"
"20190416","7호선","온수(성공회대입구)","14247","13659","20190419"
"20190416","7호선","천왕","11296","10508","20190419"
"20190416","7호선","광명사거리","30732","29933","20190419"
"20190416","7호선","철산","28326","28864","20190419"
"20190416","7호선","가산디지털단지","51333","51757","20190419"
"20190416","7호선","남구로","19584","20875","20190419"
"20190416","7호선","대림(구로구청)","11198","11270","20190419"
"20190416","7호선","신풍","13629","12904","20190419"
"20190416","7호선","보라매","11721","11940","20190419"
"20190416","7호선","신대방삼거리","20496","19544","20190419"
"20190416","7호선","장승배기","12919","12592","20190419"
"20190416","7호선","상도","14637","14604","20190419"
"20190416","7호선","숭실대입구(살피재)","21110","21310","20190419"
"20190416","7호선","남성","14376","13320","20190419"
"20190416","7호선","이수","19252","18891","20190419"
"20190416","7호선","내방","17555","17993","20190419"
"20190416","7호선","고속터미널","20137","18364","20190419"
"20190416","7호선","반포","7673","7540","20190419"
"20190416","7호선","논현","23122","24857","20190419"
"20190416","7호선","학동","26808","29061","20190419"
"20190416","7호선","강남구청","18065","20076","20190419"
"20190416","7호선","청담","24315","27616","20190419"
"20190416","7호선","뚝섬유원지","10564","10230","20190419"
"20190416","7호선","건대입구","17525","18147","20190419"
"20190416","7호선","어린이대공원(세종대)","22070","22970","20190419"
"20190416","7호선","군자(능동)","16973","13143","20190419"
"20190416","7호선","중곡","12059","11192","20190419"
"20190416","7호선","용마산","7453","7043","20190419"
"20190416","7호선","사가정","18737","18814","20190419"
"20190416","7호선","면목","20464","20037","20190419"
"20190416","7호선","상봉(시외버스터미널)","19808","18762","20190419"
"20190416","7호선","중화","13803","13567","20190419"
"20190416","7호선","먹골","12071","11912","20190419"
"20190416","7호선","태릉입구","11096","10820","20190419"
"20190416","7호선","공릉(서울과학기술대)","15667","15514","20190419"
"20190416","7호선","하계","23769","22571","20190419"
"20190416","7호선","중계","19096","17771","20190419"
"20190416","7호선","노원","23583","24944","20190419"
"20190416","7호선","마들","14320","13493","20190419"
"20190416","7호선","수락산","15724","15353","20190419"
"20190416","7호선","도봉산","12158","13949","20190419"
"20190416","7호선","장암","2876","978","20190419"
"20190416","6호선","봉화산(서울의료원)","12312","10963","20190419"
"20190416","6호선","화랑대(서울여대입구)","16191","12549","20190419"
"20190416","6호선","태릉입구","6661","8168","20190419"
"20190416","6호선","석계","15937","16396","20190419"
"20190416","6호선","돌곶이","10263","9675","20190419"
"20190416","6호선","상월곡(한국과학기술연구원)","7883","7656","20190419"
"20190416","6호선","월곡(동덕여대)","16171","15383","20190419"
"20190416","6호선","고려대(종암)","12466","11955","20190419"
"20190416","6호선","안암(고대병원앞)","17683","18129","20190419"
"20190416","6호선","보문","8769","7959","20190419"
"20190416","6호선","창신","4739","4018","20190419"
"20190416","6호선","동묘앞","10239","10927","20190419"
"20190416","6호선","신당","10627","11287","20190419"
"20190416","6호선","청구","4504","4975","20190419"
"20190416","6호선","약수","4796","4712","20190419"
"20190416","6호선","버티고개","3003","2816","20190419"
"20190416","6호선","한강진","8975","10320","20190419"
"20190416","6호선","이태원","14149","14800","20190419"
"20190416","6호선","녹사평(용산구청)","6375","6045","20190419"
"20190416","6호선","삼각지","7841","6740","20190419"
"20190416","6호선","효창공원앞","9003","8610","20190419"
"20190416","6호선","공덕","22770","22278","20190419"
"20190416","6호선","대흥(서강대앞)","11551","12135","20190419"
"20190416","6호선","광흥창(서강)","11348","10942","20190419"
"20190416","6호선","상수","11356","12736","20190419"
"20190416","6호선","합정","16538","14678","20190419"
"20190416","6호선","망원","15828","16745","20190419"
"20190416","6호선","마포구청","17525","15550","20190419"
"20190416","6호선","월드컵경기장(성산)","5893","6313","20190419"
"20190416","6호선","디지털미디어시티","16130","17872","20190419"
"20190416","6호선","증산(명지대앞)","12534","12216","20190419"
"20190416","6호선","새절(신사)","17211","16274","20190419"
"20190416","6호선","구산","9485","6983","20190419"
"20190416","6호선","연신내","2","0","20190419"
"20190416","6호선","독바위","3321","3476","20190419"
"20190416","6호선","불광","5659","5632","20190419"
"20190416","6호선","역촌","4593","5379","20190419"
"20190416","6호선","응암","21140","21010","20190419"
"20190416","5호선","마천","6499","6394","20190419"
"20190416","5호선","거여","9339","8678","20190419"
"20190416","5호선","개롱","8343","8565","20190419"
"20190416","5호선","오금","4693","4617","20190419"
"20190416","5호선","방이","8490","8978","20190419"
"20190416","5호선","올림픽공원(한국체대)","5902","5123","20190419"
"20190416","5호선","둔촌동","10322","10342","20190419"
"20190416","5호선","상일동","15629","13031","20190419"
"20190416","5호선","고덕","11864","11558","20190419"
"20190416","5호선","명일","9499","10045","20190419"
"20190416","5호선","굽은다리(강동구민회관앞)","11225","10621","20190419"
"20190416","5호선","길동","8578","9046","20190419"
"20190416","5호선","강동","23299","20168","20190419"
"20190416","5호선","천호(풍납토성)","21761","22924","20190419"
"20190416","5호선","광나루(장신대)","17071","15265","20190419"
"20190416","5호선","아차산(어린이대공원후문)","17487","16655","20190419"
"20190416","5호선","군자(능동)","12856","13912","20190419"
"20190416","5호선","장한평","21483","21295","20190419"
"20190416","5호선","답십리","19296","17712","20190419"
"20190416","5호선","마장","7638","7514","20190419"
"20190416","5호선","왕십리(성동구청)","5664","6354","20190419"
"20190416","5호선","행당","10229","9021","20190419"
"20190416","5호선","신금호","7400","7657","20190419"
"20190416","5호선","청구","4934","4484","20190419"
"20190416","5호선","동대문역사문화공원","3589","4273","20190419"
"20190416","5호선","을지로4가","6092","6652","20190419"
"20190416","5호선","종로3가","16961","16555","20190419"
"20190416","5호선","광화문(세종문화회관)","41836","44518","20190419"
"20190416","5호선","서대문","23403","24021","20190419"
"20190416","5호선","충정로(경기대입구)","5819","5943","20190419"
"20190416","5호선","애오개","9287","9157","20190419"
"20190416","5호선","공덕","17854","18957","20190419"
"20190416","5호선","마포","17361","17779","20190419"
"20190416","5호선","여의나루","15758","15899","20190419"
"20190416","5호선","여의도","31451","34047","20190419"
"20190416","5호선","신길","3818","4551","20190419"
"20190416","5호선","영등포시장","11130","11917","20190419"
"20190416","5호선","영등포구청","4512","4538","20190419"
"20190416","5호선","양평","8170","8143","20190419"
"20190416","5호선","오목교(목동운동장앞)","27252","29637","20190419"
"20190416","5호선","목동","22635","25386","20190419"
"20190416","5호선","신정(은행정)","15956","11260","20190419"
"20190416","5호선","까치산","35285","33792","20190419"
"20190416","5호선","화곡","35665","32998","20190419"
"20190416","5호선","우장산","18901","18694","20190419"
"20190416","5호선","발산","21569","21806","20190419"
"20190416","5호선","마곡","8062","7530","20190419"
"20190416","5호선","송정","10939","10332","20190419"
"20190416","5호선","김포공항","8229","6834","20190419"
"20190416","5호선","개화산","7206","6710","20190419"
"20190416","5호선","방화","8644","8296","20190419"
"20190416","4호선","남태령","1848","1460","20190419"
"20190416","4호선","사당","33054","29114","20190419"
"20190416","4호선","총신대입구(이수)","24659","27247","20190419"
"20190416","4호선","동작(현충원)","3923","4087","20190419"
"20190416","4호선","이촌(국립중앙박물관)","9841","10950","20190419"
"20190416","4호선","신용산","18659","19275","20190419"
"20190416","4호선","삼각지","5981","6755","20190419"
"20190416","4호선","숙대입구(갈월)","20843","20337","20190419"
"20190416","4호선","서울역","15964","23813","20190419"
"20190416","4호선","회현(남대문시장)","37656","40052","20190419"
"20190416","4호선","명동","42309","44893","20190419"
"20190416","4호선","충무로","40439","40933","20190419"
"20190416","4호선","동대문역사문화공원","23799","21407","20190419"
"20190416","4호선","동대문","29058","28887","20190419"
"20190416","4호선","혜화","43779","44813","20190419"
"20190416","4호선","한성대입구(삼선교)","20612","19717","20190419"
"20190416","4호선","성신여대입구(돈암)","27878","26363","20190419"
"20190416","4호선","길음","29155","28505","20190419"
"20190416","4호선","미아사거리","34340","33263","20190419"
"20190416","4호선","미아(서울사이버대학)","20525","19440","20190419"
"20190416","4호선","수유(강북구청)","43405","42783","20190419"
"20190416","4호선","쌍문","37638","34428","20190419"
"20190416","4호선","창동","33075","35289","20190419"
"20190416","4호선","노원","23973","27250","20190419"
"20190416","4호선","상계","24896","22213","20190419"
"20190416","4호선","당고개","15207","14422","20190419"
"20190416","3호선","오금","8213","7289","20190419"
"20190416","3호선","경찰병원","9281","9350","20190419"
"20190416","3호선","가락시장","11872","11784","20190419"
"20190416","3호선","수서","20447","20416","20190419"
"20190416","3호선","일원","12567","12697","20190419"
"20190416","3호선","대청","12703","11329","20190419"
"20190416","3호선","학여울","2331","2325","20190419"
"20190416","3호선","대치","13955","13721","20190419"
"20190416","3호선","도곡","7084","6913","20190419"
"20190416","3호선","매봉","14612","13805","20190419"
"20190416","3호선","양재(서초구청)","49264","53024","20190419"
"20190416","3호선","남부터미널(예술의전당)","37133","38338","20190419"
"20190416","3호선","교대(법원.검찰청)","18691","12724","20190419"
"20190416","3호선","고속터미널","52848","50159","20190419"
"20190416","3호선","잠원","7774","7440","20190419"
"20190416","3호선","신사","35325","37612","20190419"
"20190416","3호선","압구정","38528","41864","20190419"
"20190416","3호선","옥수","11457","11851","20190419"
"20190416","3호선","금호","10207","9403","20190419"
"20190416","3호선","약수","17092","16441","20190419"
"20190416","3호선","동대입구","14990","17440","20190419"
"20190416","3호선","충무로","1","0","20190419"
"20190416","3호선","을지로3가","13017","13419","20190419"
"20190416","3호선","종로3가","12896","15458","20190419"
"20190416","3호선","안국","28690","30311","20190419"
"20190416","3호선","경복궁(정부서울청사)","27770","28180","20190419"
"20190416","3호선","독립문","9844","10283","20190419"
"20190416","3호선","무악재","4869","5050","20190419"
"20190416","3호선","홍제","23400","22105","20190419"
"20190416","3호선","녹번","16959","14911","20190419"
"20190416","3호선","불광","22032","23704","20190419"
"20190416","3호선","연신내","46964","44557","20190419"
"20190416","3호선","구파발","24880","22860","20190419"
"20190416","3호선","지축","1434","1643","20190419"
"20190416","2호선","용두(동대문구청)","2648","2813","20190419"
"20190416","2호선","신정네거리","11784","12204","20190419"
"20190416","2호선","양천구청","9065","9543","20190419"
"20190416","2호선","도림천","1516","1663","20190419"
"20190416","2호선","신설동","4269","4230","20190419"
"20190416","2호선","신답","1895","2097","20190419"
"20190416","2호선","용답","3205","3419","20190419"
"20190416","2호선","충정로(경기대입구)","13249","14022","20190419"
"20190416","2호선","아현","12665","12349","20190419"
"20190416","2호선","이대","23953","25144","20190419"
"20190416","2호선","신촌","49123","50450","20190419"
"20190416","2호선","홍대입구","75248","78149","20190419"
"20190416","2호선","합정","35723","37662","20190419"
"20190416","2호선","당산","26732","29610","20190419"
"20190416","2호선","영등포구청","27074","27504","20190419"
"20190416","2호선","문래","24402","24672","20190419"
"20190416","2호선","신도림","64350","63353","20190419"
"20190416","2호선","대림(구로구청)","33226","34179","20190419"
"20190416","2호선","구로디지털단지","75569","75931","20190419"
"20190416","2호선","신대방","33126","31755","20190419"
"20190416","2호선","신림","78192","76374","20190419"
"20190416","2호선","봉천","28924","26834","20190419"
"20190416","2호선","서울대입구(관악구청)","60228","57951","20190419"
"20190416","2호선","낙성대","34701","34347","20190419"
"20190416","2호선","사당","48329","52537","20190419"
"20190416","2호선","방배","26943","27621","20190419"
"20190416","2호선","서초","26945","27275","20190419"
"20190416","2호선","교대(법원.검찰청)","45424","51466","20190419"
"20190416","2호선","강남","107821","108932","20190419"
"20190416","2호선","역삼","59878","66939","20190419"
"20190416","2호선","선릉","68389","60271","20190419"
"20190416","2호선","삼성(무역센터)","64762","66606","20190419"
"20190416","2호선","종합운동장","14093","15797","20190419"
"20190416","2호선","잠실새내","27343","27121","20190419"
"20190416","2호선","잠실(송파구청)","91729","89103","20190419"
"20190416","2호선","잠실나루","20241","19818","20190419"
"20190416","2호선","강변(동서울터미널)","43769","42482","20190419"
"20190416","2호선","구의(광진구청)","28301","27403","20190419"
"20190416","2호선","건대입구","44539","47566","20190419"
"20190416","2호선","성수","35975","38853","20190419"
"20190416","2호선","뚝섬","22364","23872","20190419"
"20190416","2호선","한양대","17707","20561","20190419"
"20190416","2호선","왕십리(성동구청)","22002","16986","20190419"
"20190416","2호선","상왕십리","16879","16040","20190419"
"20190416","2호선","신당","17319","17706","20190419"
"20190416","2호선","동대문역사문화공원","19330","22462","20190419"
"20190416","2호선","을지로4가","14260","14097","20190419"
"20190416","2호선","을지로3가","27003","26846","20190419"
"20190416","2호선","을지로입구","57955","58305","20190419"
"20190416","2호선","시청","31933","31649","20190419"
"20190416","1호선","동묘앞","10946","11426","20190419"
"20190416","1호선","청량리(서울시립대입구)","28059","28745","20190419"
"20190416","1호선","제기동","23709","24227","20190419"
"20190416","1호선","신설동","18536","18151","20190419"
"20190416","1호선","동대문","15992","17134","20190419"
"20190416","1호선","종로5가","30774","31089","20190419"
"20190416","1호선","종로3가","37122","34451","20190419"
"20190416","1호선","종각","50086","48696","20190419"
"20190416","1호선","시청","30992","30798","20190419"
"20190416","1호선","서울역","59605","56675","20190419"
"20190415","중앙선","지평","75","66","20190418"
"20190415","중앙선","용문","5145","5039","20190418"
"20190415","중앙선","원덕","517","468","20190418"
"20190415","중앙선","양평","3631","3645","20190418"
"20190415","중앙선","오빈","393","375","20190418"
"20190415","중앙선","아신","866","972","20190418"
"20190415","중앙선","국수","986","974","20190418"
"20190415","중앙선","신원","285","255","20190418"
"20190415","중앙선","양수","2236","2276","20190418"
"20190415","중앙선","운길산","974","859","20190418"
"20190415","중앙선","팔당","947","942","20190418"
"20190415","중앙선","도심","3338","2616","20190418"
"20190415","중앙선","덕소","7380","7220","20190418"
"20190415","중앙선","양정","1160","943","20190418"
"20190415","중앙선","도농","11449","10003","20190418"
"20190415","중앙선","구리","16183","16459","20190418"
"20190415","중앙선","양원","2139","2297","20190418"
"20190415","중앙선","망우","9173","8921","20190418"
"20190415","중앙선","상봉(시외버스터미널)","6727","6526","20190418"
"20190415","중앙선","중랑","6514","6153","20190418"
"20190415","중앙선","회기","35577","35268","20190418"
"20190415","장항선","신창(순천향대)","2978","3462","20190418"
"20190415","장항선","온양온천","5075","5088","20190418"
"20190415","장항선","배방","1220","1144","20190418"
"20190415","장항선","아산","3795","3182","20190418"
"20190415","장항선","쌍용(나사렛대)","3422","3457","20190418"
"20190415","장항선","봉명","1636","1623","20190418"
"20190415","일산선","대화","18034","13574","20190418"
"20190415","일산선","주엽","11815","12064","20190418"
"20190415","일산선","정발산","8455","8709","20190418"
"20190415","일산선","마두","9675","10034","20190418"
"20190415","일산선","백석","12702","12963","20190418"
"20190415","일산선","대곡","2181","1611","20190418"
"20190415","일산선","화정","21979","22603","20190418"
"20190415","일산선","원당","14000","13398","20190418"
"20190415","일산선","삼송","19349","18521","20190418"
"20190415","일산선","원흥","10414","9667","20190418"
"20190415","우이신설선","신설동","2429","2409","20190418"
"20190415","우이신설선","보문","1879","1957","20190418"
"20190415","우이신설선","성신여대입구(돈암)","4164","4380","20190418"
"20190415","우이신설선","정릉","4821","4594","20190418"
"20190415","우이신설선","북한산보국문","6823","6455","20190418"
"20190415","우이신설선","솔샘","6386","6219","20190418"
"20190415","우이신설선","삼양사거리","2695","2823","20190418"
"20190415","우이신설선","삼양","2264","2429","20190418"
"20190415","우이신설선","화계","3692","3468","20190418"
"20190415","우이신설선","가오리","4627","4510","20190418"
"20190415","우이신설선","4.19민주묘지","4100","4234","20190418"
"20190415","우이신설선","솔밭공원","2611","2571","20190418"
"20190415","우이신설선","북한산우이","3002","2716","20190418"
"20190415","안산선","수리산","5211","4104","20190418"
"20190415","안산선","오이도","12017","11234","20190418"
"20190415","안산선","정왕","11312","12228","20190418"
"20190415","안산선","신길온천","2206","1862","20190418"
"20190415","안산선","안산","16207","14283","20190418"
"20190415","안산선","초지","5876","6558","20190418"
"20190415","안산선","고잔","10195","9759","20190418"
"20190415","안산선","중앙","19234","20264","20190418"
"20190415","안산선","한대앞","11101","11049","20190418"
"20190415","안산선","상록수","24647","24466","20190418"
"20190415","안산선","반월","5487","5208","20190418"
"20190415","안산선","대야미","5347","4864","20190418"
"20190415","안산선","산본","20457","21747","20190418"
"20190415","수인선","인천","1152","2116","20190418"
"20190415","수인선","신포","2341","2274","20190418"
"20190415","수인선","숭의","4680","4403","20190418"
"20190415","수인선","인하대","8044","7799","20190418"
"20190415","수인선","송도","3493","3170","20190418"
"20190415","수인선","연수","5789","5690","20190418"
"20190415","수인선","원인재","5531","5651","20190418"
"20190415","수인선","남동인더스파크","2435","2768","20190418"
"20190415","수인선","호구포","4109","4190","20190418"
"20190415","수인선","인천논현","7063","7479","20190418"
"20190415","수인선","소래포구","5719","5184","20190418"
"20190415","수인선","월곶","2846","2676","20190418"
"20190415","수인선","달월","127","86","20190418"
"20190415","분당선","매교","3028","3091","20190418"
"20190415","분당선","수원시청","12263","13066","20190418"
"20190415","분당선","매탄권선","5510","5142","20190418"
"20190415","분당선","망포","16059","15381","20190418"
"20190415","분당선","영통","11010","11524","20190418"
"20190415","분당선","청명","5189","4838","20190418"
"20190415","분당선","상갈","6598","6244","20190418"
"20190415","분당선","기흥","12627","12134","20190418"
"20190415","분당선","신갈","5619","5445","20190418"
"20190415","분당선","구성","6030","5859","20190418"
"20190415","분당선","죽전","17559","19535","20190418"
"20190415","분당선","보정","3304","2779","20190418"
"20190415","분당선","이매","7086","6617","20190418"
"20190415","분당선","오리","14832","12443","20190418"
"20190415","분당선","미금","19434","21095","20190418"
"20190415","분당선","정자","19282","20721","20190418"
"20190415","분당선","수내","14515","14564","20190418"
"20190415","분당선","서현","28921","29260","20190418"
"20190415","분당선","야탑","32508","34065","20190418"
"20190415","분당선","모란","24512","24660","20190418"
"20190415","분당선","태평","15821","15436","20190418"
"20190415","분당선","가천대","14305","16300","20190418"
"20190415","분당선","선정릉","9549","10288","20190418"
"20190415","분당선","강남구청","10984","12635","20190418"
"20190415","분당선","압구정로데오","15866","17934","20190418"
"20190415","분당선","서울숲","9945","9972","20190418"
"20190415","분당선","수원","10260","6645","20190418"
"20190415","분당선","수서","16195","16448","20190418"
"20190415","분당선","대모산입구","3966","3698","20190418"
"20190415","분당선","개포동","3814","3898","20190418"
"20190415","분당선","구룡","2218","2150","20190418"
"20190415","분당선","도곡","8154","8428","20190418"
"20190415","분당선","한티","14675","15745","20190418"
"20190415","분당선","선릉","13138","22628","20190418"
"20190415","과천선","범계","31892","31074","20190418"
"20190415","과천선","평촌","21424","21163","20190418"
"20190415","과천선","인덕원","30019","30377","20190418"
"20190415","과천선","정부과천청사","13581","13296","20190418"
"20190415","과천선","과천","5934","5253","20190418"
"20190415","과천선","대공원","7106","7256","20190418"
"20190415","과천선","경마공원","1466","1363","20190418"
"20190415","과천선","선바위","11360","9260","20190418"
"20190415","공항철도 1호선","영종","2857","2817","20190418"
"20190415","공항철도 1호선","인천공항2터미널","5795","4993","20190418"
"20190415","공항철도 1호선","인천공항1터미널","16184","16692","20190418"
"20190415","공항철도 1호선","공항화물청사","2782","3261","20190418"
"20190415","공항철도 1호선","운서","7306","7618","20190418"
"20190415","공항철도 1호선","청라국제도시","7530","7001","20190418"
"20190415","공항철도 1호선","검암","9109","8857","20190418"
"20190415","공항철도 1호선","계양","12693","11553","20190418"
"20190415","공항철도 1호선","김포공항","10925","7552","20190418"
"20190415","공항철도 1호선","마곡나루","6330","5563","20190418"
"20190415","공항철도 1호선","디지털미디어시티","14802","13093","20190418"
"20190415","공항철도 1호선","홍대입구","11988","11355","20190418"
"20190415","공항철도 1호선","공덕","2644","3440","20190418"
"20190415","공항철도 1호선","서울역","13901","11483","20190418"
"20190415","경춘선","춘천","2290","2147","20190418"
"20190415","경춘선","남춘천","2961","3414","20190418"
"20190415","경춘선","김유정","440","476","20190418"
"20190415","경춘선","강촌","772","636","20190418"
"20190415","경춘선","백양리","109","93","20190418"
"20190415","경춘선","굴봉산","189","174","20190418"
"20190415","경춘선","가평","2526","2565","20190418"
"20190415","경춘선","상천","448","441","20190418"
"20190415","경춘선","청평","2292","1991","20190418"
"20190415","경춘선","대성리","850","743","20190418"
"20190415","경춘선","마석","4812","4705","20190418"
"20190415","경춘선","천마산","1945","1699","20190418"
"20190415","경춘선","평내호평","7226","7068","20190418"
"20190415","경춘선","금곡","2005","1857","20190418"
"20190415","경춘선","사릉","4379","4199","20190418"
"20190415","경춘선","퇴계원","4424","4036","20190418"
"20190415","경춘선","별내","3102","2914","20190418"
"20190415","경춘선","갈매","3286","2833","20190418"
"20190415","경춘선","신내","980","1031","20190418"
"20190415","경인선","도화","5060","4496","20190418"
"20190415","경인선","중동","11935","10944","20190418"
"20190415","경인선","온수(성공회대입구)","9153","9246","20190418"
"20190415","경인선","도원","4823","4800","20190418"
"20190415","경인선","간석","7639","7159","20190418"
"20190415","경인선","부개","11261","10420","20190418"
"20190415","경인선","소사","12950","12293","20190418"
"20190415","경인선","구일","9244","9360","20190418"
"20190415","경인선","인천","4766","3805","20190418"
"20190415","경인선","동인천","18665","17843","20190418"
"20190415","경인선","제물포","14309","13677","20190418"
"20190415","경인선","주안","27080","24827","20190418"
"20190415","경인선","동암","20620","20182","20190418"
"20190415","경인선","백운","10231","10000","20190418"
"20190415","경인선","부평","38906","41499","20190418"
"20190415","경인선","송내","38515","38654","20190418"
"20190415","경인선","부천","44412","44460","20190418"
"20190415","경인선","역곡","38246","37237","20190418"
"20190415","경인선","오류동","14382","13438","20190418"
"20190415","경인선","개봉","27666","27473","20190418"
"20190415","경의선","문산","6828","6300","20190418"
"20190415","경의선","파주","2692","2072","20190418"
"20190415","경의선","월롱","3644","3460","20190418"
"20190415","경의선","금촌","8182","7790","20190418"
"20190415","경의선","금릉","5535","5509","20190418"
"20190415","경의선","운정","7068","6477","20190418"
"20190415","경의선","야당","6085","5793","20190418"
"20190415","경의선","탄현","9238","8932","20190418"
"20190415","경의선","일산","11269","11136","20190418"
"20190415","경의선","풍산","6389","5871","20190418"
"20190415","경의선","백마","8445","7829","20190418"
"20190415","경의선","곡산","682","691","20190418"
"20190415","경의선","능곡","4579","4067","20190418"
"20190415","경의선","행신","9386","9074","20190418"
"20190415","경의선","강매","3602","3071","20190418"
"20190415","경의선","화전","3832","3758","20190418"
"20190415","경의선","수색","2690","2879","20190418"
"20190415","경의선","디지털미디어시티","2474","2358","20190418"
"20190415","경의선","가좌","6398","5934","20190418"
"20190415","경의선","홍대입구","1920","2197","20190418"
"20190415","경의선","서강대","2667","2647","20190418"
"20190415","경의선","공덕","3987","3454","20190418"
"20190415","경의선","효창공원앞","3402","3585","20190418"
"20190415","경의선","신촌","1191","1576","20190418"
"20190415","경의선","서울역","4933","6573","20190418"
"20190415","경원선","소요산","4316","3402","20190418"
"20190415","경원선","동두천","2868","3480","20190418"
"20190415","경원선","보산","1902","1697","20190418"
"20190415","경원선","동두천중앙","4586","4489","20190418"
"20190415","경원선","지행","8450","8235","20190418"
"20190415","경원선","덕정","8567","8390","20190418"
"20190415","경원선","덕계","2729","2350","20190418"
"20190415","경원선","양주","10422","9501","20190418"
"20190415","경원선","녹양","5858","5357","20190418"
"20190415","경원선","가능","8444","8066","20190418"
"20190415","경원선","의정부","21326","21688","20190418"
"20190415","경원선","회룡","15219","14805","20190418"
"20190415","경원선","망월사","11727","11884","20190418"
"20190415","경원선","도봉산","9255","6179","20190418"
"20190415","경원선","도봉","7229","6970","20190418"
"20190415","경원선","방학","11844","11518","20190418"
"20190415","경원선","녹천","6044","5022","20190418"
"20190415","경원선","월계","9212","8331","20190418"
"20190415","경원선","광운대","12479","12083","20190418"
"20190415","경원선","석계","11064","12423","20190418"
