ID,Neighborhood_ID,Avg,City,Sigungu,Neighborhood_name
297,11560670,7178.912301,서울특별시,영등포구,신길5동
298,11560680,17248.31326,서울특별시,영등포구,신길6동
299,11560690,12276.03054,서울특별시,영등포구,신길7동
300,11560700,12578.69662,서울특별시,영등포구,대림1동
301,11560710,13923.73215,서울특별시,영등포구,대림2동
302,11560720,26530.53444,서울특별시,영등포구,대림3동
303,11590510,47132.37761,서울특별시,동작구,노량진1동
304,11590520,19220.0746,서울특별시,동작구,노량진2동
305,11590530,43795.71863,서울특별시,동작구,상도1동
306,11590540,22077.48423,서울특별시,동작구,상도2동
307,11590550,14553.27501,서울특별시,동작구,상도3동
308,11590560,18725.75297,서울특별시,동작구,상도4동
309,11590605,37922.2702,서울특별시,동작구,흑석동
310,11590620,25180.12169,서울특별시,동작구,사당1동
311,11590630,33575.6808,서울특별시,동작구,사당2동
312,11590640,16232.48578,서울특별시,동작구,사당3동
313,11590650,11537.74797,서울특별시,동작구,사당4동
314,11590651,8312.324542,서울특별시,동작구,사당5동
315,11590660,36138.71106,서울특별시,동작구,대방동
316,11590670,15275.32247,서울특별시,동작구,신대방1동
317,11590680,29517.50423,서울특별시,동작구,신대방2동
318,11620525,18362.45138,서울특별시,관악구,보래매동
319,11620545,8114.012127,서울특별시,관악구,청림동
320,11620565,23224.68916,서울특별시,관악구,성현동
321,11620575,23637.18703,서울특별시,관악구,행운동
322,11620585,26956.1996,서울특별시,관악구,낙성대동
323,11620595,32600.314,서울특별시,관악구,청룡동
324,11620605,23014.59878,서울특별시,관악구,은천동
325,11620615,14318.05554,서울특별시,관악구,중앙동
326,11620625,18645.22763,서울특별시,관악구,인헌동
327,11620630,21959.70801,서울특별시,관악구,남현동
328,11620645,22637.91661,서울특별시,관악구,서원동
329,11620655,13329.43526,서울특별시,관악구,신원동
330,11620665,15076.50734,서울특별시,관악구,서림동
331,11620685,19079.07209,서울특별시,관악구,신사동
332,11620695,28153.47792,서울특별시,관악구,신림동
333,11620715,8448.059592,서울특별시,관악구,난향동
334,11620725,27602.92877,서울특별시,관악구,조원동
335,11620735,43860.93886,서울특별시,관악구,대학동
336,11620745,19833.91321,서울특별시,관악구,삼성동
337,11620765,19914.89097,서울특별시,관악구,미성동
338,11620775,15986.89766,서울특별시,관악구,난곡동
339,11650510,39939.57978,서울특별시,서초구,서초1동
340,11650520,58106.23519,서울특별시,서초구,서초2동
341,11650530,87008.89037,서울특별시,서초구,서초3동
342,11650531,52651.12266,서울특별시,서초구,서초4동
343,11650540,39797.58302,서울특별시,서초구,잠원동
344,11650550,9561.754705,서울특별시,서초구,반포본동
345,11650560,36938.80375,서울특별시,서초구,반포1동
346,11650570,20191.21944,서울특별시,서초구,반포2동
347,11650580,22978.62669,서울특별시,서초구,반포3동
348,11650581,58541.33161,서울특별시,서초구,반포4동
349,11650590,24407.51787,서울특별시,서초구,방배본동
350,11650600,21125.04481,서울특별시,서초구,방배1동
351,11650610,27295.59348,서울특별시,서초구,방배2동
352,11650620,19999.67771,서울특별시,서초구,방배3동
353,11650621,24867.70177,서울특별시,서초구,방배4동
354,11650651,55459.23731,서울특별시,서초구,양재1동
355,11650652,49060.06853,서울특별시,서초구,양재2동
356,11650660,27632.02926,서울특별시,서초구,내곡동
357,11680510,49351.0054,서울특별시,강남구,신사동
358,11680521,52517.11375,서울특별시,강남구,논현1동
359,11680531,57544.21628,서울특별시,강남구,논현2동
360,11680545,59311.16052,서울특별시,강남구,압구정동
361,11680565,52389.20086,서울특별시,강남구,청담동
362,11680580,69672.90917,서울특별시,강남구,삼성1동
363,11680590,46892.93274,서울특별시,강남구,삼성2동
364,11680600,27709.77715,서울특별시,강남구,대치1동
365,11680610,67616.75609,서울특별시,강남구,대치2동
366,11680630,40083.07257,서울특별시,강남구,대치4동
367,11680640,147780.2769,서울특별시,강남구,역삼1동
368,11680650,59756.39809,서울특별시,강남구,역삼2동
369,11680655,29268.02209,서울특별시,강남구,도곡1동
370,11680656,30983.62132,서울특별시,강남구,도곡2동
371,11680660,6767.881165,서울특별시,강남구,개포1동
372,11680670,19583.60461,서울특별시,강남구,개포2동
373,11680670,19583.60461,서울특별시,강남구,개포2동
374,11680690,15790.22866,서울특별시,강남구,개포4동
375,11680700,38151.51834,서울특별시,강남구,세곡동
376,11680720,24575.82996,서울특별시,강남구,일원본동
377,11680730,17161.92165,서울특별시,강남구,일원1동
378,11680740,14161.12844,서울특별시,강남구,일원2동
379,11680750,28336.10537,서울특별시,강남구,수서동
380,11710510,16341.40955,서울특별시,송파구,풍납1동
381,11710520,41823.18286,서울특별시,송파구,풍납2동
382,11710531,12186.67841,서울특별시,송파구,거여1동
383,11710532,11009.49623,서울특별시,송파구,거여2동
384,11710540,8943.831284,서울특별시,송파구,마천1동
385,11710550,14753.99325,서울특별시,송파구,마천2동
386,11710561,16627.17792,서울특별시,송파구,방이1동
387,11710562,35024.17992,서울특별시,송파구,방이2동
388,11710566,23718.82987,서울특별시,송파구,오륜동
389,11710570,34721.16091,서울특별시,송파구,오금동
390,11710580,26659.07849,서울특별시,송파구,송파1동
391,11710590,16803.14419,서울특별시,송파구,송파2동
392,11710600,28802.22447,서울특별시,송파구,석촌동
393,11710610,27290.35809,서울특별시,송파구,삼전동
394,11710620,35151.00292,서울특별시,송파구,가락본동
395,11710631,26949.0766,서울특별시,송파구,가락1동
396,11710632,27959.4646,서울특별시,송파구,가락2동
397,11710641,21168.63363,서울특별시,송파구,문정1동
398,11710642,54994.69618,서울특별시,송파구,문정2동
399,11710646,30392.83172,서울특별시,송파구,장지동
400,11710647,30077.80585,서울특별시,송파구,위례동
401,11710650,34433.52899,서울특별시,송파구,잠실본동
402,11710670,37619.47229,서울특별시,송파구,잠실2동
403,11710680,56044.99297,서울특별시,송파구,잠실3동
404,11710690,20223.42102,서울특별시,송파구,잠실4동
405,11710710,60345.68085,서울특별시,송파구,잠실6동
406,11710720,9440.949884,서울특별시,송파구,잠실7동
407,11740515,33498.95325,서울특별시,강동구,강일동
408,11740520,18456.19335,서울특별시,강동구,상일동
409,11740530,24451.95263,서울특별시,강동구,명일1동
410,11740540,18207.51883,서울특별시,강동구,명일2동
411,11740550,14330.90919,서울특별시,강동구,고덕1동
412,11740560,10193.95841,서울특별시,강동구,고덕2동
413,11740570,27994.90069,서울특별시,강동구,암사1동
414,11740580,14621.48852,서울특별시,강동구,암사2동
