line,station,year,04-05 (on),04-05 (off),05-06 (on),05-06 (off),06-07 (on),06-07 (off),07-08 (on),07-08 (off),08-09 (on),08-09 (off),09-10 (on),09-10 (off),10-11 (on),10-11 (off),11-12 (on),11-12 (off),12-13 (on),12-13 (off),13-14 (on),13-14 (off),14-15 (on),14-15 (off),15-16 (on),15-16 (off),16-17 (on),16-17 (off),17-18 (on),17-18 (off),18-19 (on),18-19 (off),19-20 (on),19-20 (off),20-21 (on),20-21 (off),21-22 (on),21-22 (off),22-23 (on),22-23 (off),23-24 (on),23-24 (off),00-01 (on),00-01 (off),01-02 (on),01-02 (off),02-03 (on),02-03 (off),03-04 (on),03-04 (off),total(on),total(off),X(WGS),Y(WGS)
2호선,신도림,2019.0,2698.6666666666665,12.666666666666666,37095.333333333336,5643.333333333333,51517.0,20832.666666666668,143916.33333333334,42546.0,152670.33333333334,124713.33333333333,100043.0,83598.33333333333,71786.33333333333,78773.33333333333,72208.33333333333,76731.0,82822.66666666667,84543.66666666667,89995.0,87934.33333333333,89983.33333333333,83327.0,94353.0,90741.0,101339.33333333333,100541.33333333333,117466.0,124542.66666666667,158033.0,183336.33333333334,100046.0,164193.66666666666,85268.66666666667,93795.33333333333,86936.33333333333,86764.0,67807.0,87794.0,29384.0,65426.666666666664,3590.0,30023.333333333332,23.0,3160.3333333333335,0.6666666666666666,18.333333333333332,0.0,0.0,1718992.6666666667,1738303.6666666667,37.508725000000005,126.89129499999997
2호선,신림,2019.0,351.0,27.0,39664.0,5414.666666666667,76542.66666666667,22465.666666666668,226527.0,34068.0,329212.3333333333,65618.33333333333,202017.66666666666,58660.0,112705.66666666667,53799.0,97436.0,60048.0,102723.33333333333,66821.66666666667,100666.66666666667,76919.66666666667,91156.33333333333,83302.0,89290.0,101894.33333333333,95317.66666666667,118389.0,104614.33333333333,154143.33333333334,112385.66666666667,252579.66666666666,80372.66666666667,267629.0,64661.666666666664,166226.33333333334,62632.0,157217.66666666666,58453.666666666664,157285.33333333334,33983.333333333336,107213.33333333333,5826.333333333333,33845.666666666664,45.0,1199.0,0.0,0.0,0.0,0.0,2044766.6666666667,2088253.0,37.484201,126.92971499999999
2호선,신설동,2019.0,20.333333333333332,0.3333333333333333,1039.3333333333333,485.6666666666667,1320.3333333333333,2132.6666666666665,3316.6666666666665,6439.0,5711.666666666667,16335.666666666666,4594.333333333333,13233.666666666666,5074.666666666667,9847.333333333334,6704.666666666667,9545.666666666666,8058.666666666667,9321.333333333334,9396.666666666666,9557.0,10762.333333333334,8932.0,12411.0,7932.0,13279.333333333334,6530.666666666667,14922.333333333334,6682.666666666667,19958.666666666668,6506.666666666667,8004.666666666667,5205.0,4767.666666666667,3594.0,3949.6666666666665,3196.6666666666665,3118.0,3152.3333333333335,1023.6666666666666,2338.0,150.66666666666666,762.0,0.6666666666666666,104.33333333333333,0.0,1.6666666666666667,0.0,0.0,131836.33333333334,139584.66666666666,37.575296999999985,127.025087
2호선,신정네거리,2019.0,22.666666666666668,0.6666666666666666,8141.0,2098.3333333333335,12723.0,5837.0,42092.0,4587.333333333333,40337.333333333336,11813.0,24346.666666666668,8705.666666666666,17067.666666666668,7415.666666666667,15723.333333333334,8465.333333333334,15951.666666666666,9510.333333333334,14798.333333333334,11410.333333333334,12762.0,12684.666666666666,12173.0,15650.666666666666,13457.333333333334,19355.333333333332,15707.666666666666,25374.666666666668,14005.666666666666,38562.333333333336,8481.0,35769.333333333336,6044.0,21148.333333333332,5080.333333333333,19263.666666666668,4215.0,17831.666666666668,1964.3333333333333,12626.666666666666,288.3333333333333,3659.0,3.0,226.0,0.0,0.0,0.0,0.0,291996.0,287381.6666666667,37.520074,126.85291200000002
2호선,신촌,2019.0,102.0,3.3333333333333335,10627.333333333334,3485.0,15567.666666666666,16289.0,37585.666666666664,40144.0,55225.666666666664,93493.33333333333,42439.333333333336,118693.33333333333,43170.0,85297.0,52812.666666666664,80661.0,68282.66666666667,85586.66666666667,77968.0,98299.66666666667,77000.66666666667,86139.0,87847.33333333333,82534.66666666667,101018.33333333333,86028.0,121324.0,105424.0,125591.66666666667,146156.66666666666,96596.33333333333,115771.0,99090.0,60608.666666666664,108952.66666666667,47849.0,120153.0,43539.666666666664,63425.666666666664,31337.666666666668,9951.0,9974.0,43.333333333333336,363.6666666666667,0.0,4.0,0.0,0.0,1437682.3333333333,1416692.0,37.555134,126.936893
2호선,아현,2019.0,17.666666666666668,0.0,4213.0,1094.0,9478.333333333334,8012.666666666667,25715.0,10550.0,37381.333333333336,19886.666666666668,23372.0,14193.666666666666,17998.333333333332,11844.333333333334,17253.0,10256.666666666666,18380.333333333332,12122.0,18162.666666666668,13355.333333333334,16297.333333333334,14058.666666666666,17010.0,15762.333333333334,20915.666666666668,18294.0,22324.0,22251.666666666668,21761.333333333332,30365.0,13372.333333333334,26909.0,9624.333333333334,18133.0,7800.333333333333,17835.666666666668,5630.0,18057.0,2752.3333333333335,12881.0,459.3333333333333,3856.3333333333335,3.3333333333333335,115.33333333333333,0.0,1.0,0.0,0.0,299835.3333333333,311923.3333333333,37.557345,126.95614099999999
2호선,양천구청,2019.0,30.333333333333332,1.3333333333333333,4367.666666666667,1029.6666666666667,10993.666666666666,1763.0,31311.666666666668,4983.333333333333,29946.666666666668,9852.666666666666,18406.333333333332,6333.333333333333,12720.0,5529.333333333333,12149.666666666666,5512.0,12160.666666666666,6965.0,11029.333333333334,8612.333333333334,9408.666666666666,9177.333333333334,8577.666666666666,11198.0,9344.333333333334,13321.666666666666,10505.333333333334,17215.333333333332,10008.333333333334,26407.666666666668,4744.0,26463.666666666668,3108.0,16025.0,2671.0,14836.666666666666,2626.6666666666665,14167.0,1003.6666666666666,11331.333333333334,169.0,3837.3333333333335,0.3333333333333333,124.33333333333333,0.0,0.0,0.0,0.0,214687.33333333334,207271.66666666666,37.512398,126.86581899999999
2호선,역삼,2019.0,55.0,1.0,4140.333333333333,7597.0,8943.0,35994.0,15701.666666666666,123392.33333333333,27873.333333333332,352945.3333333333,26938.0,271951.0,28086.666666666668,114081.66666666667,37721.666666666664,74804.0,46782.0,63002.666666666664,59305.333333333336,74136.0,64335.333333333336,63591.666666666664,82713.0,56348.0,98391.66666666667,51938.666666666664,162683.33333333334,56688.0,288600.3333333333,68822.66666666667,154724.66666666666,51193.333333333336,94885.66666666667,27337.333333333332,100841.33333333333,21428.0,69203.33333333333,18725.333333333332,30271.333333333332,12077.0,5136.0,4047.0,13.333333333333334,157.33333333333334,1.0,2.3333333333333335,0.0,0.0,1550261.6666666667,1409311.3333333333,37.500622,127.036456
2호선,영등포구청,2019.0,35.333333333333336,0.3333333333333333,5738.0,2675.3333333333335,13292.333333333334,12885.333333333334,42777.666666666664,33695.333333333336,48385.0,115521.33333333333,32105.333333333332,53642.0,25571.333333333332,27835.666666666668,27078.0,25103.666666666668,28841.333333333332,26614.333333333332,30363.0,29487.666666666668,30280.666666666668,28579.333333333332,31984.333333333332,28950.0,36684.333333333336,30722.0,49284.0,36406.0,101604.66666666667,54665.333333333336,41214.666666666664,45100.0,29473.666666666668,26073.0,29563.0,24420.333333333332,24277.333333333332,23254.333333333332,9944.666666666666,16062.333333333334,1643.6666666666667,5721.333333333333,10.333333333333334,281.0,0.0,1.3333333333333333,0.0,0.0,647697.3333333334,642136.3333333334,37.52497,126.89595099999998
2호선,용답,2019.0,2.0,0.0,2310.6666666666665,216.0,3122.0,982.6666666666666,7850.0,1506.0,13662.333333333334,3277.0,6461.333333333333,3713.6666666666665,4501.666666666667,2737.6666666666665,4036.0,2392.0,4444.0,2884.3333333333335,4551.0,3361.0,4199.666666666667,3561.0,4043.6666666666665,4531.0,4613.0,5685.333333333333,4494.0,6273.333333333333,4002.0,9947.333333333334,2527.0,8115.666666666667,1763.0,5143.333333333333,1334.3333333333333,5838.0,1046.0,5361.333333333333,468.0,3866.3333333333335,67.66666666666667,1080.6666666666667,0.6666666666666666,6.666666666666667,0.0,0.0,0.0,0.0,80480.33333333333,81517.0,37.561904,127.050899
2호선,을지로3가,2019.0,16.0,0.6666666666666666,1028.0,1852.0,2463.6666666666665,16476.0,5768.666666666667,63031.333333333336,10773.666666666666,157439.33333333334,14112.333333333334,81080.66666666667,18566.666666666668,39441.666666666664,22285.0,32349.666666666668,23438.0,28579.666666666668,28550.0,32014.0,32315.333333333332,28539.666666666668,37310.333333333336,26273.333333333332,42951.666666666664,26438.0,66171.66666666667,27783.0,135708.66666666666,32179.333333333332,67327.66666666667,20829.333333333332,44828.0,11154.333333333334,45851.666666666664,9006.0,36062.666666666664,8479.0,18062.666666666668,5782.0,3286.0,1796.3333333333333,7.0,89.0,0.0,0.0,0.0,0.0,650614.3333333334,658888.3333333334,37.56629500000001,126.99190999999998
2호선,을지로4가,2019.0,8.333333333333334,0.0,877.3333333333334,803.0,1521.3333333333333,12210.0,3162.0,21469.333333333332,6060.0,62102.333333333336,9772.666666666666,39721.0,12835.666666666666,25646.333333333332,14897.666666666666,24091.0,17573.666666666668,23378.333333333332,20101.666666666668,22518.666666666668,24071.666666666668,21989.0,27558.666666666668,20059.0,30673.0,17252.0,41931.333333333336,15674.333333333334,61720.0,13382.666666666666,35804.0,8993.333333333334,17543.0,5563.333333333333,13126.0,5124.333333333333,9493.666666666666,5204.333333333333,4357.666666666667,3673.0,875.0,1081.6666666666667,2.3333333333333335,54.333333333333336,0.0,0.3333333333333333,0.0,0.0,349991.6666666667,355977.3333333333,37.56694099999999,126.99807899999998
2호선,을지로입구,2019.0,69.33333333333333,1.3333333333333333,2862.0,2892.0,3450.0,25421.666666666668,8257.0,117883.33333333333,15644.333333333334,331843.3333333333,22324.333333333332,155703.0,30408.333333333332,87647.33333333333,41211.666666666664,96213.66666666667,47478.333333333336,75713.66666666667,61826.333333333336,77058.33333333333,71767.66666666667,69205.66666666667,87649.66666666667,67617.33333333333,100488.0,66076.0,138169.66666666666,68125.0,289417.6666666667,75138.0,152621.33333333334,47774.333333333336,139870.66666666666,26773.333333333332,119280.0,21177.333333333332,84854.0,18155.666666666668,38201.333333333336,10704.0,4486.333333333333,3381.3333333333335,15.333333333333334,692.3333333333334,0.0,2.6666666666666665,0.0,0.0,1445200.6666666667,1462303.0,37.566014,126.98261799999999
2호선,이대,2019.0,30.0,2.0,2948.6666666666665,1880.0,6287.333333333333,12767.0,17466.0,16280.666666666666,26256.333333333332,42569.666666666664,18774.0,53964.0,15957.666666666666,46532.666666666664,21618.333333333332,39296.333333333336,33331.666666666664,44672.0,37783.666666666664,44236.666666666664,35170.0,37724.333333333336,43416.333333333336,37311.666666666664,53889.0,35908.666666666664,63650.0,36989.666666666664,56156.0,42341.666666666664,38363.333333333336,33632.0,30938.666666666668,19632.666666666668,33227.666666666664,17389.666666666668,23915.0,17567.666666666668,7898.333333333333,13245.333333333334,975.6666666666666,4353.666666666667,4.666666666666667,164.66666666666666,0.0,1.6666666666666667,0.0,0.3333333333333333,598464.6666666666,570047.3333333334,37.556733,126.946013
