year,month,line,station,04-05 (on),04-05 (off),05-06 (on),05-06 (off),06-07 (on),06-07 (off),07-08 (on),07-08 (off),08-09 (on),08-09 (off),09-10 (on),09-10 (off),10-11 (on),10-11 (off),11-12 (on),11-12 (off),12-13 (on),12-13 (off),13-14 (on),13-14 (off),14-15 (on),14-15 (off),15-16 (on),15-16 (off),16-17 (on),16-17 (off),17-18 (on),17-18 (off),18-19 (on),18-19 (off),19-20 (on),19-20 (off),20-21 (on),20-21 (off),21-22 (on),21-22 (off),22-23 (on),22-23 (off),23-24 (on),23-24 (off),00-01 (on),00-01 (off),01-02 (on),01-02 (off),02-03 (on),02-03 (off),03-04 (on),03-04 (off),total(on),total(off)
2018,12,경의선,금촌,24,0,3659,287,10063,4098,20478,10422,22196,17057,15208,10208,13297,8412,12619,8381,13231,10637,13804,10242,12633,11588,12787,12848,14059,16251,15439,18292,18336,21263,9546,19372,7326,11045,6330,11833,4968,9802,1380,7877,225,3682,0,0,0,0,0,0,223597,229602
2018,12,분당선,한티,21,3,1749,994,6446,7744,18979,18760,28114,44565,19889,44413,16228,26710,18262,22007,21162,25551,23514,29053,22659,24899,26374,25654,30794,26782,39427,35043,44560,35055,30361,27962,34595,17665,21932,15338,24808,15054,5727,10678,284,1186,0,0,0,0,0,0,455116,437882
2018,12,5호선,동대문역사문화공원,1,0,300,301,613,2362,875,8819,1889,33410,2371,10853,2565,4420,3556,3570,2534,3294,2682,3450,3072,3471,3830,2820,4277,3093,9680,3773,21205,3662,9352,2551,5083,1721,4340,1798,3418,1799,1462,1373,270,377,6,57,0,0,0,0,96974,85398
2018,12,우이신설선,성신여대입구(돈암),2,0,776,344,1149,960,3786,3629,6887,8812,4606,7665,4377,6894,5453,7120,6726,7908,6643,8399,6732,8245,7512,8283,8685,8961,9068,10545,9930,12792,7220,9073,6691,5224,7348,4173,6623,3449,3565,2667,681,778,17,35,0,9,0,0,125965,116493
2018,12,7호선,신풍,43,2,9726,2375,15086,10427,34895,11763,49437,22232,30500,14862,19323,13752,17400,12967,18381,12863,18142,13795,16363,14176,17019,16973,19803,20830,24769,27548,24124,37874,13388,29962,10186,19219,9242,20877,7194,21288,3475,12658,627,3856,71,888,0,15,0,0,341202,361169
2018,12,분당선,망포,89,1,4329,2828,15819,7986,45426,20105,48574,39869,26674,15530,18881,9542,19281,10883,19671,12143,18762,13121,17067,14258,18721,17565,23323,21454,35511,27723,46816,41541,23920,41965,18043,29616,16965,25608,13773,26346,5456,15799,601,5252,0,0,0,0,0,0,399135,439631
2018,12,8호선,단대오거리,31,0,7556,1733,13978,5153,37444,10647,47880,20963,26285,11048,18487,9454,18352,8641,19347,11279,18593,11709,17026,13606,16270,15594,17612,21323,19609,24193,23271,36991,13011,32579,8438,23013,7131,21867,5393,21044,2635,14607,533,4230,17,380,0,0,0,0,320054,340886
2018,12,4호선,삼각지,23,19,506,631,1774,4227,5192,9742,8238,28591,6361,16162,5086,10859,5960,10265,7117,10258,8447,9072,8910,8195,8597,8388,9678,9729,13231,12558,26091,15577,11478,9959,9058,6030,8772,5743,7021,5673,3492,4597,508,1589,13,111,0,17,0,0,187992,157548
2018,12,6호선,보문,4,0,3589,871,6897,3380,19776,8338,32810,20089,18251,11111,12086,8973,11556,8133,12683,8261,12677,8471,11887,9170,11209,9983,13165,12083,15504,14018,18467,20305,10308,17782,7221,12525,6443,11890,6359,14152,3914,10299,664,3525,20,99,0,6,0,0,213464,237504
2018,12,3호선,무악재,29,0,2052,201,4279,1826,14077,2986,17587,5280,10551,3781,8484,3765,7486,3996,6770,4345,6486,5037,5631,5667,5418,6869,6010,8115,6793,9780,7019,13129,3323,12890,2461,8651,2179,8461,1672,9003,699,6195,102,1866,3,48,0,1,0,0,121892,121100
2018,12,안산선,산본,401,3,8709,1958,22923,6611,59191,14031,56279,31951,33378,23983,28369,20506,27190,23620,28290,29935,29294,32537,28100,30647,31111,32607,33808,36683,35759,46071,38365,68165,26646,63764,20985,39703,22205,32460,19212,28741,8723,21221,1623,9959,9,1056,0,0,0,0,596212,562187
2018,12,경의선,백마,1,0,3147,1011,12614,2614,34019,6050,26457,11770,14822,6250,11662,4901,10659,4659,11191,5710,9714,6627,8707,7744,9427,8576,10166,11476,11700,12501,12421,22779,5541,22264,3947,14609,3814,12883,3158,13850,1115,9999,104,2451,0,0,0,0,0,0,188724,206403
2018,12,4호선,남태령,14,0,466,73,1005,989,3739,4031,6086,6941,4103,2334,3622,1497,3558,1309,3351,1492,3172,1457,2748,1622,3001,1654,4235,1742,4655,2181,5173,2657,2401,2750,1229,1398,1038,1341,632,1260,196,771,44,359,1,7,0,0,0,0,37865,56473
2018,12,7호선,중곡,0,0,5271,526,11883,5053,31013,9704,49137,19975,29992,11434,19274,10262,18382,9848,17915,11082,17048,12016,14995,12613,14694,15792,19630,17837,18689,21623,16976,30388,11188,29602,7288,18907,6347,18701,4958,17930,2249,12624,454,3849,71,124,0,0,0,0,289890,319472
2018,12,분당선,압구정로데오,121,3,2004,644,3250,10481,5170,22014,8229,64454,7766,87191,8392,44339,13164,34215,16287,30839,18780,32406,24317,31194,30421,29993,39109,29841,51039,36616,74422,44323,55674,29469,49952,12342,35110,8563,30886,7097,13755,4337,557,887,0,0,0,0,0,0,561248,490302
2018,12,3호선,독립문,174,1,5026,724,6020,5685,16209,16283,22533,20842,17078,18727,16249,17307,17644,12206,17335,12201,15882,13693,16436,13329,16981,13638,19402,14885,18389,17368,17023,18667,8320,15922,6450,10622,5518,10076,4512,9904,1578,7102,318,3642,19,1179,0,109,0,0,254112,250940
2018,12,4호선,동대문,575,4,10519,2835,4975,13600,6185,37308,9443,83170,14772,79170,22209,69110,31317,64336,41250,57149,48485,60576,61146,55762,71535,48953,79752,40575,106021,33677,90212,28682,49235,33845,35167,24793,32398,17176,31618,11292,18452,9872,2242,2784,99,115,1,3,0,0,774787,769051
2018,12,경춘선,굴봉산,0,0,54,5,75,18,219,70,280,245,375,437,390,568,804,426,402,318,311,299,349,351,450,443,350,327,443,322,194,312,133,228,119,181,40,129,32,107,19,75,1,15,0,0,0,0,0,0,4876,7058
2018,12,분당선,수서,73,1,3119,3182,6676,12983,24643,25432,39146,46608,27811,29368,27516,20649,22315,17453,26074,21784,25531,21983,18290,20870,27056,23631,30928,27451,35753,34011,46880,44051,22520,33391,22351,23487,16423,21003,16930,18742,10558,9899,218,1845,0,0,0,0,0,0,457824,452756
2018,12,경인선,중동,540,6,9798,1600,16729,3923,43873,5924,37367,16742,22870,10615,18180,8819,16740,9801,17539,11785,17178,12064,14434,12878,14350,14991,16002,18509,16118,22811,15628,30364,9075,30238,7211,20504,6449,18629,4861,17539,2125,14639,257,3591,0,3,0,0,0,0,285975,308802
2018,12,경인선,인천,247,6,1270,626,2915,3090,5833,6075,5432,8927,3991,5607,4254,6368,5884,9123,7470,9330,8433,8796,10035,7956,10555,6394,12373,5840,14066,4656,13334,4516,6464,2979,5118,2425,4082,2053,2301,1652,780,1309,8,1421,0,27,0,0,0,0,99176,126616
2018,12,2호선,잠실새내,25,0,5852,932,17056,8611,56974,17622,89098,29399,56347,35319,38931,29091,39731,32744,41198,37268,41897,41557,39123,45011,40874,49734,47773,56866,51609,71447,53679,100509,39513,83242,34202,51055,36979,44804,37666,42768,24236,26916,4140,9349,126,787,0,16,0,0,815047,799022
2018,12,9호선,신방화,4,0,4701,772,12738,2898,28677,5556,30157,12350,17844,7476,13616,6114,13095,6769,13231,7718,13103,8842,11180,9882,11393,11768,12111,14427,11714,16386,11753,24865,6706,24643,5158,15609,4701,13827,3790,14872,1686,10569,346,4013,24,196,0,0,0,0,219552,229742
2018,12,2호선,동대문역사문화공원,370,3,10939,1045,6316,8238,8663,23464,14908,62775,16568,42160,19704,38796,22550,37009,26702,39109,29821,45449,35671,43529,45289,41205,53335,39871,59494,42645,65072,47591,46656,52914,35374,38233,33547,29287,31755,22945,21988,15815,3312,5794,82,629,0,31,0,0,678537,589764
2018,12,안산선,정왕,204,4,5425,359,8975,10375,18658,24696,16693,27630,13461,20625,12587,14770,13111,11538,13804,12075,14280,12423,13302,12561,15639,12778,19637,13384,26121,17142,30469,22791,15142,17953,11659,14796,9580,12066,5945,12128,2396,8689,369,4075,1,504,0,0,0,0,283362,269272
2018,12,5호선,개화산,2,0,3961,317,7090,3854,23406,6669,21325,18541,12158,7101,9013,5183,8508,5506,8900,6770,8763,6662,7962,7341,8457,8221,9356,9883,12467,11167,17054,16395,7686,16033,5238,10427,3899,10692,3803,9850,1147,6403,132,2447,5,184,0,19,0,0,169665,182348
2018,12,5호선,공덕,11,0,2082,936,5183,7443,18242,26264,30379,84065,15180,41105,13532,18261,16139,19899,18447,17732,20433,18228,21252,16889,22166,17705,25466,21355,37110,29039,70383,50604,28436,28392,21743,15023,24685,13998,21072,13717,10684,9376,1494,2902,22,146,0,16,0,0,453095,426148
2018,12,분당선,이매,38,0,2055,790,5034,3050,13805,5713,17574,15777,12352,9333,11202,8360,12379,7857,12873,9086,10958,9984,11268,9902,9771,11136,12888,11963,16083,14561,13094,17605,7706,15428,6050,9784,6949,9391,5706,10218,1619,7430,151,1577,0,0,0,0,0,0,188945,191535
2018,12,3호선,도곡,40,8,1015,252,3131,4646,8093,11519,12744,23020,8891,19295,7552,9410,8578,10667,8634,9288,10159,9186,11636,8679,11400,8788,14314,9084,18813,10724,21490,11488,11994,9239,7945,5966,7672,5927,5915,5827,1924,3930,255,2546,12,551,1,39,0,0,180079,184186
2018,12,5호선,천호(풍납토성),17,0,7320,1602,10916,12701,29003,21137,37743,37095,26108,39782,25206,30207,29456,33535,34202,35640,36446,39094,38365,39135,43075,41116,48331,44555,54482,51315,61710,67384,42802,54356,40049,31835,31192,28589,26860,26837,12799,18239,1919,6296,122,272,1,10,0,0,660732,640125
2018,12,7호선,도봉산,10,0,3688,511,14086,4536,53621,7509,40748,14118,22641,16419,15623,16918,13299,12780,13087,12156,12900,13116,13074,13445,14291,14685,15509,17524,14848,22125,11379,30816,6481,40173,4087,25079,3487,23569,2612,24134,1143,18937,187,8170,6,1275,0,13,0,0,338008,278815
2018,12,경원선,소요산,114,4,1104,12,1164,1712,5873,2284,6762,2961,6412,2306,7403,7862,6780,9553,7685,11714,10793,8643,12599,7742,13788,6029,10436,5547,7545,7248,4756,4121,2721,2683,1942,1894,1280,2369,457,1794,176,1156,0,1038,0,0,0,0,0,0,88672,111694
2018,12,2호선,을지로4가,11,1,984,886,1679,13048,3099,22935,5875,70378,9536,43159,13105,26776,16540,25704,19173,24862,21652,24198,26092,23131,30295,21246,33828,18632,46566,17390,65721,14704,37006,9412,18712,5896,14244,5436,10215,5510,5018,4096,938,1320,40,158,0,2,0,0,378880,382336
2018,12,1호선,종각,79,0,4463,4816,4576,23509,6579,86427,11330,252312,15385,152987,21403,76609,34635,76921,43192,73498,56669,74364,68521,66299,83828,61276,97152,66799,135072,82153,227792,103909,127838,62817,116897,26387,142023,18544,129179,15672,66204,14879,16082,2332,1090,139,11,12,0,0,1342661,1411939
2018,12,중앙선,중랑,45,4,5470,363,8605,2352,23310,3696,23318,6656,14020,5041,11318,5052,9464,5570,10282,6485,9816,6837,8690,8120,8503,10870,8570,12073,8589,13470,8706,21718,5645,18884,3680,11336,3496,10136,2907,11117,1480,6518,126,1467,0,0,0,0,0,0,167765,178013
2018,12,9호선,신반포,0,0,589,239,1863,2167,5250,6843,7667,8934,6205,6612,4955,4564,5288,4297,5490,3954,5528,5166,5157,4826,6107,5196,7717,5692,8237,5802,8869,8075,5060,6868,3744,4032,3220,3925,2251,4032,840,2745,253,829,6,64,0,0,0,0,94862,96314
2018,12,6호선,녹사평(용산구청),20,0,1619,443,2554,3853,5185,9328,9981,16243,7757,8852,6810,7981,7344,9988,8267,10534,9085,12411,9571,11588,10895,12318,14435,14289,16474,19142,19118,23242,13660,18259,12471,9131,15495,7894,16270,6239,8798,4710,1078,1589,49,79,0,0,0,0,208113,198934
2018,12,경춘선,백양리,0,0,179,22,70,45,61,474,147,825,139,386,189,834,577,700,760,790,554,616,566,442,857,564,914,436,1354,370,698,393,299,213,305,267,291,280,230,172,236,196,59,30,0,0,0,0,0,0,8055,10503
2018,12,4호선,동작(현충원),11,0,466,172,1332,1989,4670,2797,7244,5786,5208,5180,3707,3348,4338,3017,4179,3224,4013,3933,3974,4091,4376,4433,4994,4779,5644,5466,6264,6387,2994,5000,2146,3591,2025,3205,1767,3127,660,2221,164,1154,8,187,0,17,0,0,73104,72191
2018,12,5호선,신길,23,0,2120,434,3026,2591,9373,4722,15894,15740,6396,7056,3911,3353,3700,3170,3946,3503,4410,4369,3617,3814,3821,4043,5254,5191,7338,8405,11731,12705,4836,8579,3030,6151,2913,6917,2298,7391,1316,5055,211,1399,7,81,0,0,0,0,114669,101166
2018,12,4호선,당고개,51,1,8357,11,16495,6738,48444,8844,51343,13668,35046,13821,26119,13550,23692,11726,22440,14340,22470,15624,20587,16883,18904,20447,20121,24332,21216,28358,18675,36575,12551,35292,8138,27011,6448,24759,5230,25016,2334,19787,342,6660,3,708,0,36,0,0,364187,390973
2018,12,3호선,경찰병원,19,0,2410,263,6826,2973,22088,7607,28048,29928,17597,16113,13663,9833,12637,8338,11026,9211,12150,11038,12470,11151,12480,10998,13042,11905,16902,16319,22244,21951,9358,19043,7174,12728,6661,11478,4675,11310,1985,8222,241,2276,4,63,0,6,0,0,232754,235699
2018,12,7호선,먹골,31,0,7170,850,12783,3395,38506,5076,48830,15055,28033,10790,19411,10223,17387,10775,18078,13077,18135,14244,16758,14216,16085,17259,17212,21588,18402,27793,18831,39141,12698,38280,8820,22799,8591,21594,6650,20351,3208,15320,581,4211,10,255,0,0,0,0,326292,338197
2018,12,경의선,일산,10,4,5688,1011,18886,3085,48980,6598,34445,17761,21302,8746,15388,6976,15731,7680,15332,9310,13862,12043,12435,12339,13582,13882,16080,16499,15267,19790,12707,30463,7047,32507,5798,21161,4914,19419,4469,18607,1492,11585,291,5444,0,0,0,1,0,0,274911,285714
