year,month,line,station,04-05 (on),04-05 (off),05-06 (on),05-06 (off),06-07 (on),06-07 (off),07-08 (on),07-08 (off),08-09 (on),08-09 (off),09-10 (on),09-10 (off),10-11 (on),10-11 (off),11-12 (on),11-12 (off),12-13 (on),12-13 (off),13-14 (on),13-14 (off),14-15 (on),14-15 (off),15-16 (on),15-16 (off),16-17 (on),16-17 (off),17-18 (on),17-18 (off),18-19 (on),18-19 (off),19-20 (on),19-20 (off),20-21 (on),20-21 (off),21-22 (on),21-22 (off),22-23 (on),22-23 (off),23-24 (on),23-24 (off),00-01 (on),00-01 (off),01-02 (on),01-02 (off),02-03 (on),02-03 (off),03-04 (on),03-04 (off),total(on),total(off)
2018,7,중앙선,도심,16,0,1871,671,6537,1306,16472,2289,12393,5806,6579,2274,4964,1905,4099,2508,4089,2188,3564,2308,2854,2371,3056,3787,3195,3016,3726,5086,4408,7255,2208,7737,1632,4773,1281,4071,961,4858,363,3126,65,902,0,0,0,0,0,0,68237,86335
2018,7,2호선,을지로입구,88,1,3609,3201,3864,35141,8803,141065,16070,352094,21917,165261,29611,90984,40518,97947,47809,74103,62925,75753,71814,67448,85210,64471,99960,62006,140329,66875,312756,75637,164965,50161,147914,27325,124881,22156,87631,18759,41734,11305,5069,3802,5,1079,0,0,0,0,1506574,1519412
2018,7,2호선,을지로3가,10,0,1154,2029,2826,18927,5278,72641,11711,174075,15260,84427,20007,38771,23944,31982,25181,26809,28628,29073,31432,25658,35889,23691,40128,23712,68060,26107,150546,30688,70702,20199,45899,10982,45403,10006,34662,9018,17672,6276,3121,1737,4,79,0,0,0,0,666887,679525
2018,7,2호선,을지로4가,3,0,1037,1262,1809,15258,3508,26080,6995,79463,10832,44296,13318,25817,15999,25178,18969,22171,20671,20493,22219,18697,24913,17986,29049,16237,43783,15187,73634,14024,42727,9470,19480,5881,14716,5638,9933,5598,4603,3867,1005,1032,3,28,0,0,0,0,373663,381221
2018,7,중앙선,구리,775,6,9336,1926,22147,6796,63528,13082,50750,23366,26724,21166,20747,16476,20971,16485,21401,16293,20679,20584,19135,19516,20103,19917,22914,25154,26038,33569,26014,46230,17112,53843,16289,30721,11226,24909,9445,25951,3615,17553,279,4081,0,0,0,0,0,0,437624,430471
2018,7,2호선,동대문역사문화공원,276,4,12047,1304,7041,10352,9754,29601,15192,71047,16735,45321,19961,41603,23798,35695,29154,36232,31609,41687,33626,38232,40965,34222,47368,32478,57171,35900,67598,41863,47778,51024,37684,36056,35904,28627,33652,22421,22211,14812,3501,5015,1,78,0,0,0,0,653574,594768
2018,7,2호선,신당,57,1,7814,1632,13558,11952,31322,19377,47950,45120,28424,28106,21432,21082,21539,21044,22800,20986,24653,22672,23789,22709,24707,24884,28072,27534,33420,33787,41575,47117,27910,37881,19974,24027,17782,22003,12903,22477,6677,14629,1141,4883,5,32,0,0,0,0,473935,459465
2018,7,2호선,상왕십리,31,3,6546,800,14515,5663,42839,12775,67557,43236,34365,23112,22218,15005,21213,13200,22153,15882,21923,17045,18881,17111,19608,19292,21339,22264,25933,29167,35101,47761,22487,40088,14520,25935,12629,24275,9986,25533,4037,16667,557,5680,1,11,1,2,0,0,420507,440427
2018,7,2호선,왕십리(성동구청),811,4,8395,1236,12886,7295,33547,15012,55257,32545,35530,23694,24647,17352,23664,18343,28650,20397,28415,22376,27332,22192,29981,23553,34741,27401,42375,36955,49172,62293,33028,49628,29618,28574,33785,25426,31733,26381,20541,18181,3381,7848,1,54,0,1,0,0,486741,588697
2018,7,2호선,한양대,2,0,1645,512,3258,6543,6866,15487,10231,51783,8187,48383,7433,20808,10414,15467,14358,20593,13811,17760,13691,13834,19532,12359,28178,11080,36085,11683,34974,14255,19357,10543,13027,7108,12794,6884,10495,7241,6053,4859,1221,1794,1,13,1,0,0,0,298989,273630
2018,7,2호선,뚝섬,27,1,4665,2035,10351,15666,26355,29585,35985,123423,22163,60767,17009,25229,17167,20859,18847,20090,21987,22205,22179,20872,24759,21961,28731,23903,41735,29014,101564,41024,49501,32932,28600,19543,25494,17664,18412,17491,8098,11361,1393,4197,2,58,1,0,0,0,559880,527016
2018,7,2호선,성수,23,5,6502,4107,12062,30491,28640,73031,36038,265450,28125,91070,24658,40720,24064,33317,26934,31248,32634,34381,36307,33423,39112,34396,45893,35305,76340,40269,192584,49014,92265,39011,47751,22778,44387,20307,31962,18682,14409,13277,1832,7589,9,1307,0,0,0,0,919178,844526
2018,7,장항선,배방,1,0,735,164,1617,959,3447,1026,2478,1754,2394,1194,1479,1134,1508,1555,1343,986,1522,1705,1242,934,1522,1905,1260,1220,2297,2672,2366,2224,1204,2153,1122,2251,966,1461,688,1320,351,1561,152,585,0,0,0,0,0,0,28763,31711
2018,7,2호선,건대입구,347,13,21617,2109,28479,17687,66881,30656,114673,70667,72684,58730,43123,52131,43112,56757,49695,70158,55950,78650,56066,76014,61430,79632,72542,92877,85311,122644,103932,194187,84487,164488,85770,91376,100738,79862,104783,75456,65056,45901,11037,15671,9,1499,0,0,0,0,1477165,1329393
2018,7,2호선,구의(광진구청),49,1,15123,1429,29237,12095,77970,16828,123872,43142,69565,27532,37326,21839,31384,21148,32884,23445,33428,26540,29327,28041,28653,34391,32558,39967,37987,53697,48964,88823,27982,77938,21716,51276,20524,49237,16955,49960,10329,29085,1639,9654,1,195,0,0,0,0,706263,729442
2018,7,2호선,강변(동서울터미널),58,0,10759,4659,35600,34877,109592,41024,151324,64510,113103,59078,89917,55804,84000,55172,80619,62524,76290,70132,71488,76074,70723,87438,75540,94844,84069,108410,96273,157951,78095,131705,62158,88774,54269,80729,42018,77958,17380,41358,2516,9969,7,156,0,0,0,0,1403146,1407758
2018,7,일산선,대화,173,3,7198,1780,28462,7210,70321,15864,48605,26491,31970,17682,26997,14741,24783,13965,25191,16171,22440,17584,20813,17618,22562,19992,26123,18097,29133,24920,28185,30366,15746,34752,11650,24727,9719,21597,6839,20048,2161,14501,365,6024,9,972,0,0,0,0,365105,461290
2018,7,2호선,잠실나루,19,0,3656,1857,16069,11367,54021,25521,66409,46935,38221,32096,28842,23351,28727,20688,29195,24418,26092,25866,26223,23970,28557,23566,31301,24044,37591,30527,40949,49522,23599,43482,18391,27054,13796,25993,9006,26351,3956,15854,653,5261,3,66,0,0,0,0,507789,527275
2018,7,2호선,잠실(송파구청),84,6,15169,6168,59370,41398,149563,98751,214994,198916,147935,187437,99902,133745,100916,145260,112521,144098,127667,149018,133863,143919,155182,150408,179105,160992,232321,184807,297202,275246,208882,211777,200702,123959,175684,117332,143318,118485,46195,67814,5667,17659,4,268,2,0,0,0,2677463,2808182
2018,7,2호선,잠실새내,25,2,7169,981,21999,11245,70700,20416,98844,35192,58088,37743,38402,29601,37920,30601,41261,36669,40443,40436,36582,43420,39022,47449,44606,55329,50437,70469,56739,107842,41916,91069,35983,53615,38097,47502,39116,45489,24865,24891,4236,7949,3,188,0,0,0,0,838098,828446
2018,7,일산선,백석,34,1,4855,2717,12310,7123,26158,13470,27513,31466,20126,19028,17739,17159,18266,16352,19637,17653,19131,20072,19332,19141,21758,20142,22876,21956,26829,24536,32919,30379,19380,32869,16457,20386,16756,16092,12399,14882,4815,9499,719,3639,0,0,0,0,0,0,358562,361993
2018,7,2호선,종합운동장,18,1,3194,1510,9536,14826,24983,23799,33924,41047,24388,23149,17319,16029,18392,14391,18602,16505,18617,19607,16752,23335,20878,29403,25782,42454,32701,86991,29947,89228,19626,44864,25330,21287,86764,19705,63521,21105,14950,12425,629,3574,3,162,1,1,0,0,565398,507857
2018,7,2호선,삼성(무역센터),211,0,5620,5787,9410,42808,21403,133546,29308,381724,29281,281679,30141,144174,44096,130347,60401,127149,84041,134094,104811,122644,134318,105465,159112,91888,219824,87644,379359,99791,235029,65523,163935,31230,150098,23031,109606,20998,30626,11206,4323,5781,3,2109,0,0,0,0,2048618,2006763
2018,7,2호선,선릉,104,3,6473,6714,13690,45415,26477,125078,39911,335004,39203,239268,42356,95957,55615,66793,63274,61285,76666,71934,78245,61491,99735,56054,143018,54843,174747,60391,336637,71649,174603,51708,106656,30611,115788,26186,93344,24796,35993,14980,6000,6642,5,128,0,0,0,0,1506930,1730454
2018,7,2호선,역삼,41,1,4528,8591,10372,40513,18205,132522,30177,396919,28430,285342,28881,113786,39038,70870,47623,59845,57504,71881,63104,60829,82638,56196,96671,50403,163911,56571,328154,69681,161901,52561,95312,29953,101741,23148,69668,20525,30127,13269,5211,4547,1,44,0,0,0,0,1617997,1465215
2018,7,2호선,강남,214,4,17354,12775,25919,68070,50317,201004,82450,398090,71101,416670,72340,200063,97316,170361,129563,173677,169248,211651,166734,170599,197638,167200,222476,168308,287809,205650,445214,295872,298321,222398,241879,102038,298904,79237,326416,69430,144290,40671,25635,12037,16,70,0,0,0,0,3385875,3372958
2018,7,2호선,교대(법원.검찰청),15,0,3213,7607,15131,30438,30139,73967,46404,176575,36276,165416,34402,79520,42179,69507,46421,65239,56437,71397,62066,64188,68442,59171,72190,58507,98353,68992,175864,95872,91295,66338,67181,36251,78343,32247,78441,32096,28864,17319,5661,5323,3,13,0,0,0,0,1275983,1139323
2018,7,2호선,서초,4,1,1493,5564,7801,21906,16897,58207,26917,146998,29503,101036,23028,45969,32541,38923,29255,30076,36986,33390,36616,32756,44061,26633,48862,27201,67313,28034,127294,33940,56460,25936,35547,13967,40654,12918,32054,13138,11326,7310,1535,2001,2,2,0,0,0,0,705906,708163
2018,7,우이신설선,보문,0,0,437,129,954,898,2063,2645,4180,5037,2851,3349,2695,2310,2495,2019,2913,2291,3021,2467,2754,2237,2718,2592,3274,2813,3333,3395,4110,4033,2868,3067,2012,2077,1547,2002,1291,1927,651,1306,144,438,0,1,0,0,0,0,47033,48329
2018,7,2호선,방배,20,1,3672,3541,12220,15072,30525,29679,44234,80804,33146,49720,23227,26795,23506,22505,25879,23124,27602,25903,26636,25430,29576,25058,33700,27177,44205,33434,79974,45586,35510,39182,25136,25680,26436,24323,21457,27350,9576,15238,1933,4782,2,25,0,0,0,0,570409,560170
2018,7,2호선,사당,105,3,15580,4464,28540,33608,75095,55584,104610,84663,74391,60107,49313,48684,46422,58795,53887,57438,59680,60946,61455,58615,61507,66785,63547,87064,76073,122224,100944,191813,76310,158463,70479,90848,80750,84472,82502,88294,47531,56590,8637,17615,22,1071,0,0,0,0,1488146,1239293
2018,7,2호선,낙성대,86,3,13667,2491,30952,12701,99046,23617,148416,53276,91540,39393,47878,30685,41298,27119,44240,30029,44863,33319,38278,33605,41312,38230,43201,44488,52622,58770,66817,99111,39905,104555,28464,66586,26271,66408,21393,69734,11988,46711,2140,14394,2,151,0,0,0,0,895376,936311
2018,7,우이신설선,솔샘,1,1,2461,301,9569,1318,28701,2683,29394,3768,15629,3197,10018,3173,8473,3599,8726,4561,7991,5142,6227,5714,5760,7273,6716,9290,6462,11504,5307,20440,3576,21145,2496,13079,1818,11786,1463,12110,751,6946,197,2464,0,0,0,0,0,0,149494,163753
2018,7,2호선,서울대입구(관악구청),4994,10,33305,3231,52184,20447,151086,36288,213509,82927,135943,75575,78005,59843,71633,57759,76736,60230,85689,69325,74510,68850,77721,75227,87293,87007,99689,111242,118627,175695,75417,182641,62092,111053,61912,107647,57234,111176,29719,73127,4888,26302,2,4696,0,0,0,0,1600298,1649212
2018,7,2호선,봉천,62,0,18558,3315,31843,13018,87529,15728,124089,29897,73095,25938,40258,23012,34919,23795,37335,25092,38031,27674,31726,28398,31909,35561,34825,41561,38841,53060,40492,79209,26003,79644,20322,49407,18955,48955,13985,49111,6197,29150,1085,9245,6,291,1,1,0,0,691062,752022
2018,7,2호선,신림,317,10,47687,6007,89028,25766,248047,40871,355224,73908,206678,60555,109772,54261,94217,60369,98664,66051,98004,75400,85617,81535,85310,95266,93305,116120,105682,154373,116044,261995,82709,281124,69672,174541,65593,165450,61187,170172,35333,113464,6072,37021,8,442,0,0,0,0,2114701,2155871
2018,7,2호선,신대방,191,3,31413,2729,42276,13309,106345,22049,148588,40122,93094,27303,51438,23278,41035,23198,41167,24605,39991,28528,34545,31487,32936,40574,37216,47307,40732,63626,52562,94558,32316,95648,24154,64579,19071,67593,14013,76303,6909,43067,1213,12798,1,119,0,2,0,0,842785,893033
2018,7,2호선,구로디지털단지,216,3,46858,6881,61028,23925,160667,80929,207765,296605,129743,170379,78123,67663,69275,57236,75518,56691,77734,70313,69459,73591,71125,74873,87606,85877,125252,116805,265397,175576,148241,168306,91381,104252,79303,106023,61110,114793,30479,68213,4631,20117,6,243,1,0,0,0,1939294,1942720
2018,7,2호선,대림(구로구청),584,22,43223,4499,38126,14902,82562,27121,113142,72265,79163,45676,46846,39145,39306,39463,40687,37626,41517,39049,37446,38701,37872,45818,42308,51265,51276,73653,74929,88723,43536,76189,31909,53100,25629,64820,18952,69441,9654,34392,1411,9504,5,232,0,0,0,0,925606,901517
2018,7,2호선,신도림,3308,18,45003,6344,61088,23222,161188,50116,165494,137488,103595,88893,70351,78994,70700,76905,79701,83667,86970,89266,84598,80370,89939,87243,101579,100368,118791,127391,169397,204287,107975,179870,91606,100405,96937,93335,82246,97220,32392,69647,4302,32143,11,3707,0,0,0,0,1810899,1825881
2018,7,2호선,문래,8,0,4369,2931,15127,11688,49101,33955,51411,120035,29540,60066,21657,24662,22198,21959,24637,23375,25948,24169,25088,23084,26935,22864,30313,25673,45296,31215,101141,51484,44885,46035,27111,25932,26227,23220,22166,21986,9557,14569,1530,4794,7,140,0,0,0,0,613836,606262
2018,7,2호선,영등포구청,44,0,7345,3020,15542,13764,46864,39210,50907,122005,33544,56134,25853,28374,26132,25859,27707,25598,29420,27914,28665,26609,30040,26628,35296,29095,47777,35380,108373,56452,44319,46524,31531,26854,29334,24955,24881,24480,10430,16612,1710,6174,3,241,1,0,0,0,661882,657692
2018,7,2호선,당산,24,2,8618,5160,21850,16262,59087,35203,71841,92281,45425,42545,30351,22045,28347,22046,28087,24950,28140,27028,24595,25528,25488,27870,29191,33852,44934,44984,72432,76991,38364,65752,28978,41120,26813,41943,22525,41136,11781,25831,1963,7454,6,280,0,0,0,0,720263,650834
2018,7,2호선,합정,78,2,10837,4108,20572,23108,51839,40169,62569,106669,40667,80734,31311,49434,32369,45740,37022,50208,41993,58178,41226,53642,46005,53686,53235,62578,72485,76837,120644,117751,80121,100790,61959,53636,74842,41883,77214,37620,42919,26067,6999,9589,6,375,0,0,0,0,1092804,1008852
2018,7,안산선,안산,1862,4,14427,748,18582,20032,29468,52677,31260,43170,27246,17995,22489,17757,21637,17694,22338,17959,22433,19195,22205,18175,23025,19700,26663,23414,49843,29064,60156,37211,32922,32613,30726,25132,19955,22733,7985,17688,2673,10934,392,4557,3,355,0,0,0,0,448807,488446
2018,7,2호선,홍대입구,1610,16,44707,5160,41752,21955,78929,41831,97866,120823,72529,132422,64129,105706,70891,122001,83514,156078,96422,178010,103373,174798,123333,171776,148393,186059,180477,213421,222525,279886,179482,241241,177762,137738,223071,110292,251337,92526,141213,67127,18009,25050,23,2581,0,0,0,0,2586497,2421755
2018,7,2호선,신촌,155,11,12631,4782,18304,20853,43743,46326,61359,103891,44659,128177,44912,86078,56374,82270,72894,91147,83572,106247,81057,91743,92075,87401,105853,90349,130108,106925,134253,153224,101483,124898,103346,65612,115270,53975,122488,48967,62677,35314,10038,11700,9,160,0,0,0,0,1540050,1499123
2018,7,2호선,이대,22,1,3656,1934,7469,11752,20190,20051,28422,51116,20274,48847,16633,37665,22944,35794,34128,42546,36847,39949,33118,34076,39007,33762,48349,33201,57782,35281,52344,42363,37062,35469,30251,21383,31422,19113,24504,19476,8365,14849,1053,4850,0,118,0,0,0,0,583596,555838
2018,7,안산선,한대앞,202,2,7160,1010,16803,4603,33101,8728,27335,17083,16597,12814,13162,8820,12612,8226,12890,8986,12089,9495,10559,10293,11269,11250,13398,14172,16865,18225,18556,29703,10712,27626,8595,19899,8105,15258,6624,15025,2790,9481,612,4444,1,0,0,0,0,0,255143,261853
2018,7,2호선,아현,33,3,5281,1311,11486,6017,29544,13578,40558,24024,24929,14041,18194,10962,17333,10358,18382,12180,18521,13656,15473,13675,17189,15497,20836,17599,20555,22197,23161,32320,14397,28936,10474,19555,8411,18875,5860,19085,3037,13207,468,4077,1,65,1,1,0,0,311219,326109
2018,7,2호선,충정로(경기대입구),36,0,4424,1158,8503,7989,19900,23201,28262,77491,17675,40640,13898,14457,15107,12338,15330,11483,15489,14210,14937,12860,16019,13585,19459,14879,25115,17828,65080,26750,23787,20724,13828,14011,13066,14153,10118,13832,4440,9386,718,3078,0,67,0,0,0,0,364120,347173
2018,7,2호선,용답,20,0,2711,281,3878,1199,9267,1826,14712,3432,7038,2002,4608,2180,3975,2451,4212,2726,4336,2872,3558,3026,3329,4081,4495,5444,4467,6215,4147,10435,3142,8978,2076,5548,1491,6848,1156,6579,523,4276,68,1207,0,6,0,0,0,0,81612,85207
2018,7,안산선,산본,572,4,9907,2161,26460,7704,67077,16911,59650,34817,32035,24719,25751,21346,24823,22194,25911,27887,25406,29905,24299,28164,26590,28696,29824,31917,32397,42294,38997,69580,27033,70728,23443,41978,22567,33331,19768,29399,9016,19420,1607,8407,6,885,0,0,0,0,592447,554585
2018,7,2호선,신답,4,1,1132,180,2021,870,6874,1203,9478,2259,3712,1356,2430,1397,2062,1417,2061,1599,2117,1676,1766,1923,1713,2461,2142,3186,2468,3416,2323,7642,1494,7147,801,3454,587,3768,593,3110,233,2396,34,580,0,2,0,0,0,0,51043,48059
2018,7,2호선,신설동,30,1,1186,386,1613,2185,3351,6498,6373,17994,4784,12546,5609,8850,6983,8637,8337,8482,9171,9345,9419,7992,10180,7077,10221,6522,13583,7423,18269,6907,8044,5386,5320,3415,5658,3160,3086,3083,1118,2372,157,748,1,132,0,0,0,0,129141,134481
2018,7,2호선,도림천,1,0,411,346,1465,1006,3633,4800,3267,6257,2472,2257,2192,1620,1618,1406,2143,1911,1732,1386,1836,1635,2219,1437,2417,1857,2680,2168,3991,2965,2212,2850,1182,1814,1081,1678,497,1292,274,1013,59,437,0,10,0,0,0,0,40145,39399
2018,7,2호선,양천구청,22,0,5221,1226,12361,2356,33674,6355,29544,10989,17690,6864,11764,5516,10935,5745,10799,7203,10359,8219,9702,8480,7999,9814,9109,12233,10145,15703,10258,26050,5241,26793,3247,16323,2779,14729,2660,14961,931,11724,186,3829,0,75,0,0,0,0,215187,206622
2018,7,2호선,신정네거리,63,0,9497,2054,15373,4734,46276,5368,43934,11934,25187,9204,16070,7792,14681,8323,14704,9720,13856,11422,11942,12006,11676,14743,12873,18753,14573,25695,13781,40835,9064,38568,6643,22164,5595,20384,4586,19247,2178,13324,337,3812,1,218,0,0,0,0,300300,294845
2018,7,2호선,용두(동대문구청),5,0,1152,173,1703,1112,5749,2818,8123,6687,4198,3690,3675,3505,4044,3746,4121,3519,4394,4064,4312,4062,4643,4440,5039,4831,5446,5024,6637,7412,3543,6277,2377,3628,1850,3611,1410,2907,526,2084,94,620,0,23,0,0,0,0,74233,75054
2018,7,3호선,지축,1,0,359,659,1825,3310,5328,1842,5727,2093,3585,1594,2423,1668,1966,1791,2120,1624,1861,1803,1840,1988,2206,2349,3183,2948,3498,3261,2264,5294,1228,4674,792,3258,420,2481,205,2147,108,1059,20,125,0,0,0,0,0,0,45968,42976
2018,7,수인선,남동인더스파크,0,0,382,578,757,3984,1278,18773,1889,21757,1472,3518,1501,1693,1723,1627,2052,1600,2071,1822,2597,1335,2841,1203,3409,1151,11266,1441,14070,2039,5389,2221,5189,1492,2970,998,803,744,353,393,24,101,0,0,0,0,0,0,68470,64054
2018,7,3호선,구파발,134,10,10283,2067,32983,20140,99610,18723,93312,27923,46194,27134,31474,26422,27284,25626,27907,26558,28208,27476,27168,27146,29751,28978,39277,34504,44270,40675,36692,69038,25345,67585,19592,39976,17338,36428,14443,34758,4287,24670,590,7805,0,619,0,0,0,0,614261,658026
2018,7,3호선,연신내,286,11,30781,2257,59956,15003,162625,31953,191864,43019,105031,43379,72014,39915,64453,39820,68138,43280,65342,48775,57460,52159,58674,61525,66939,76035,69166,93753,64178,149534,46905,152835,37635,94308,33797,84399,30215,80803,15439,54796,2691,19011,3,206,0,1,0,0,1226777,1305324
2018,7,3호선,불광,22,1,11641,1699,24055,8431,64408,11918,77517,36106,42966,35170,30192,27859,27689,28682,28088,31467,30746,35466,29168,34883,29758,35134,34311,40219,35765,46983,39855,70310,24628,67179,19650,39876,17408,33993,12280,32258,5364,20763,873,6495,0,6,0,0,0,0,644898,588380
2018,7,수인선,월곶,6,0,1117,382,3898,1550,9824,2704,7862,3397,4698,2902,3746,2717,3758,3454,3861,3454,3942,3252,3678,3381,3657,3637,4415,4203,5278,5551,6078,8810,3629,6551,3058,5117,2618,4810,1604,4323,849,2718,30,575,0,0,0,0,0,0,73488,79618
2018,7,3호선,녹번,28,0,8578,1918,20209,14618,56044,8388,65537,18080,36026,11638,22516,8916,19204,8919,19267,10137,17805,11692,16105,12388,14924,14338,19223,19346,23429,24444,20939,39327,10946,42376,7708,26156,6193,24006,4291,23412,2066,15016,289,4094,0,0,0,0,0,0,339209,393317
2018,7,3호선,홍제,64,2,10819,1679,26394,11888,70929,14042,83532,28969,50924,22108,35550,19608,31779,18511,32103,20607,30519,23770,27058,24796,26917,28417,29921,35886,32550,43041,33728,62855,18882,61277,14857,37629,12047,35849,8824,34077,3867,21624,574,6063,2,2,2,2,0,0,552702,583796
2018,7,3호선,무악재,22,0,2393,226,5808,2827,16633,3500,19047,5775,11143,3867,7875,3826,6778,3938,6494,4264,6088,4852,5002,5363,4939,6137,5202,7644,6739,9327,7452,14420,4021,14348,3007,9490,2383,8933,1709,8824,699,5919,108,1727,0,2,0,0,0,0,125209,125538
2018,7,분당선,매탄권선,91,0,2606,565,8319,1633,18267,5834,18063,13552,9685,5500,6959,2883,6367,3381,7317,3534,6727,3687,4946,4848,5640,5409,6985,6739,10716,8862,10724,15298,6335,15090,4381,9924,4261,9220,3377,8982,1135,6452,92,1457,0,0,0,0,0,0,132850,144920
2018,7,3호선,독립문,140,3,5752,729,7513,6826,19554,16050,24692,22227,17386,16922,14841,14386,14148,10898,15488,11173,14448,12964,14574,12113,15470,12949,17632,13861,16998,16628,18856,19921,9634,18142,6906,11712,6013,10556,4045,9827,1359,6838,220,2849,1,995,0,0,0,0,248569,247548
2018,7,3호선,경복궁(정부서울청사),60,3,3173,1860,6707,15423,17146,48377,26368,135543,25119,74474,21706,46720,27866,44299,32867,38915,38999,42558,41395,35893,47116,30471,55892,31528,67667,34759,119873,42468,49371,32891,39741,16410,42317,13907,30110,12947,11662,8156,1675,2377,3,71,0,0,0,0,710050,708791
2018,7,3호선,안국,19,0,2324,2316,3951,21530,7468,110989,11787,133343,11827,89238,15460,62883,27097,58230,38755,47699,42921,43479,47602,40872,52026,32987,62894,31291,96043,30412,139061,31235,59075,18181,44952,9029,44172,7156,26837,7091,8726,4322,1046,1359,0,0,0,0,0,0,783642,746042
2018,7,3호선,종로3가,41,0,841,944,1367,6626,1830,15750,3176,54396,4967,54884,7542,37649,10124,28902,12157,27278,14680,27651,15737,26687,20734,25508,20991,21497,28182,21794,52011,23961,44367,15998,19753,7058,21431,5354,15249,4445,6623,2914,888,1179,1,7,0,0,0,0,410482,304669
2018,7,3호선,을지로3가,4,0,785,939,1340,8937,2355,34280,4326,86200,7423,42122,9350,21000,11989,17131,11882,15111,14348,15041,15830,13358,17534,13282,19022,12809,32321,14222,70993,16805,36063,10706,21725,5007,19646,3972,14640,3477,7715,2332,1333,646,1,5,0,0,0,0,337382,322639
2018,7,3호선,충무로,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2,0,0,0,2,0,8,0,1,0,4,0,5,0,6,0,9,0,5,0,4,0,4,0,5,0,2,0,0,0,0,0,0,0,0,2079
2018,7,3호선,동대입구,28,3,1858,1317,3377,10002,6861,25927,9951,62361,8102,34197,7807,24143,9878,22305,13436,18529,16167,18495,15028,15075,16857,13503,21819,14123,40041,15628,46801,17757,25224,14524,25976,7635,18459,6815,15582,5928,5624,4392,695,1512,3,105,0,0,0,0,334276,311564
