line,station,year,04-05 (on),04-05 (off),05-06 (on),05-06 (off),06-07 (on),06-07 (off),07-08 (on),07-08 (off),08-09 (on),08-09 (off),09-10 (on),09-10 (off),10-11 (on),10-11 (off),11-12 (on),11-12 (off),12-13 (on),12-13 (off),13-14 (on),13-14 (off),14-15 (on),14-15 (off),15-16 (on),15-16 (off),16-17 (on),16-17 (off),17-18 (on),17-18 (off),18-19 (on),18-19 (off),19-20 (on),19-20 (off),20-21 (on),20-21 (off),21-22 (on),21-22 (off),22-23 (on),22-23 (off),23-24 (on),23-24 (off),00-01 (on),00-01 (off),01-02 (on),01-02 (off),02-03 (on),02-03 (off),03-04 (on),03-04 (off),total(on),total(off)
7호선,사가정,2018.0,12.75,0.16666666666666666,10541.916666666666,1872.5833333333333,20913.083333333332,8419.5,53428.166666666664,12038.166666666666,70637.33333333333,27224.833333333332,41688.083333333336,16948.25,26357.0,15714.416666666666,23854.583333333332,15929.333333333334,24865.916666666668,17510.0,24662.166666666668,18681.333333333332,22078.75,20176.666666666668,21592.416666666668,25353.083333333332,23825.416666666668,30766.916666666668,27296.5,37048.416666666664,28035.083333333332,55560.916666666664,21029.833333333332,56548.166666666664,15309.916666666666,34518.583333333336,13082.166666666666,30738.166666666668,10853.75,29818.833333333332,5594.916666666667,17911.166666666668,987.5,6497.083333333333,5.416666666666667,23.083333333333332,0.0,0.0,0.0,0.0,479299.6666666667,488657.9166666667
7호선,삼산체육관,2018.0,2.25,0.16666666666666666,2996.0833333333335,353.0,9488.916666666666,1610.0833333333333,26154.666666666668,3197.25,24287.916666666668,7280.416666666667,12583.0,4977.0,8364.833333333334,4305.416666666667,8304.0,4414.833333333333,8647.083333333334,5496.666666666667,7777.75,6368.166666666667,7123.583333333333,6525.166666666667,7595.333333333333,7176.916666666667,8894.166666666666,8698.75,8524.833333333334,10972.0,7934.166666666667,17428.583333333332,4963.416666666667,17220.75,3526.9166666666665,11183.666666666666,3483.1666666666665,9902.916666666666,2293.4166666666665,9339.25,1140.0,7182.583333333333,182.58333333333334,2293.6666666666665,0.5,501.4166666666667,0.0,0.8333333333333334,0.0,0.0,146429.5,166284.33333333334
7호선,상도,2018.0,0.5,0.0,4345.833333333333,1759.25,11853.0,7268.166666666667,32781.333333333336,8165.666666666667,45407.916666666664,24925.083333333332,27091.666666666668,18673.0,17770.0,18313.666666666668,16509.0,14437.333333333334,17402.666666666668,15067.666666666666,17480.083333333332,15090.333333333334,16231.0,15511.416666666666,17356.666666666668,15490.75,20452.333333333332,18271.833333333332,23506.166666666668,21988.666666666668,23448.25,35433.083333333336,13701.666666666666,29991.583333333332,11226.416666666666,19738.083333333332,12719.333333333334,18605.916666666668,10485.0,18395.0,6136.0,13205.083333333334,1086.75,4121.666666666667,3.5,13.75,0.0,0.5833333333333334,0.0,0.0,334467.5833333333,349012.5833333333
7호선,상동,2018.0,18.916666666666668,0.6666666666666666,5126.0,1932.5833333333333,15463.666666666666,6619.083333333333,44220.166666666664,13176.5,38953.416666666664,31054.333333333332,21441.916666666668,31200.916666666668,17059.583333333332,20116.916666666668,17464.583333333332,21568.416666666668,20031.083333333332,22726.833333333332,21624.166666666668,24417.416666666668,22250.25,23807.833333333332,24542.916666666668,23907.416666666668,27072.666666666668,25894.166666666668,30129.583333333332,32160.416666666668,35198.333333333336,50000.166666666664,24088.75,45731.833333333336,21123.0,27229.916666666668,23201.916666666668,20729.583333333332,22585.083333333332,17855.833333333332,8901.583333333334,14267.916666666666,1589.5833333333333,4574.75,5.416666666666667,305.1666666666667,0.0,0.8333333333333334,0.0,0.0,459279.5,444091.6666666667
7호선,상봉(시외버스터미널),2018.0,359.5833333333333,7.333333333333333,11169.75,1688.3333333333333,18966.833333333332,9515.5,54204.166666666664,16641.75,70044.0,36960.583333333336,37219.0,22141.0,24186.666666666668,16995.333333333332,22378.416666666668,18146.916666666668,24420.5,20352.416666666668,25208.0,21752.5,23373.5,21982.416666666668,23907.333333333332,24135.25,27340.583333333332,29300.833333333332,33774.916666666664,37053.166666666664,39098.333333333336,54774.166666666664,29389.583333333332,57218.583333333336,21233.0,33188.916666666664,20295.083333333332,29233.75,16805.25,27638.166666666668,8013.666666666667,19912.666666666668,1404.8333333333333,8263.666666666666,3.0,54.583333333333336,0.0,0.0,0.0,0.0,506957.8333333333,534454.4166666666
7호선,수락산,2018.0,9.083333333333334,0.5833333333333334,9511.583333333334,668.8333333333334,24018.0,5784.083333333333,57343.333333333336,9168.833333333334,52755.916666666664,17840.833333333332,33578.75,18548.0,24506.833333333332,17784.583333333332,21656.5,15677.333333333334,22385.083333333332,16294.083333333334,22668.25,15515.833333333334,21538.666666666668,16280.5,21149.916666666668,19043.916666666668,21882.166666666668,23781.583333333332,22460.416666666668,29078.5,23049.416666666668,40919.25,15238.75,49586.083333333336,10282.833333333334,31731.916666666668,8297.0,27108.083333333332,6169.333333333333,25993.416666666668,2870.0,19081.0,400.0,7404.833333333333,1.5,259.75,0.0,2.6666666666666665,0.0,0.0,407554.5,423782.25
7호선,숭실대입구(살피재),2018.0,11.166666666666666,1.0833333333333333,6320.75,1110.75,13391.166666666666,5408.0,41259.833333333336,9385.5,58572.75,36094.083333333336,33822.666666666664,27517.833333333332,21942.083333333332,30397.833333333332,21047.583333333332,22272.166666666668,21569.333333333332,19185.916666666668,23259.25,22940.416666666668,23184.75,21534.333333333332,23564.083333333332,21672.666666666668,31269.166666666668,24971.0,35086.0,30199.75,30285.5,48224.416666666664,20257.5,42404.583333333336,16616.25,27113.916666666668,18949.916666666668,25177.916666666668,16396.083333333332,25064.166666666668,9857.916666666666,17907.333333333332,1844.8333333333333,5522.833333333333,5.25,21.416666666666668,0.0,1.3333333333333333,0.0,0.0,464129.25,470520.6666666667
7호선,신대방삼거리,2018.0,26.833333333333332,2.0833333333333335,10714.0,1150.3333333333333,18453.416666666668,6307.166666666667,54708.666666666664,14337.333333333334,83645.25,36827.0,44645.0,22695.333333333332,26871.833333333332,16294.0,24819.0,14972.083333333334,26091.75,16095.333333333334,23803.666666666668,18693.916666666668,21741.083333333332,19803.5,21197.75,23266.25,23352.333333333332,26827.416666666668,25282.25,33486.25,33891.416666666664,56838.0,20226.333333333332,53167.583333333336,15044.0,33466.166666666664,12942.0,31576.0,11266.166666666666,28983.916666666668,5305.916666666667,19352.25,766.75,6764.083333333333,4.25,39.416666666666664,0.0,0.4166666666666667,0.0,0.0,480945.8333333333,506790.8333333333
7호선,신중동,2018.0,5.75,0.08333333333333333,5325.25,1591.5833333333333,16839.0,5632.0,49369.0,15278.916666666666,46269.75,41153.083333333336,25096.833333333332,28031.166666666668,19468.25,16586.666666666668,19108.666666666668,15467.583333333334,20677.25,16475.916666666668,20308.916666666668,18430.416666666668,19734.333333333332,18405.083333333332,21022.0,20022.083333333332,23165.916666666668,23153.666666666668,28353.083333333332,28031.666666666668,41882.666666666664,44617.166666666664,21939.25,49497.5,23062.083333333332,26784.083333333332,15596.916666666666,21828.25,13175.666666666666,20627.416666666668,6356.416666666667,15851.666666666666,1004.3333333333334,5632.0,3.75,13.583333333333334,0.0,1.5,0.0,0.0,433113.0833333333,439777.3333333333
7호선,신풍,2018.0,52.666666666666664,2.3333333333333335,10338.25,2195.9166666666665,16187.666666666666,8334.083333333334,37850.833333333336,11494.666666666666,50477.25,22140.25,30516.583333333332,15060.416666666666,18928.583333333332,13391.083333333334,16411.75,12526.416666666666,17692.583333333332,12319.166666666666,17298.083333333332,13453.333333333334,15536.083333333334,13714.0,15741.416666666666,16404.666666666668,17964.083333333332,19618.583333333332,21335.083333333332,26677.083333333332,23222.333333333332,37735.25,13759.666666666666,32777.75,10013.916666666666,20197.75,9232.583333333334,21033.166666666668,6878.75,20533.333333333332,3281.1666666666665,11791.0,542.8333333333334,3771.3333333333335,10.083333333333334,724.5,0.0,3.5,0.0,0.0,335899.5833333333,355237.5833333333
7호선,어린이대공원(세종대),2018.0,13.75,2.5,3986.4166666666665,1118.8333333333333,7523.5,9480.083333333334,18521.166666666668,15032.666666666666,33851.833333333336,60684.666666666664,22792.333333333332,42195.5,14604.166666666666,42663.166666666664,17534.166666666668,33076.833333333336,22618.166666666668,30409.583333333332,25404.333333333332,33911.333333333336,28194.666666666668,28212.833333333332,32112.833333333332,23235.333333333332,41341.25,21848.0,48820.083333333336,24315.5,48381.416666666664,30864.833333333332,28248.666666666668,26152.5,22885.5,16972.583333333332,25290.416666666668,15278.583333333334,23416.75,15934.333333333334,13868.416666666666,11063.5,2550.4166666666665,3750.1666666666665,3.5,35.916666666666664,0.0,0.16666666666666666,0.0,0.0,486239.4166666667,483968.0
7호선,온수(성공회대입구),2018.0,103.58333333333333,3.6666666666666665,7271.5,1259.25,15858.083333333334,5401.583333333333,51166.333333333336,13479.166666666666,59706.666666666664,22005.5,26503.333333333332,14554.75,15457.083333333334,8255.916666666666,13607.25,8126.166666666667,14162.25,9391.333333333334,13128.75,10269.5,11425.833333333334,10757.083333333334,12988.083333333334,12529.25,17035.333333333332,15332.166666666666,18791.666666666668,20244.333333333332,17301.75,39035.25,9189.5,38369.25,6723.0,22885.75,6653.666666666667,21480.916666666668,5081.75,19070.333333333332,2648.5,12582.166666666666,488.0833333333333,6807.5,2.4166666666666665,1022.0,0.08333333333333333,7.0,0.0,0.0,312869.8333333333,327208.9166666667
7호선,용마산,2018.0,7.5,2.0833333333333335,5179.25,608.3333333333334,10600.166666666666,2405.9166666666665,27621.583333333332,4017.3333333333335,35345.833333333336,9922.0,18794.416666666668,6194.916666666667,10725.166666666666,5727.25,9363.333333333334,5230.583333333333,9570.666666666666,6110.0,8745.083333333334,7088.166666666667,7801.166666666667,7292.833333333333,7692.083333333333,9189.166666666666,8373.583333333334,11038.333333333334,8733.416666666666,13605.666666666666,8690.166666666666,20494.75,5930.25,21207.833333333332,3696.75,13483.583333333334,3120.8333333333335,12850.0,2450.8333333333335,13852.166666666666,1286.5,8754.833333333334,209.83333333333334,3096.9166666666665,1.0833333333333333,9.083333333333334,0.0,0.0,0.0,0.0,182181.75,195950.0
7호선,이수,2018.0,34.166666666666664,0.5833333333333334,5419.75,1131.0,10270.0,9802.0,29347.083333333332,15179.333333333334,49106.416666666664,46069.25,30680.75,32852.833333333336,21425.0,22811.416666666668,21290.0,20852.25,23117.916666666668,21641.416666666668,26219.166666666668,23980.666666666668,25708.833333333332,23965.166666666668,26833.0,26324.416666666668,28445.25,29427.333333333332,33041.5,37701.333333333336,45994.166666666664,58111.666666666664,28789.083333333332,48003.333333333336,26950.583333333332,26931.333333333332,29335.416666666668,23337.166666666668,27676.583333333332,20924.666666666668,15976.166666666666,12571.75,2990.0,4330.916666666667,13.083333333333334,113.25,0.0,1.1666666666666667,0.0,0.0,506064.25,510647.75
7호선,장승배기,2018.0,10.75,1.0,7711.833333333333,945.0,12979.416666666666,5015.25,34241.5,9691.583333333334,48756.916666666664,21108.416666666668,30023.916666666668,15256.833333333334,18979.0,11956.833333333334,17387.5,12161.0,17671.833333333332,13811.75,18032.333333333332,15118.25,16271.25,15216.5,15776.25,17994.833333333332,16884.666666666668,20369.5,17597.333333333332,24812.916666666668,20713.666666666668,37283.5,12532.833333333334,32303.75,9840.0,20542.0,9559.0,20232.416666666668,8390.166666666666,18590.0,3549.8333333333335,12039.583333333334,613.75,4373.166666666667,3.6666666666666665,14.166666666666666,0.0,0.75,0.0,0.0,328839.0,339534.6666666667
7호선,장암,2018.0,3.9166666666666665,0.16666666666666666,1281.0,171.41666666666666,6907.75,1395.3333333333333,18086.0,1467.0,12413.25,2096.75,4475.5,2079.5,2723.75,2390.5,2239.75,1635.6666666666667,2211.25,1436.0833333333333,2304.8333333333335,1145.0,2455.5833333333335,1184.1666666666667,2983.9166666666665,1178.6666666666667,3453.1666666666665,1121.25,4258.333333333333,1559.3333333333333,3629.3333333333335,2546.0833333333335,2132.75,3128.6666666666665,1292.8333333333333,1825.0833333333333,983.5,1199.75,478.5,1100.5833333333333,183.66666666666666,961.5833333333334,20.583333333333332,294.1666666666667,0.3333333333333333,3.3333333333333335,0.0,0.0,0.0,0.0,29920.083333333332,76533.58333333333
7호선,중계,2018.0,29.333333333333332,1.0,9187.833333333334,1850.0833333333333,24619.25,6164.75,68926.58333333333,18328.25,70143.0,31675.75,38963.833333333336,18977.333333333332,27615.333333333332,14653.583333333334,25110.0,14664.25,24601.25,15147.166666666666,25366.666666666668,17204.583333333332,21338.75,17467.5,21365.833333333332,19970.666666666668,25350.416666666668,23628.75,24392.5,30100.25,21749.833333333332,46068.083333333336,13337.333333333334,51755.083333333336,10094.833333333334,31027.0,11222.75,28188.666666666668,9365.416666666666,27639.083333333332,4572.083333333333,18622.333333333332,911.75,6237.083333333333,25.416666666666668,20.25,0.0,1.5833333333333333,0.0,0.0,439393.0833333333,480278.6666666667
7호선,중곡,2018.0,0.75,0.0,5736.25,593.0,12551.666666666666,5056.0,34299.166666666664,10775.5,51298.083333333336,20671.0,29289.25,11862.0,17948.333333333332,9887.083333333334,15937.0,9303.166666666666,16463.166666666668,10318.083333333334,15831.75,11382.416666666666,13946.166666666666,11876.5,13620.0,14539.916666666666,17682.833333333332,16906.583333333332,18166.416666666668,21023.583333333332,16866.75,31602.25,11749.416666666666,31387.416666666668,7522.333333333333,19691.5,6597.583333333333,18219.333333333332,5269.5,17617.833333333332,2203.9166666666665,11949.583333333334,389.9166666666667,3643.0833333333335,6.166666666666667,16.25,0.0,0.0,0.0,0.0,288322.0833333333,315393.6666666667
7호선,중화,2018.0,6.583333333333333,0.5833333333333334,9448.666666666666,1055.3333333333333,15818.166666666666,4982.25,41829.25,9408.416666666666,52679.5,23715.416666666668,29517.333333333332,13015.583333333334,19236.333333333332,10464.416666666666,17013.75,10414.333333333334,17974.083333333332,11458.833333333334,16896.583333333332,12716.916666666666,14610.333333333334,13876.083333333334,14499.916666666666,16709.0,16792.833333333332,20505.75,18664.833333333332,25587.75,22487.583333333332,37052.833333333336,14428.333333333334,39297.416666666664,9615.916666666666,23880.583333333332,8820.166666666666,21991.166666666668,6831.666666666667,22307.25,3369.0,14383.333333333334,531.5,4584.833333333333,3.6666666666666665,59.083333333333336,0.0,0.0,0.0,0.0,337467.1666666667,353087.4166666667
7호선,천왕,2018.0,13.833333333333334,0.3333333333333333,6332.583333333333,1010.6666666666666,12731.333333333334,5102.833333333333,38335.166666666664,7696.833333333333,44165.166666666664,13227.75,23632.5,8008.416666666667,15385.333333333334,6429.083333333333,12751.333333333334,6942.666666666667,13188.5,9116.666666666666,12543.75,9962.916666666666,11204.5,10632.25,11450.833333333334,12818.166666666666,13627.75,14554.75,13544.0,17771.333333333332,13462.25,29565.25,8502.416666666666,30097.0,5786.833333333333,18169.166666666668,4694.916666666667,16492.833333333332,3527.0,15482.833333333334,1585.1666666666667,10685.833333333334,240.25,3496.25,0.5833333333333334,81.0,0.0,2.5,0.0,0.0,247347.33333333334,268710.1666666667
7호선,철산,2018.0,11.833333333333334,1.5,11916.666666666666,3570.6666666666665,30688.666666666668,9292.5,93184.16666666667,16812.416666666668,106076.58333333333,33653.083333333336,56223.75,28483.583333333332,36963.333333333336,22846.333333333332,33789.333333333336,23524.5,34653.75,26813.333333333332,33479.166666666664,30201.75,30415.333333333332,31692.5,31158.333333333332,35358.083333333336,33094.75,42612.083333333336,39105.916666666664,57961.583333333336,43188.333333333336,99347.33333333333,27850.5,97927.08333333333,23757.25,53672.083333333336,24429.666666666668,46327.0,21487.416666666668,44039.416666666664,10375.166666666666,29341.0,1589.0833333333333,9503.5,5.833333333333333,23.916666666666668,0.0,3.9166666666666665,0.0,0.0,743009.1666666666,725451.0
7호선,청담,2018.0,26.916666666666668,1.75,3516.3333333333335,3379.9166666666665,7593.333333333333,22428.75,13249.916666666666,60601.583333333336,18761.666666666668,165957.16666666666,15636.416666666666,107401.08333333333,15069.0,41400.666666666664,18769.5,30043.583333333332,20783.25,26174.416666666668,22823.416666666668,27942.916666666668,25491.666666666668,24990.833333333332,34049.666666666664,22952.5,38818.25,23386.75,54173.916666666664,25322.666666666668,111021.5,28436.583333333332,71660.58333333333,21287.25,41006.833333333336,13367.5,37636.833333333336,12354.666666666666,31114.416666666668,10252.166666666666,10511.25,6556.916666666667,1374.25,4453.833333333333,4.0,7.166666666666667,0.0,4.083333333333333,0.0,0.0,678704.75,595084.0
7호선,춘의,2018.0,0.0,0.0,4796.5,1280.5833333333333,9487.083333333334,5481.333333333333,25116.666666666668,28651.333333333332,26348.75,52000.083333333336,15751.916666666666,14846.833333333334,11011.416666666666,8468.666666666666,10191.75,6916.0,10843.333333333334,7336.916666666667,10632.666666666666,8743.25,10074.416666666666,8215.416666666666,10163.916666666666,9086.166666666666,12079.25,10540.916666666666,23862.583333333332,13336.25,41406.5,19815.583333333332,17695.416666666668,20088.25,12572.583333333334,13551.833333333334,10766.083333333334,12657.916666666666,5183.333333333333,11268.666666666666,2235.75,7698.916666666667,289.4166666666667,2609.75,0.5833333333333334,9.333333333333334,0.0,0.16666666666666666,0.0,0.0,262604.1666666667,272527.9166666667
7호선,태릉입구,2018.0,136.41666666666666,1.6666666666666667,6671.833333333333,1381.0833333333333,7899.166666666667,5696.916666666667,21920.083333333332,9494.666666666666,26475.333333333332,24654.666666666668,17356.333333333332,15485.083333333334,12901.5,11239.416666666666,12386.0,12894.416666666666,14170.833333333334,10486.0,14611.25,11551.166666666666,14590.083333333334,11353.416666666666,16742.916666666668,11758.583333333334,18624.833333333332,13699.75,22119.833333333332,15868.666666666666,23905.75,21836.583333333332,15315.5,21988.166666666668,10581.0,14722.166666666666,9651.5,13778.75,7645.166666666667,13899.5,3636.5,9313.833333333334,656.8333333333334,4350.666666666667,8.333333333333334,1369.6666666666667,0.08333333333333333,1.25,0.0,0.0,256826.08333333334,279888.6666666667
7호선,하계,2018.0,16.083333333333332,0.5,8290.25,1503.9166666666667,26354.333333333332,7142.833333333333,78094.75,18851.0,81483.91666666667,29236.916666666668,45193.0,24771.583333333332,32786.333333333336,19683.083333333332,30613.166666666668,20288.166666666668,32703.083333333332,25674.333333333332,30980.666666666668,28451.166666666668,29292.833333333332,26856.0,31979.666666666668,29281.75,38355.25,33179.25,36483.333333333336,40672.083333333336,33462.833333333336,58963.25,20859.0,66378.25,16092.166666666666,39724.25,14719.833333333334,34467.083333333336,14311.75,34424.25,5028.416666666667,24577.75,800.75,8316.5,2.4166666666666665,26.25,0.0,2.6666666666666665,0.0,0.0,572472.8333333334,609905.75
7호선,학동,2018.0,7.0,3.1666666666666665,3236.1666666666665,1292.5833333333333,5630.333333333333,20900.5,9275.0,48118.666666666664,13407.25,182424.83333333334,12617.833333333334,133797.91666666666,11746.833333333334,48433.5,14307.166666666666,32502.0,17917.5,26122.25,22233.0,27570.25,26922.333333333332,24149.75,32689.0,21076.083333333332,37230.416666666664,21182.166666666668,54102.166666666664,22484.916666666668,151185.91666666666,24086.416666666668,83013.0,17226.5,43569.0,10745.166666666666,40724.666666666664,9101.666666666666,31818.75,7272.5,13846.666666666666,5705.083333333333,2189.25,2069.0,2.1666666666666665,6.083333333333333,0.0,1.3333333333333333,0.0,0.0,686272.3333333334,629682.4166666666
8호선,가락시장,2018.0,17.583333333333332,1.0833333333333333,2650.25,2146.6666666666665,4598.25,5937.25,9728.583333333334,12526.583333333334,13305.25,38451.083333333336,10765.416666666666,18936.0,9992.166666666666,11925.0,10757.333333333334,11366.416666666666,10955.916666666666,11268.333333333334,11778.666666666666,11835.25,12451.833333333334,11659.666666666666,13655.166666666666,12291.0,14274.5,13474.166666666666,16644.75,16310.416666666666,27462.916666666668,23049.416666666668,14169.5,17991.833333333332,11138.75,12064.083333333334,11891.083333333334,10163.0,10237.0,8909.416666666666,4838.583333333333,5530.833333333333,878.3333333333334,2561.3333333333335,4.5,516.5833333333334,0.08333333333333333,9.666666666666666,0.0,0.0,258925.08333333334,224196.83333333334
8호선,강동구청,2018.0,11.25,0.6666666666666666,4384.916666666667,1043.5,11242.25,5789.583333333333,35025.833333333336,13908.666666666666,46680.5,37840.333333333336,26162.916666666668,15477.666666666666,17026.083333333332,11415.0,15920.25,10193.666666666666,15739.5,11786.083333333334,16413.833333333332,13630.416666666666,14916.333333333334,14680.25,14884.0,15920.75,16456.916666666668,20043.833333333332,20007.5,23603.333333333332,31711.916666666668,36001.0,13791.416666666666,32594.083333333332,9339.333333333334,19817.083333333332,8676.833333333334,17867.083333333332,5941.5,18511.75,2345.0833333333335,9780.416666666666,398.4166666666667,3303.25,3.25,15.0,0.0,0.08333333333333333,0.0,0.0,333223.5,329086.5833333333
8호선,남한산성입구(성남법원.검찰청),2018.0,62.583333333333336,1.1666666666666667,10339.666666666666,1487.0,21449.333333333332,5054.166666666667,55147.666666666664,12021.083333333334,71380.25,31803.416666666668,37640.0,25233.25,23972.0,15961.833333333334,21577.666666666668,11764.25,22733.416666666668,13722.75,21013.583333333332,16602.333333333332,18911.25,14597.0,19610.583333333332,18649.0,22157.833333333332,22382.583333333332,24967.75,27813.583333333332,27971.666666666668,42352.75,14196.333333333334,39867.5,9378.583333333334,25842.25,7265.75,26095.416666666668,5293.583333333333,26489.75,2263.0833333333335,16562.166666666668,367.0,4999.333333333333,0.8333333333333334,41.166666666666664,0.0,0.0,0.0,0.0,399343.75,439655.8333333333
8호선,단대오거리,2018.0,15.833333333333334,0.4166666666666667,8640.333333333334,1566.75,15440.583333333334,5114.666666666667,39569.666666666664,11323.75,48944.916666666664,22620.75,26087.75,12609.083333333334,17887.333333333332,9709.5,17369.833333333332,8408.333333333334,18361.916666666668,10891.083333333334,17523.916666666668,11316.583333333334,15595.25,12939.833333333334,15683.5,15077.666666666666,17292.0,20381.0,19293.833333333332,23181.0,24257.666666666668,37243.666666666664,14091.833333333334,34500.833333333336,9181.583333333334,23794.083333333332,7911.083333333333,21608.916666666668,6035.583333333333,20699.333333333332,2662.5833333333335,13579.25,473.4166666666667,4005.0833333333335,3.0833333333333335,174.16666666666666,0.0,0.0,0.0,0.0,320745.75,344325.6666666667
8호선,모란,2018.0,6.916666666666667,0.9166666666666666,2206.75,485.5833333333333,3022.5,3072.5,9192.0,4513.583333333333,13205.666666666666,9126.25,7337.75,5962.75,6570.5,5477.5,7421.666666666667,6475.666666666667,8832.25,6374.0,9948.0,6977.833333333333,9739.75,6560.75,10182.583333333334,6981.25,12104.5,7454.75,11731.083333333334,8198.666666666666,11653.75,9939.083333333334,7295.166666666667,7799.0,4980.833333333333,4912.583333333333,4748.5,4654.583333333333,4250.916666666667,4106.083333333333,2413.0833333333335,2583.1666666666665,612.1666666666666,1293.3333333333333,2.5833333333333335,446.1666666666667,0.08333333333333333,3.3333333333333335,0.0,0.0,113399.33333333333,149470.08333333334
8호선,몽촌토성(평화의문),2018.0,2.0,0.0,2010.3333333333333,1241.5,4686.416666666667,6233.75,12463.416666666666,9684.916666666666,18250.666666666668,34038.083333333336,11298.083333333334,18723.583333333332,9100.333333333334,10679.916666666666,9147.5,10633.833333333334,10311.25,10983.416666666666,10977.333333333334,11159.0,11121.833333333334,11013.666666666666,12663.583333333334,10935.666666666666,14562.666666666666,11829.0,17549.5,13822.0,27752.583333333332,17997.166666666668,13673.75,14613.583333333334,9351.916666666666,9016.916666666666,8723.75,7795.166666666667,6674.5,8014.666666666667,2958.1666666666665,4324.916666666667,472.0,1531.75,2.25,7.916666666666667,0.0,0.0,0.0,0.0,224280.41666666666,215769.83333333334
8호선,문정,2018.0,4.916666666666667,1.0833333333333333,1956.1666666666667,1606.4166666666667,6406.916666666667,10822.583333333334,22135.666666666668,31145.583333333332,30555.5,151901.41666666666,19369.333333333332,69672.66666666667,15589.916666666666,23861.0,16383.75,18125.666666666668,17647.5,15802.333333333334,20059.416666666668,19880.5,21970.083333333332,16847.25,25137.833333333332,18140.75,27923.666666666668,17821.75,43035.333333333336,21791.916666666668,114452.5,27814.583333333332,42161.5,25028.583333333332,26518.0,14532.5,24073.166666666668,12565.416666666666,19852.916666666668,13122.5,6481.5,7513.0,926.0833333333334,2526.75,2.6666666666666665,8.75,0.0,0.0,0.0,0.0,520533.0,504657.4166666667
8호선,복정,2018.0,2.6666666666666665,0.5833333333333334,4236.833333333333,1878.5833333333333,12562.583333333334,8389.0,39980.583333333336,11417.333333333334,47438.916666666664,21633.416666666668,27688.75,17791.416666666668,16932.166666666668,12264.083333333334,15346.333333333334,8967.416666666666,16525.5,11041.75,15748.666666666666,10820.666666666666,16015.5,11108.166666666666,17130.166666666668,11984.166666666666,19864.083333333332,14766.0,24807.916666666668,20253.083333333332,28945.25,31170.333333333332,16871.083333333332,30686.5,11714.416666666666,19868.666666666668,9171.333333333334,17815.25,8120.166666666667,17180.5,3158.25,8481.583333333334,426.5,1889.1666666666667,1.6666666666666667,6.0,0.0,0.0,0.0,0.0,289413.6666666667,354704.6666666667
8호선,산성,2018.0,8.25,0.6666666666666666,4923.416666666667,1261.1666666666667,8220.5,4543.0,21361.916666666668,3906.0,27955.083333333332,11356.416666666666,15203.25,6751.333333333333,9454.5,6520.333333333333,8516.833333333334,5217.083333333333,9210.916666666666,5456.166666666667,8672.333333333334,5952.75,8221.083333333334,6482.416666666667,8309.416666666666,8208.166666666666,10482.5,10356.333333333334,11292.916666666666,12592.916666666666,8528.083333333334,19455.666666666668,5007.0,17954.083333333332,3574.4166666666665,12010.5,2922.1666666666665,11636.333333333334,1861.8333333333333,12063.416666666666,884.75,6699.583333333333,165.41666666666666,2022.5,0.75,31.333333333333332,0.0,0.0,0.0,0.0,170478.16666666666,176787.08333333334
8호선,석촌,2018.0,1.0,0.6666666666666666,3895.5833333333335,667.1666666666666,7509.166666666667,5347.25,22642.583333333332,10176.75,34343.083333333336,26022.333333333332,19262.583333333332,20480.166666666668,13124.666666666666,13208.75,12957.5,11165.75,14282.083333333334,12409.583333333334,14398.25,13908.5,13040.166666666666,14625.833333333334,14070.5,14639.666666666666,15747.75,17074.0,19638.333333333332,19374.916666666668,24217.083333333332,30453.833333333332,13640.333333333334,25939.666666666668,9837.25,15756.916666666666,9914.083333333334,14495.916666666666,7908.333333333333,12103.75,3229.5,8551.083333333334,491.5833333333333,2480.9166666666665,4.166666666666667,130.5,0.0,0.0,0.0,0.0,289013.9166666667,276172.5833333333
8호선,송파,2018.0,3.0,0.08333333333333333,2012.8333333333333,1295.25,4679.5,11189.583333333334,11570.166666666666,13521.0,16766.333333333332,19401.166666666668,10332.833333333334,9249.083333333334,7509.333333333333,6646.833333333333,7363.75,5389.166666666667,9041.416666666666,6183.5,8180.416666666667,7098.916666666667,7726.333333333333,7746.75,9229.5,7483.5,15895.25,8641.0,16634.083333333332,9756.083333333334,16559.75,13738.25,7789.25,11366.333333333334,5081.916666666667,7149.833333333333,4314.416666666667,6936.75,3691.5833333333335,5770.833333333333,1397.5,4038.5,184.58333333333334,1005.0,0.9166666666666666,96.5,0.0,0.16666666666666666,0.0,0.0,163704.08333333334,167979.66666666666
8호선,수진,2018.0,0.6666666666666666,0.5833333333333334,3637.5833333333335,558.5833333333334,6155.75,2489.9166666666665,15269.166666666666,4085.75,20777.75,13300.75,12417.833333333334,7576.833333333333,9222.333333333334,6130.75,8897.75,7221.333333333333,10048.25,6349.333333333333,9588.416666666666,9267.5,8685.75,9174.5,9107.25,8995.666666666666,11058.0,9329.25,11824.416666666666,10661.5,10056.916666666666,15112.5,6269.5,13877.333333333334,5075.25,8671.583333333334,4893.833333333333,7967.083333333333,3067.5,7822.166666666667,1344.4166666666667,5007.083333333333,197.91666666666666,1641.3333333333333,12.75,249.75,0.0,0.75,0.0,0.0,155491.83333333334,169626.33333333334
