line,station,year,04-05 (on),04-05 (off),05-06 (on),05-06 (off),06-07 (on),06-07 (off),07-08 (on),07-08 (off),08-09 (on),08-09 (off),09-10 (on),09-10 (off),10-11 (on),10-11 (off),11-12 (on),11-12 (off),12-13 (on),12-13 (off),13-14 (on),13-14 (off),14-15 (on),14-15 (off),15-16 (on),15-16 (off),16-17 (on),16-17 (off),17-18 (on),17-18 (off),18-19 (on),18-19 (off),19-20 (on),19-20 (off),20-21 (on),20-21 (off),21-22 (on),21-22 (off),22-23 (on),22-23 (off),23-24 (on),23-24 (off),00-01 (on),00-01 (off),01-02 (on),01-02 (off),02-03 (on),02-03 (off),03-04 (on),03-04 (off),total(on),total(off)
5호선,신길,2018.0,16.083333333333332,1.25,2318.1666666666665,474.25,3420.9166666666665,2353.5833333333335,10344.666666666666,5413.416666666667,15920.916666666666,17442.083333333332,6017.333333333333,7143.666666666667,3740.5833333333335,3291.25,3465.5,3131.4166666666665,4000.25,3321.1666666666665,4187.75,4087.4166666666665,3496.0,3687.6666666666665,3619.4166666666665,3970.6666666666665,4552.583333333333,4841.583333333333,6663.166666666667,8043.833333333333,12569.833333333334,13119.166666666666,5208.166666666667,9158.833333333334,3300.75,6415.5,3270.3333333333335,6784.0,2351.25,6975.916666666667,1337.25,4730.5,205.33333333333334,1179.5,0.9166666666666666,7.833333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,115574.58333333333,102009.16666666667
5호선,신정(은행정),2018.0,42.833333333333336,2.3333333333333335,12206.25,1000.1666666666666,24632.583333333332,4651.333333333333,73747.66666666667,9501.916666666666,88418.5,16142.416666666666,41523.583333333336,10682.166666666666,23746.666666666668,8182.333333333333,20005.666666666668,8395.583333333334,20205.333333333332,9874.333333333334,18790.75,12391.666666666666,15179.166666666666,13122.833333333334,13723.75,17328.416666666668,15708.416666666666,21753.916666666668,17275.5,27673.083333333332,19597.166666666668,44529.5,11853.75,42586.583333333336,7442.333333333333,27896.75,6287.666666666667,26662.833333333332,5350.083333333333,25935.583333333332,2190.3333333333335,17982.166666666668,310.3333333333333,4988.583333333333,1.6666666666666667,21.833333333333332,0.0,0.0,0.0,0.0,351306.3333333333,440215.1666666667
5호선,아차산(어린이대공원후문),2018.0,9.583333333333334,1.25,8671.583333333334,1242.3333333333333,16370.75,7211.416666666667,46747.583333333336,13717.583333333334,67564.08333333333,29473.833333333332,34027.25,20308.166666666668,22438.5,18579.166666666668,21284.0,17102.083333333332,23607.416666666668,18711.833333333332,25334.25,20038.666666666668,24522.916666666668,19659.083333333332,25997.416666666668,22572.333333333332,27260.833333333332,26670.0,29158.666666666668,33189.166666666664,28804.583333333332,49722.833333333336,18995.166666666668,43880.583333333336,13111.833333333334,27331.0,12070.75,24361.416666666668,9238.583333333334,23674.666666666668,3820.3333333333335,14965.5,497.5833333333333,4451.75,2.25,24.833333333333332,0.0,0.0,0.0,0.0,436889.5,461544.3333333333
5호선,애오개,2018.0,4.5,0.16666666666666666,2751.5833333333335,489.25,5981.25,3884.3333333333335,20061.333333333332,9945.75,28480.583333333332,34191.75,14212.0,13981.666666666666,9768.666666666666,8382.583333333334,10079.333333333334,7042.75,10601.333333333334,7392.666666666667,11393.416666666666,8920.083333333334,10175.416666666666,8785.75,10604.416666666666,9597.25,11876.583333333334,10599.083333333334,14253.0,13004.916666666666,25779.416666666668,22667.333333333332,10750.916666666666,17446.333333333332,7720.583333333333,10715.666666666666,6833.916666666667,10044.0,5160.25,10379.25,2187.3333333333335,6575.666666666667,258.9166666666667,3422.3333333333335,1.75,525.75,0.08333333333333333,1.8333333333333333,0.0,0.0,217996.16666666666,220950.08333333334
5호선,양평,2018.0,2.8333333333333335,0.0,2433.5833333333335,807.1666666666666,6297.833333333333,3217.8333333333335,21245.75,8456.916666666666,24685.916666666668,38151.333333333336,11198.666666666666,14694.583333333334,7780.25,6406.916666666667,7300.416666666667,5657.5,7716.333333333333,5648.0,7968.666666666667,6406.916666666667,7206.0,6366.666666666667,7865.25,7267.833333333333,8722.833333333334,8159.416666666667,12388.166666666666,10180.166666666666,30544.75,18415.833333333332,11310.833333333334,15943.75,6845.0,9646.833333333334,5735.0,9101.833333333334,4195.833333333333,9028.333333333334,1885.9166666666667,6156.083333333333,218.66666666666666,1946.0,1.5833333333333333,8.416666666666666,0.0,0.0,0.0,0.0,191668.33333333334,195565.25
5호선,여의나루,2018.0,8.0,0.0,1473.75,1779.75,2804.75,11208.416666666666,5911.0,30199.5,8996.5,60360.666666666664,6485.083333333333,16625.5,6080.166666666667,12908.416666666666,7610.666666666667,12521.083333333334,9458.666666666666,14797.083333333334,10430.583333333334,18839.666666666668,13399.5,20995.75,17679.166666666668,22294.666666666668,23222.916666666668,25064.666666666668,36958.666666666664,28392.333333333332,57134.416666666664,34696.916666666664,33089.0,26804.0,30978.666666666668,15394.916666666666,35975.333333333336,8894.083333333334,30107.666666666668,5730.25,12450.833333333334,3120.75,859.9166666666666,1090.4166666666667,12.416666666666666,5.5,0.0,0.25,0.0,0.0,371724.5833333333,353137.6666666667
5호선,여의도,2018.0,23.166666666666668,6.166666666666667,2594.8333333333335,2412.0833333333335,4505.083333333333,22378.75,10694.0,128799.08333333333,15096.333333333334,211076.83333333334,12400.75,66493.33333333333,12535.416666666666,28382.333333333332,18465.416666666668,29056.416666666668,18238.75,27943.333333333332,23629.916666666668,31028.166666666668,25782.166666666668,24905.333333333332,33101.833333333336,23518.25,38530.75,24253.25,76941.66666666667,27907.25,179249.75,40249.666666666664,71010.75,24008.5,47876.0,11815.5,50189.0,9360.75,35148.166666666664,8175.166666666667,12854.666666666666,5112.583333333333,1623.4166666666667,2920.75,4.333333333333333,10.166666666666666,0.0,7.333333333333333,0.0,0.0,749821.0,692491.0
5호선,영등포구청,2018.0,1.8333333333333333,0.08333333333333333,1013.0833333333334,709.5,2319.5,2058.9166666666665,7811.25,5066.666666666667,10137.166666666666,20457.666666666668,4808.083333333333,10355.916666666666,3919.75,5158.083333333333,4419.0,4311.166666666667,4576.5,4141.666666666667,5050.25,4813.416666666667,4956.5,4762.583333333333,5623.75,4869.083333333333,5937.166666666667,5046.083333333333,8048.583333333333,5565.083333333333,16194.916666666666,10540.166666666666,7260.916666666667,6981.916666666667,4599.083333333333,4078.0,4018.6666666666665,3840.9166666666665,3339.3333333333335,3757.1666666666665,1498.5833333333333,2355.1666666666665,251.41666666666666,594.4166666666666,1.1666666666666667,3.75,0.0,0.0,0.0,0.0,109467.41666666667,107802.66666666667
5호선,영등포시장,2018.0,2.5833333333333335,0.3333333333333333,2959.6666666666665,1267.3333333333333,5341.666666666667,5724.25,17952.083333333332,13168.333333333334,23437.666666666668,39181.083333333336,11979.583333333334,21931.916666666668,9792.416666666666,16901.833333333332,10953.416666666666,16234.416666666666,12601.0,18513.666666666668,13794.916666666666,23230.75,14518.916666666666,19944.333333333332,17982.916666666668,16018.333333333334,22700.083333333332,15400.0,27113.416666666668,17532.25,37591.5,25607.5,19329.583333333332,18400.5,13707.0,10819.083333333334,11312.25,9980.5,8503.333333333334,9165.916666666666,3848.25,6248.916666666667,419.5833333333333,1525.75,2.5833333333333335,8.5,0.0,0.25,0.0,0.0,306805.75,287859.8333333333
5호선,오금,2018.0,3.5,0.16666666666666666,1107.3333333333333,335.25,3200.75,2149.6666666666665,11142.166666666666,8946.583333333334,9839.333333333334,19724.583333333332,6035.333333333333,6985.666666666667,4744.166666666667,4079.75,4769.333333333333,3180.9166666666665,5337.25,3610.1666666666665,5441.666666666667,4066.5,4837.666666666667,4002.75,5613.75,4579.5,7271.916666666667,5229.416666666667,7533.666666666667,5978.583333333333,14325.166666666666,7476.333333333333,5641.083333333333,8228.25,3979.25,4495.083333333333,3502.4166666666665,4406.583333333333,2690.3333333333335,4744.25,996.3333333333334,3530.3333333333335,116.75,1338.9166666666667,0.75,6.5,0.0,0.0,0.0,0.0,107095.75,110144.41666666667
5호선,오목교(목동운동장앞),2018.0,7.666666666666667,0.0,5060.583333333333,2156.25,16721.416666666668,10012.75,54319.333333333336,24547.583333333332,63113.166666666664,80756.75,35031.583333333336,61435.333333333336,27242.583333333332,36543.833333333336,29166.75,36526.916666666664,32363.333333333332,39781.5,35010.583333333336,43803.416666666664,36393.833333333336,41342.583333333336,40926.666666666664,42298.333333333336,46947.333333333336,47606.083333333336,54473.166666666664,56641.0,81953.25,85574.25,47920.583333333336,68459.0,49081.833333333336,35755.083333333336,38092.333333333336,30250.833333333332,33505.916666666664,29175.333333333332,12065.5,18925.916666666668,1534.8333333333333,5456.833333333333,5.083333333333333,19.333333333333332,0.0,0.0,0.0,0.0,797068.9166666666,742947.6666666666
5호선,올림픽공원(한국체대),2018.0,33.0,1.3333333333333333,1182.6666666666667,894.6666666666666,5817.5,5368.916666666667,13444.416666666666,9621.583333333334,13858.5,17664.166666666668,9216.25,10929.166666666666,7689.25,9573.083333333334,8339.666666666666,9271.583333333334,9125.0,10391.083333333334,9115.5,13278.083333333334,8935.833333333334,12427.416666666666,11592.5,13149.25,14814.25,13719.666666666666,14912.083333333334,13436.666666666666,15082.333333333334,13736.916666666666,9654.75,12258.5,11555.666666666666,7198.666666666667,14642.416666666666,6035.833333333333,11534.083333333334,5476.0,2982.25,4379.75,96.41666666666667,1087.5,2.5833333333333335,3.25,0.0,0.0,0.0,0.0,189903.08333333334,195611.91666666666
5호선,왕십리(성동구청),2018.0,38.083333333333336,0.9166666666666666,2315.5833333333335,413.4166666666667,2755.8333333333335,2563.0,6655.666666666667,6283.833333333333,9928.666666666666,21921.416666666668,6331.583333333333,11622.666666666666,5487.416666666667,7794.833333333333,6134.333333333333,8334.416666666666,7105.833333333333,9311.666666666666,8020.583333333333,9899.083333333334,8097.25,9605.666666666666,9020.083333333334,9816.166666666666,10142.833333333334,10866.25,12117.166666666666,13147.166666666666,16989.75,19609.5,10598.583333333334,14562.5,9327.333333333334,7760.833333333333,10237.0,6404.666666666667,8529.666666666666,5828.75,4248.666666666667,3771.1666666666665,653.25,2411.8333333333335,5.083333333333333,331.5,0.16666666666666666,6.416666666666667,0.0,0.0,182267.66666666666,156720.33333333334
5호선,우장산,2018.0,0.3333333333333333,0.08333333333333333,6572.666666666667,988.3333333333334,23412.583333333332,5178.0,64977.083333333336,17937.75,64998.166666666664,26151.25,35536.0,15846.166666666666,26947.25,13258.083333333334,26013.0,13509.166666666666,27804.416666666668,16017.166666666666,25568.583333333332,19181.666666666668,22100.083333333332,21524.833333333332,24165.166666666668,24876.416666666668,28235.25,29676.583333333332,26564.166666666668,35024.25,23582.5,54078.25,14707.916666666666,54321.166666666664,10585.916666666666,33004.583333333336,9625.416666666666,29610.333333333332,7987.083333333333,30978.0,2916.5833333333335,19733.583333333332,340.1666666666667,5653.75,3.0,19.75,0.0,0.0,0.0,0.0,466569.1666666667,474661.0
5호선,을지로4가,2018.0,4.833333333333333,1.0,461.1666666666667,306.3333333333333,760.25,6116.083333333333,1467.75,11943.833333333334,1937.9166666666667,41446.0,2794.5833333333335,20578.416666666668,3718.6666666666665,12538.166666666666,5019.083333333333,11267.5,6112.333333333333,10486.916666666666,7710.833333333333,9802.25,9107.833333333334,9254.416666666666,10534.333333333334,7965.25,11881.25,6879.916666666667,16829.0,6037.0,31480.75,5610.583333333333,18310.416666666668,3298.3333333333335,9229.833333333334,1740.8333333333333,7143.583333333333,1526.5833333333333,5043.5,1333.0,2402.1666666666665,905.3333333333334,388.75,292.0,1.0833333333333333,3.5833333333333335,0.0,0.0,0.0,0.0,169333.33333333334,154353.08333333334
5호선,장한평,2018.0,9.083333333333334,1.5833333333333333,6867.416666666667,990.9166666666666,17141.583333333332,10819.583333333334,50919.583333333336,23117.916666666668,70344.33333333333,72489.83333333333,35723.166666666664,32942.5,24714.666666666668,21676.666666666668,22159.083333333332,22304.083333333332,23552.25,22697.583333333332,24166.916666666668,25955.25,22972.166666666668,23704.666666666668,25378.333333333332,24239.0,31406.666666666668,27763.166666666668,39927.25,35225.833333333336,65840.5,55594.583333333336,37615.25,49344.416666666664,20124.166666666668,30171.666666666668,15918.916666666666,26290.916666666668,12496.75,25089.083333333332,5612.75,16840.666666666668,698.5833333333334,5395.916666666667,4.25,137.33333333333334,0.4166666666666667,2.25,0.0,0.0,552795.4166666666,555603.0
5호선,종로3가,2018.0,26.583333333333332,0.4166666666666667,1832.4166666666667,366.5,2613.4166666666665,5676.833333333333,4081.25,13880.833333333334,6440.666666666667,45841.333333333336,7265.333333333333,41822.333333333336,9567.25,32417.333333333332,13666.833333333334,35666.0,19882.75,37045.833333333336,24911.75,37288.0,29202.666666666668,33336.0,33823.416666666664,29143.25,40202.75,27586.083333333332,45903.583333333336,28511.0,63868.833333333336,34453.75,45833.166666666664,21729.666666666668,36620.833333333336,10431.666666666666,39637.5,8169.583333333333,35392.5,6703.916666666667,16818.25,4623.583333333333,2270.6666666666665,1576.4166666666667,22.083333333333332,25.166666666666668,0.0,0.3333333333333333,0.0,0.0,456295.8333333333,481875.9166666667
5호선,천호(풍납토성),2018.0,22.5,1.5,8082.416666666667,1435.0,12270.833333333334,13601.083333333334,31282.833333333332,23679.916666666668,39400.083333333336,41100.75,26492.75,40473.666666666664,26021.75,30761.916666666668,29032.166666666668,32095.166666666668,33498.583333333336,34041.833333333336,35673.333333333336,37771.25,36383.75,37303.583333333336,40844.25,38772.916666666664,45880.166666666664,41539.416666666664,52226.25,49425.5,60640.416666666664,66240.25,43650.333333333336,57705.916666666664,39465.75,32284.25,30785.833333333332,28016.75,25195.583333333332,25738.083333333332,11790.5,16650.25,1783.9166666666667,5614.083333333333,13.75,44.25,0.08333333333333333,0.9166666666666666,0.0,0.0,654298.25,632433.3333333334
5호선,청구,2018.0,5.666666666666667,0.16666666666666666,1672.0,241.16666666666666,3207.0833333333335,2061.4166666666665,7708.5,4037.1666666666665,12742.5,15125.416666666666,7993.166666666667,8482.916666666666,5882.0,4223.416666666667,6779.583333333333,3991.0,5932.166666666667,4226.916666666667,6501.333333333333,4891.416666666667,5992.916666666667,4748.5,6088.5,5410.5,6970.916666666667,6218.833333333333,7760.666666666667,7374.166666666667,13392.25,10601.416666666666,9923.75,9024.833333333334,5998.916666666667,5753.666666666667,5066.666666666667,5506.083333333333,3852.0833333333335,5694.0,1985.4166666666667,3817.4166666666665,381.5,1161.25,2.4166666666666665,5.5,0.0,0.0,0.0,0.0,112597.16666666667,127852.33333333333
5호선,충정로(경기대입구),2018.0,10.333333333333334,0.16666666666666666,1179.1666666666667,342.5,2293.1666666666665,2152.0,5872.833333333333,7553.333333333333,7830.083333333333,32973.083333333336,5239.666666666667,17872.833333333332,4397.583333333333,5890.25,5541.0,5042.583333333333,5886.583333333333,4669.416666666667,6384.333333333333,5509.0,6299.916666666667,5349.166666666667,7083.25,4868.416666666667,7576.833333333333,5205.25,11460.0,5908.666666666667,29635.166666666668,9342.416666666666,10418.833333333334,6730.5,6578.666666666667,4521.083333333333,5931.666666666667,4414.666666666667,3950.5,4556.0,1834.8333333333333,3052.25,315.25,820.75,2.1666666666666665,85.33333333333333,0.0,0.0,0.0,0.0,136859.66666666666,137729.5
5호선,행당,2018.0,3.4166666666666665,1.3333333333333333,4482.083333333333,927.0833333333334,12195.166666666666,2642.5,35441.0,5257.75,48623.0,9676.583333333334,23780.916666666668,7520.666666666667,15388.5,6041.416666666667,13629.333333333334,6482.916666666667,13435.833333333334,8230.916666666666,12775.083333333334,9345.0,10485.083333333334,10353.0,10081.166666666666,12315.5,10377.916666666666,14910.583333333334,11393.083333333334,18575.583333333332,11767.0,30416.333333333332,7812.0,25902.166666666668,5758.666666666667,15970.833333333334,4643.083333333333,14980.416666666666,4114.0,15360.083333333334,1417.25,9167.416666666666,227.58333333333334,2879.3333333333335,4.833333333333333,8.916666666666666,0.0,0.08333333333333333,0.0,0.0,226966.41666666666,259850.58333333334
5호선,화곡,2018.0,108.16666666666667,1.8333333333333333,23984.333333333332,1720.5,42889.583333333336,10510.75,128990.83333333333,15215.833333333334,157971.75,31581.916666666668,76896.08333333333,27867.833333333332,50211.583333333336,20542.0,45968.833333333336,21424.666666666668,46018.25,24670.5,42907.833333333336,28354.0,37242.583333333336,31935.25,35065.333333333336,39827.0,38886.0,50035.416666666664,41464.0,65750.91666666667,44077.916666666664,113576.16666666667,28129.75,110862.33333333333,20563.75,68671.25,17768.666666666668,59597.416666666664,14445.0,59607.916666666664,6510.666666666667,37741.833333333336,764.4166666666666,11119.666666666666,9.583333333333334,43.916666666666664,0.0,0.4166666666666667,0.0,0.0,830659.3333333334,902784.75
6호선,고려대(종암),2018.0,22.666666666666668,0.9166666666666666,3444.3333333333335,998.75,7290.0,5711.083333333333,22577.333333333332,11452.666666666666,30080.666666666668,33758.75,16798.333333333332,16932.583333333332,12037.416666666666,17157.583333333332,12052.416666666666,11942.0,14098.25,12226.333333333334,15998.416666666666,14546.666666666666,13557.833333333334,12050.75,15825.083333333334,12680.583333333334,20996.833333333332,13558.666666666666,25791.666666666668,16877.25,26345.583333333332,23413.916666666668,14546.416666666666,22626.416666666668,11056.166666666666,13950.5,13031.75,14017.166666666666,11138.666666666666,14282.833333333334,5798.166666666667,11768.833333333334,797.5,3192.25,3.75,70.5,0.0,2.25,0.0,0.0,283219.25,295284.5833333333
6호선,공덕,2018.0,124.5,0.75,5493.916666666667,2285.1666666666665,9292.166666666666,9870.416666666666,23767.166666666668,34334.833333333336,33049.083333333336,104530.0,23951.833333333332,47986.916666666664,19518.666666666668,23989.0,21810.666666666668,21143.416666666668,23039.833333333332,21305.75,25134.5,22280.25,25211.166666666668,21206.75,27821.916666666668,21802.416666666668,32373.25,24539.333333333332,44273.166666666664,30249.833333333332,90107.16666666667,43667.083333333336,42084.666666666664,34011.75,30649.083333333332,19744.75,30758.583333333332,17930.25,25560.583333333332,18077.416666666668,13857.666666666666,12529.5,2037.8333333333333,5827.833333333333,5.25,394.9166666666667,0.0,12.583333333333334,0.0,0.0,537720.9166666666,551816.1666666666
6호선,광흥창(서강),2018.0,5.5,0.5,2725.25,1370.25,7287.916666666667,6031.166666666667,19060.833333333332,18533.916666666668,26292.916666666668,41147.0,17138.0,21637.5,13162.916666666666,13682.666666666666,14790.833333333334,10959.416666666666,16043.833333333334,11356.666666666666,14948.333333333334,12493.916666666666,13850.5,11612.0,15255.833333333334,12494.083333333334,17337.25,13871.416666666666,21832.083333333332,15932.75,33426.083333333336,22322.916666666668,17401.666666666668,19691.583333333332,11117.333333333334,12278.0,11199.25,11138.75,8646.0,10563.333333333334,3581.75,7548.5,464.8333333333333,2095.4166666666665,5.5,11.833333333333334,0.0,0.08333333333333333,0.0,0.0,276773.6666666667,287586.9166666667
6호선,구산,2018.0,5.75,0.25,5550.083333333333,150.83333333333334,11817.666666666666,2626.3333333333335,31355.416666666668,8369.5,37335.416666666664,7969.583333333333,21275.833333333332,6381.916666666667,14206.916666666666,6030.583333333333,13165.916666666666,6737.25,14041.75,7366.583333333333,12697.583333333334,8204.083333333334,10705.833333333334,9191.166666666666,12126.75,9858.166666666666,13270.083333333334,13617.666666666666,12144.583333333334,14521.5,11250.083333333334,20137.333333333332,7096.583333333333,21355.833333333332,5340.166666666667,12467.666666666666,4974.25,9899.916666666666,4836.333333333333,10076.333333333334,1538.8333333333333,7331.583333333333,271.4166666666667,2564.75,0.8333333333333334,12.083333333333334,0.0,0.16666666666666666,0.0,0.0,184871.08333333334,247020.33333333334
6호선,녹사평(용산구청),2018.0,22.416666666666668,0.4166666666666667,1819.75,471.0833333333333,2734.0833333333335,4180.583333333333,6012.5,10713.666666666666,10723.583333333334,17338.5,7915.833333333333,9642.833333333334,6409.25,8212.916666666666,6807.75,10262.666666666666,7758.75,11381.166666666666,8710.5,13625.166666666666,9589.25,12376.083333333334,11127.083333333334,13226.916666666666,15279.333333333334,14654.166666666666,17435.083333333332,18525.833333333332,21749.833333333332,23059.083333333332,15517.25,19155.833333333332,14295.5,9886.75,17809.25,7928.75,17495.333333333332,6410.25,9237.833333333334,4830.666666666667,1019.3333333333334,1552.5,5.75,9.5,0.0,0.08333333333333333,0.0,0.0,217445.41666666666,211470.83333333334
6호선,대흥(서강대앞),2018.0,19.0,1.75,2581.0833333333335,1368.3333333333333,5549.083333333333,5371.333333333333,15189.333333333334,15341.916666666666,21669.25,40647.25,13991.416666666666,21029.416666666668,10947.833333333334,17258.666666666668,10977.0,12974.416666666666,13524.25,14276.416666666666,14579.666666666666,14631.666666666666,13914.666666666666,13100.333333333334,14578.416666666666,12048.916666666666,19445.083333333332,14353.0,23205.5,16041.083333333334,30180.416666666668,23177.0,15689.083333333334,18006.75,11694.75,10875.083333333334,12469.25,9847.083333333334,12216.75,10134.833333333334,5399.833333333333,7491.75,950.3333333333334,2170.3333333333335,4.166666666666667,14.916666666666666,0.08333333333333333,0.6666666666666666,0.0,0.0,280162.9166666667,270775.25
