,Id,NODE_NAME,DEPT_CODE,latitude,longitude
0,1000029100,비봉길-진흥로진입로,11110,37.60842435049385,126.95675015496396
1,1000017800,파크뷰타워,11110,37.57555379064252,126.96884772359984
2,1000018000,적선현대빌딩,11110,37.57530135235364,126.97268874523857
3,1000007300,세종로사거리_태평로_진,11110,37.56958207970996,126.97695348723622
4,1000007600,세종로사거리_일반국도6,11110,37.570115060412604,126.9762019638013
5,1000011800,행촌빌딩,11110,37.571590902339075,126.96255705058486
6,1000008400,금강제화,11110,37.570164093892615,126.97558186145893
7,1000012200,세종로복지센타,11110,37.57177476058765,126.9712332465327
8,1000021700,매동초등학교,11110,37.57809813343144,126.96660222502298
9,1000006700,동광빌딩,11110,37.5685215617269,126.98571670701418
10,1000007100,종로1가_남대문로_진출,11110,37.56960382583435,126.98292787916971
11,1000024100,대한불교조계종안국선,11110,37.58331597536481,126.98510481420756
12,1000023400,안송빌딩,11110,37.581541318915846,126.98111735286228
13,1000022600,함춘회관,11110,37.580002443075855,127.00217928432122
14,1000021800,서울대학교병원,11110,37.57907274815525,126.99985188512716
15,1000021600,서울대학교치과대학,11110,37.57762714406589,126.9980115929065
16,1000021300,원남빌딩,11110,37.577036050944244,126.99719680599623
17,1000023800,옥인시범아파트,11110,37.582382305195324,126.96306743316477
18,1000025300,혜화동_창경궁로_진입_1,11110,37.585828685394475,127.00142870691488
19,1000025000,혜화동_창경궁로_진출_1,11110,37.585303988580314,127.00097859316692
20,1000024900,혜화동_대학로_진입,11110,37.58526861139398,127.0013175767907
21,1000025600,혜화동_혜화문길_진입,11110,37.58587748359211,127.00123179324785
22,1000025400,혜화동_우암길_진입,11110,37.58579996902325,127.00097946125858
23,1000002000,동아일보로터리,11110,37.56903119299207,126.97710606804016
24,1000012500,황학교_청계천로_진입,11110,37.572088358279274,127.0228573152681
25,1000011300,동대문로터리_일반국도6,11110,37.57107853009773,127.00806723147087
26,1000017400,신설동역_일반국도6호선,11110,37.575231324640825,127.02250124063677
27,1000017700,신설동역_일반국도6호선,11110,37.5753283713555,127.0224413569181
28,1000027600,세검정_세검정길_진입,11110,37.60041347889656,126.95846519687962
29,1000027300,세검정_자하문길_진입,11110,37.59956314404398,126.95877475402108
30,1000027500,세검정_자하문길_진출,11110,37.599662614900936,126.9588280058717
31,1000028400,신영삼거리_진흥로_진출,11110,37.60417974309969,126.96126820512464
32,1000028500,신영삼거리_진흥로_진입,11110,37.60421602286614,126.96139622245977
33,1000028300,신영삼거리_세검정길_진,11110,37.60402260514087,126.96262384973816
34,1000012700,독립문_일반국도48호선_,11110,37.57249716530863,126.9611565396262
35,1000012600,독립문_일반국도48호선_,11110,37.5723947618028,126.96120580267755
36,1000010200,세종로사거리_일반국도4,11110,37.57088274374573,126.97669515191521
37,1000010300,세종로사거리_일반국도4,11110,37.57087474797028,126.97725701639628
38,1000008000,세종로사거리_일반국도6,11110,37.570134059636274,126.9777588281918
39,1000009700,세종로사거리_일반국도6,11110,37.5702421551133,126.97775595257158
40,1000007400,세종로사거리_태평로_진,11110,37.569583480164354,126.97708930917575
41,1000009300,세종로사거리_일반국도6,11110,37.57022317507343,126.97620058010914
42,1000020900,원남동사거리_율곡로_진,11110,37.57629573469468,126.99631883915299
43,1000021100,원남동사거리_창경궁로_,11110,37.576690577659534,126.99717544914441
44,1000020100,매동길-일반국도48호선,11110,37.57578714641304,126.96893317022074
45,1000020500,일반국도48호선-매동길,11110,37.57613705168538,126.96996903654316
46,1000009600,종로1가_일반국도6호선_,11110,37.57027640154368,126.98371043380482
47,1000007800,종로1가_일반국도6호선_,11110,37.570168284670686,126.98370948500092
48,1000007700,종로1가_일반국도6호선_,11110,37.57017586019361,126.98221099607763
49,1000009500,종로1가_일반국도6호선_,11110,37.57028396943879,126.98220908112744
50,1000010700,종로1가_우정국로_진입,11110,37.570751971958316,126.98308786034859
51,1000010800,종로1가_우정국로_진출,11110,37.57075552487783,126.98295209730259
52,1000009200,종로4가_배오개길_진입,11110,37.570219214954335,126.99775108203647
53,1000010400,종로4가_일반국도6호선_,11110,37.57063754520296,126.99697985147672
54,1000010900,종로4가_일반국도6호선_,11110,37.57074862754385,126.99703236790691
55,1000011600,종로4가_창경궁로_진출,11110,37.57124593628674,126.99767051697378
56,1000017300,안국동사거리_우정국로_,11110,37.574985134170866,126.98280392293327
57,1000018100,안국동사거리_율곡로_진,11110,37.57560523312216,126.98203707325492
58,1000019400,경복궁_율곡로_진입,11110,37.57588146614171,126.9801458468412
59,1000018200,경복궁_중학천길_진출,11110,37.57537890686239,126.97924575762188
60,1000021000,경복궁_삼청동길_진입,11110,37.576552770614846,126.97960461976484
61,1000020300,경복궁_율곡로_진출,11110,37.575989260462755,126.98012050684132
62,1000020600,경복궁_삼청동길_진출,11110,37.57655441210692,126.97946878881321
63,1000020200,경복궁_일반국도48호선_,11110,37.57579464082935,126.97862837061136
64,1000018300,경복궁_중학천길_진입,11110,37.57555597192153,126.97919857721772
65,1000019100,경복궁_일반국도48호선_,11110,37.57568766751695,126.97864809641213
66,1000016700,광화문_일반국도48호선_,11110,37.574741285106924,126.97660289618518
67,1000016900,광화문_일반국도48호선_,11110,37.57485820629178,126.97716894568235
68,1000018900,광화문_일반국도48호선_,11110,37.575605072060405,126.97794518630856
69,1000018500,광화문_일반국도48호선_,11110,37.57560534474726,126.97563397780223
70,1000027900,상명대학교,11110,37.6017403568897,126.95512752157398
71,1000029000,동양카센타,11110,37.60739957178353,126.97196700569721
72,1000029700,가나힐하우스,11110,37.6100703713802,126.97586903976429
